player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Yelich,Milwaukee Brewers,$3600,3.39,4.46,0.64,1.15,0.82,0.18,0.04,0.15,0.53,0.21,0.02,0.44,0.79,0.288,0.36,0.479,0.839,12.2,COL @ MIL
Orlando Arcia,Colorado Rockies,$2100,3.1,3.93,0.36,0.81,0.61,0.2,0.01,0.03,0.31,0,0,0.25,0.62,0.227,0.278,0.332,0.609,6.5,COL @ MIL
Rhys Hoskins,Milwaukee Brewers,$3000,3.57,4.13,0.56,0.92,0.48,0.24,0.01,0.2,0.55,0.03,0.02,0.47,0.99,0.26,0.345,0.508,0.853,10.7,COL @ MIL
Ryan McMahon,Colorado Rockies,$2800,4.04,4.37,0.54,1.01,0.58,0.24,0.02,0.21,0.59,0,0.02,0.54,1.28,0.264,0.354,0.511,0.865,11.3,COL @ MIL
Thairo Estrada,Colorado Rockies,$2700,2.78,4.26,0.32,0.95,0.69,0.24,0.01,0.06,0.37,0.01,0.01,0.17,0.57,0.247,0.292,0.371,0.664,7.5,COL @ MIL
Sam Hilliard,Colorado Rockies,$2300,4.3,3.82,0.46,0.72,0.41,0.18,0.03,0.15,0.58,0.09,0,0.47,1.11,0.22,0.32,0.445,0.765,9.9,COL @ MIL
William Contreras,Milwaukee Brewers,$3000,3.97,4.35,0.7,1.11,0.69,0.28,0.04,0.13,0.48,0.04,0.02,0.65,0.72,0.305,0.413,0.518,0.931,11.9,COL @ MIL
Mickey Moniak,Colorado Rockies,$2600,3.54,4.04,0.43,0.86,0.56,0.18,0.01,0.16,0.47,0.06,0.02,0.28,0.91,0.234,0.302,0.43,0.732,9.2,COL @ MIL
Tyler Freeman,Colorado Rockies,$2700,4.04,4.71,0.66,1.18,1.01,0.16,0.06,0.03,0.38,0.22,0.03,0.41,0.63,0.28,0.343,0.376,0.719,10.9,COL @ MIL
Michael Toglia,Colorado Rockies,$2700,3.81,4.15,0.57,0.94,0.61,0.22,0,0.19,0.52,0.04,0.05,0.25,1.23,0.249,0.308,0.48,0.787,10.3,COL @ MIL
Brice Turang,Milwaukee Brewers,$3100,3.26,4.24,0.63,1.03,0.9,0.06,0.07,0.07,0.43,0.16,0.07,0.36,0.47,0.273,0.334,0.402,0.737,10.1,COL @ MIL
Joey Ortiz,Milwaukee Brewers,$2500,3.4,3.79,0.51,0.89,0.63,0.18,0.05,0.05,0.43,0.09,0.03,0.25,0.51,0.255,0.307,0.39,0.697,8.5,COL @ MIL
Sal Frelick,Milwaukee Brewers,$2900,3.41,4.68,0.54,1.23,1.06,0.16,0.04,0.03,0.32,0.16,0.05,0.34,0.45,0.292,0.352,0.389,0.741,9.9,COL @ MIL
Hunter Goodman,Colorado Rockies,$3100,4.23,4.6,0.6,1.17,0.63,0.3,0.03,0.28,0.86,0.01,0,0.24,1.22,0.271,0.309,0.568,0.877,13.1,COL @ MIL
Jackson Chourio,Milwaukee Brewers,$3400,4.06,4.57,0.72,1.26,0.76,0.28,0.02,0.25,0.75,0.11,0.09,0.29,0.81,0.307,0.356,0.585,0.941,13.8,COL @ MIL
Jordan Beck,Colorado Rockies,$2900,3.62,4.48,0.49,0.91,0.64,0.2,0.03,0.1,0.49,0.21,0.07,0.41,1.3,0.233,0.309,0.385,0.694,10.5,COL @ MIL
Isaac Collins,Milwaukee Brewers,$2600,4.08,4.02,0.57,0.83,0.54,0.16,0.06,0.1,0.63,0.11,0.02,0.5,0.95,0.245,0.341,0.429,0.77,10.6,COL @ MIL
Caleb Durbin,Milwaukee Brewers,$2600,2.88,3.9,0.43,0.81,0.59,0.13,0.04,0.07,0.38,0.05,0.03,0.2,0.51,0.225,0.275,0.348,0.623,7.5,COL @ MIL
Carlos Santana,Cleveland Guardians,$2800,3.5,4.24,0.52,1,0.69,0.14,0.04,0.14,0.42,0.05,0.02,0.44,0.66,0.266,0.348,0.439,0.788,9.8,STL @ CLE
