player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Sandy Alcantara,Miami Marlins,0.33-0.37,$7400,2.93,0.33,0.37,5.32,1,0,5.43,5.47,3.38,3.21,0.87,1.95,3.87,1.37,,21.7,MIA @ CIN
Andrew Abbott,Cincinnati Reds,0.31-0.28,$9200,2.83,0.31,0.28,4.27,1,0,5.02,4.51,2.57,2.38,0.77,1.41,4.85,1.18,,26,MIA @ CIN
Ryan Pressly,Chicago Cubs,0.03-0.03,$5500,0.33,0.03,0.03,3.39,0,0.27,0.51,0.44,0.21,0.19,0.03,0.18,0.23,1.22,,1.8,CHC @ MIN
Jhoan Duran,Minnesota Twins,0.02-0.02,$5500,0.31,0.02,0.02,1.88,0,0.23,0.42,0.29,0.1,0.09,0,0.15,0.21,1.06,,1.7,CHC @ MIN
David Festa,Minnesota Twins,0.27-0.35,$7700,3.34,0.27,0.35,4.59,1,0,4.86,4.72,2.73,2.48,0.88,1.68,5.11,1.32,,25.7,CHC @ MIN
Cade Horton,Chicago Cubs,0.35-0.32,$7200,3.32,0.35,0.32,4.45,1,0,5.18,4.83,2.93,2.56,0.8,1.83,4.12,1.29,,23.9,CHC @ MIN
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.36,0.03,0.03,3.02,0,0.27,0.51,0.42,0.19,0.17,0.06,0.2,0.27,1.22,,2,WSH @ STL
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.27,0.02,0.02,2.62,0,0.22,0.42,0.33,0.13,0.12,0.03,0.13,0.17,1.1,,1.5,WSH @ STL
MacKenzie Gore,Washington Nationals,0.31-0.37,$9600,3.27,0.31,0.37,4.43,1,0,5.61,5.45,2.98,2.76,0.81,2.03,6.38,1.33,,31.4,WSH @ STL
Andre Pallante,St. Louis Cardinals,0.33-0.32,$7800,3.26,0.33,0.32,4.01,1,0,5.52,5.59,2.68,2.46,0.53,1.68,4.09,1.32,,25.4,WSH @ STL
Dylan Cease,San Diego Padres,0.32-0.34,$9000,3.74,0.32,0.34,3.73,1,0,5.52,4.77,2.49,2.29,0.72,2.09,6.72,1.24,,33.7,ARI @ SD
A.J. Puk,Arizona Diamondbacks,0.02-0.02,$5500,0.25,0.02,0.02,3.34,0,0.22,0.41,0.36,0.17,0.15,0.09,0.11,0.16,1.12,,1.4,ARI @ SD
Robert Suarez,San Diego Padres,0.03-0.03,$5500,0.33,0.03,0.03,3.58,0,0.28,0.52,0.46,0.22,0.21,0.02,0.16,0.22,1.2,,1.8,ARI @ SD
