player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.51,0.03,0.03,1.73,0,0.29,0.54,0.37,0.11,0.1,0.04,0.22,0.43,1.08,,2.8,BAL @ SEA
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.33,0.02,0.02,3.6,0,0.21,0.39,0.35,0.17,0.16,0.04,0.22,0.33,1.45,,1.8,BAL @ SEA
George Kirby,Seattle Mariners,0.35-0.28,$8000,3.58,0.35,0.28,3.66,1,0,5.43,5.02,2.39,2.21,0.92,1.47,4.87,1.2,,28.6,BAL @ SEA
Tomoyuki Sugano,Baltimore Orioles,0.29-0.42,$7900,2.92,0.29,0.42,4.51,1,0,5.35,5.61,2.93,2.68,0.94,1.88,3.96,1.4,,23.1,BAL @ SEA
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.38,0.03,0.03,3.23,0,0.29,0.55,0.46,0.21,0.2,0.05,0.19,0.3,1.2,,2.1,DET @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.24,0.02,0.02,5.32,0,0.21,0.38,0.41,0.25,0.23,0.07,0.19,0.23,1.58,,1.3,DET @ CHW
Freddy Peralta,Milwaukee Brewers,0.28-0.42,$9300,3.11,0.28,0.42,4.17,1,0,5.6,4.7,2.95,2.6,0.72,2.05,5.5,1.21,,28.9,MIL @ CIN
Trevor Megill,Milwaukee Brewers,0.02-0.02,$5500,0.36,0.02,0.02,2.44,0,0.23,0.42,0.32,0.13,0.12,0.03,0.18,0.33,1.19,,2,MIL @ CIN
Hunter Greene,Cincinnati Reds,0.34-0.22,$9700,2.87,0.34,0.22,3.87,1,0,4.65,3.69,2.12,2,0.66,1.52,5.4,1.12,,27.8,MIL @ CIN
Alexis Diaz,Cincinnati Reds,0.03-0.03,$5500,0.31,0.03,0.03,8.4,0,0.27,0.51,0.72,0.51,0.47,0.19,0.34,0.45,2.09,,1.7,MIL @ CIN
Pablo Lopez,Minnesota Twins,0.4-0.25,$9800,3.3,0.4,0.25,3.67,1,0,5.76,5.69,2.6,2.35,0.68,1.23,5.89,1.2,,32.3,MIN @ OAK
