player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Ryan Pressly,Chicago Cubs,0.03-0.03,N/A,N/A,0.03,0.03,4.23,0,0.27,0.51,0.49,0.26,0.24,0.07,0.2,0.25,1.34,,1.7,CHC @ ATL
Bryce Elder,Atlanta Braves,0.3-0.36,$7400,3.49,0.3,0.36,4.56,1,0,5.57,5.12,3.1,2.82,0.8,1.84,4.67,1.25,,25.8,CHC @ ATL
Alexis Diaz,Atlanta Braves,0.02-0.02,$5500,0.2,0.02,0.02,7.23,0,0.22,0.42,0.54,0.37,0.34,0.15,0.2,0.23,1.77,,1.1,CHC @ ATL
Shota Imanaga,Chicago Cubs,0.33-0.32,$9400,2.59,0.33,0.32,4.9,1,0,5.45,5.15,3.21,2.97,0.8,1.38,4.4,1.2,,24.3,CHC @ ATL
Logan Webb,San Francisco Giants,0.34-0.25,$10600,2.78,0.34,0.25,3.04,1,0,5.14,4.65,2,1.73,0.37,1.33,5.03,1.16,,29.5,ARI @ SF
A.J. Puk,Arizona Diamondbacks,0.02-0.02,$5500,0.25,0.02,0.02,3.34,0,0.21,0.4,0.34,0.16,0.15,0.09,0.1,0.16,1.12,,1.4,ARI @ SF
Nabil Crismatt,Arizona Diamondbacks,0.22-0.33,$8600,2.23,0.22,0.33,4.7,1,0,4.3,4.59,2.4,2.25,0.55,1.63,3.55,1.45,,19.2,ARI @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.33,0.03,0.03,3.63,0,0.29,0.53,0.47,0.23,0.21,0.03,0.14,0.22,1.15,,1.8,ARI @ SF
Simeon Woods Richardson,Minnesota Twins,0.33-0.22,$7400,3.01,0.33,0.22,4.7,1,0,4.6,4.73,2.64,2.4,0.84,1.86,4.14,1.44,,22.3,MIN @ LAA
Caden Dana,Los Angeles Angels,0.2-0.33,$6700,2.76,0.2,0.33,4.99,1,0,4.31,4.45,2.76,2.39,0.76,2.01,3.58,1.5,,18.5,MIN @ LAA
Yu Darvish,San Diego Padres,0.29-0.28,$7700,3.68,0.29,0.28,2.72,1,0,5.17,4.16,1.7,1.56,0.64,1.61,4.62,1.12,,28.3,CIN @ SD
Nick Lodolo,Cincinnati Reds,0.26-0.31,$9200,2.89,0.26,0.31,3.39,1,0,5.02,4.65,2.11,1.89,0.63,1.55,4.65,1.23,,26.6,CIN @ SD
Jose Quintana,Milwaukee Brewers,0.34-0.38,$7900,2.94,0.34,0.38,4.82,1,0,5.53,5.19,3.32,2.96,0.64,1.99,3.95,1.3,,23.2,MIL @ TEX
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.27,0.02,0.03,2.81,0,0.24,0.46,0.37,0.16,0.14,0.06,0.07,0.14,0.95,,1.5,MIL @ TEX
Trevor Megill,Milwaukee Brewers,0.02-0.03,$5500,0.33,0.02,0.03,2.57,0,0.25,0.47,0.37,0.15,0.14,0.03,0.17,0.23,1.14,,1.8,MIL @ TEX
Jake Latz,Texas Rangers,0.27-0.25,$6400,3.62,0.27,0.25,4.19,1,0,4.49,3.73,2.31,2.09,0.48,2.11,4.38,1.3,,23.2,MIL @ TEX
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.36,0.02,0.03,1.4,0,0.26,0.49,0.32,0.08,0.08,0.03,0.16,0.22,0.97,,2,BOS @ OAK
Trevor May,Oakland Athletics,0.02-0.03,N/A,N/A,0.02,0.03,3.3,0,0.24,0.44,0.38,0.18,0.16,0.04,0.16,0.2,1.22,,1.6,BOS @ OAK
Garrett Crochet,Boston Red Sox,0.33-0.22,$10800,3.0,0.33,0.22,3.76,1,0,5.65,5.23,2.64,2.36,0.83,1.82,6.3,1.25,,32.4,BOS @ OAK
Luis Morales,Oakland Athletics,0.23-0.3,$9800,2.77,0.23,0.3,4.46,1,0,5.04,4.91,2.8,2.5,0.85,2.06,5.53,1.38,,27.1,BOS @ OAK
Miles Mikolas,St. Louis Cardinals,0.24-0.45,$7200,2.97,0.24,0.45,4.43,1,0,5.12,5.42,2.83,2.52,0.93,1.48,3.55,1.35,,21.4,STL @ SEA
Bryan Woo,Seattle Mariners,0.41-0.22,$10500,3.11,0.41,0.22,3.08,1,0,5.72,4.77,2.1,1.96,0.7,1.43,5.67,1.08,,32.7,STL @ SEA
