player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Eugenio Suarez,Arizona Diamondbacks,$4200,3.21,4.5,0.81,1.02,0.62,0.16,0,0.26,1.02,0.01,0.01,0.33,1,0.252,0.323,0.493,0.816,13.5,ARI @ COL
Randal Grichuk,Arizona Diamondbacks,$2900,3.79,4.28,0.67,0.97,0.58,0.25,0.02,0.17,0.7,0,0,0.3,0.77,0.245,0.301,0.462,0.762,11,ARI @ COL
Ketel Marte,Arizona Diamondbacks,$4300,3.56,4.83,1.17,1.37,0.99,0.24,0,0.2,0.7,0.1,0.02,0.54,0.64,0.327,0.406,0.536,0.942,15.3,ARI @ COL
Ryan McMahon,Colorado Rockies,$3300,3.55,4.27,0.66,0.88,0.52,0.16,0.02,0.22,0.81,0.02,0.03,0.42,1.25,0.233,0.308,0.468,0.775,11.7,ARI @ COL
Lourdes Gurriel,Arizona Diamondbacks,$3500,4.09,4.39,1.02,1.16,0.72,0.26,0.06,0.19,0.82,0.1,0.04,0.3,0.62,0.289,0.345,0.537,0.882,14.3,ARI @ COL
Thairo Estrada,Colorado Rockies,$3200,2.94,4.16,0.56,1.03,0.75,0.24,0.01,0.08,0.64,0,0.01,0.2,0.76,0.263,0.297,0.409,0.706,9.4,ARI @ COL
Josh Naylor,Arizona Diamondbacks,$3900,4.03,4.61,0.99,1.36,0.92,0.24,0.02,0.22,1.03,0.13,0.04,0.34,0.55,0.325,0.377,0.567,0.944,15.7,ARI @ COL
Pavin Smith,Arizona Diamondbacks,$3500,4.23,4.72,0.92,1.06,0.6,0.26,0.01,0.23,0.88,0.02,0.01,0.72,1.05,0.272,0.393,0.53,0.923,14.8,ARI @ COL
Mickey Moniak,Colorado Rockies,$3100,3.65,3.93,0.69,0.99,0.55,0.26,0,0.23,0.66,0.02,0,0.22,0.9,0.272,0.31,0.539,0.849,11.3,ARI @ COL
Geraldo Perdomo,Arizona Diamondbacks,$3800,4.18,4.94,1.12,1.37,1,0.3,0.01,0.15,0.85,0.11,0.04,0.65,0.63,0.324,0.413,0.524,0.937,15.9,ARI @ COL
Jose Herrera,Arizona Diamondbacks,$2800,2.61,4.06,0.48,0.67,0.52,0.12,0.01,0.04,0.39,0,0.02,0.5,1.05,0.195,0.296,0.283,0.579,7.3,ARI @ COL
Alek Thomas,Arizona Diamondbacks,$3000,3.67,4.17,0.68,1.04,0.65,0.3,0.01,0.12,0.71,0.06,0.02,0.18,0.78,0.268,0.305,0.457,0.761,11,ARI @ COL
Tyler Freeman,Colorado Rockies,$3200,3.25,4.49,0.8,0.98,0.77,0.16,0.03,0.07,0.47,0.14,0.02,0.3,0.49,0.239,0.297,0.354,0.651,10.4,ARI @ COL
Michael Toglia,Colorado Rockies,$3000,3.53,3.82,0.66,0.82,0.51,0.19,0.02,0.16,0.56,0.08,0.07,0.35,1.03,0.244,0.324,0.472,0.795,10.6,ARI @ COL
Brenton Doyle,Colorado Rockies,$2900,3.48,4.05,0.53,0.89,0.66,0.22,0.01,0.07,0.63,0.14,0.02,0.34,0.88,0.249,0.318,0.387,0.705,10.1,ARI @ COL
Hunter Goodman,Colorado Rockies,$3600,2.61,4.38,0.52,0.93,0.51,0.34,0.01,0.11,0.54,0.02,0,0.17,1.19,0.225,0.269,0.406,0.676,9.4,ARI @ COL
Jordan Beck,Colorado Rockies,$3400,3.5,4.6,0.69,1.05,0.67,0.21,0.02,0.16,0.65,0.17,0.05,0.29,1.25,0.248,0.301,0.425,0.727,11.9,ARI @ COL
Ryan Ritter,Colorado Rockies,$2800,2.71,3.71,0.5,0.84,0.58,0.2,0.03,0.06,0.41,0,0.02,0.16,0.95,0.24,0.28,0.38,0.659,7.6,ARI @ COL
Christian Yelich,Milwaukee Brewers,$3600,3.25,4.5,0.52,0.95,0.56,0.18,0.02,0.21,0.6,0.23,0.06,0.34,1.19,0.232,0.296,0.445,0.741,11.7,MIL @ MIN
Christian Vazquez,Minnesota Twins,$2300,2.65,3.75,0.26,0.76,0.6,0.15,0.01,0.05,0.3,0,0,0.24,0.64,0.226,0.282,0.333,0.615,6.1,MIL @ MIN
Carlos Correa,Minnesota Twins,$2700,3.67,4.19,0.41,1.11,0.79,0.25,0.03,0.11,0.53,0,0.02,0.4,0.65,0.303,0.37,0.504,0.874,9.9,MIL @ MIN
