player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Carlos Estevez,Kansas City Royals,0.02-0.03,$5500,0.4,0.02,0.03,2.27,0,0.26,0.48,0.36,0.13,0.12,0.02,0.16,0.34,1.07,,2.2,KC @ MIN
Kris Bubic,Kansas City Royals,0.27-0.36,$10600,2.93,0.27,0.36,3.5,1,0,5.54,4.8,2.52,2.15,0.45,1.41,5.78,1.12,,31.1,KC @ MIN
Bailey Ober,Minnesota Twins,0.35-0.31,$9200,3.32,0.35,0.31,3.65,1,0,5.63,5.11,2.53,2.29,0.8,1.2,5.51,1.12,,30.5,KC @ MIN
Jhoan Duran,Minnesota Twins,0.02-0.03,$5500,0.4,0.02,0.03,2.45,0,0.24,0.45,0.34,0.13,0.12,0.02,0.15,0.37,1.1,,2.2,KC @ MIN
Josh Hader,Houston Astros,0.02-0.03,$5500,0.42,0.02,0.03,2.73,0,0.24,0.46,0.36,0.15,0.14,0.06,0.14,0.42,1.1,,2.3,SEA @ HOU
Luis Castillo,Seattle Mariners,0.41-0.21,$8800,3.55,0.41,0.21,3.3,1,0,5.78,4.64,2.27,2.12,0.62,1.66,5.2,1.09,,31.2,SEA @ HOU
Andres Munoz,Seattle Mariners,0.02-0.03,$5500,0.47,0.02,0.03,1.1,0,0.25,0.47,0.29,0.06,0.06,0.03,0.19,0.41,1.02,,2.6,SEA @ HOU
Colton Gordon,Houston Astros,0.17-0.38,$7100,3.63,0.17,0.38,3.97,1,0,5.25,4.51,2.47,2.32,0.82,1.7,4.75,1.18,,25.8,SEA @ HOU
Sonny Gray,St. Louis Cardinals,0.34-0.27,$8900,3.31,0.34,0.27,3.52,1,0,4.9,4.06,2.14,1.92,0.7,1.31,5.57,1.1,,29.5,ARI @ STL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.47,0.03,0.03,2.74,0,0.27,0.5,0.4,0.17,0.15,0.04,0.23,0.46,1.25,,2.6,ARI @ STL
A.J. Puk,Arizona Diamondbacks,0.02-0.02,$5500,0.35,0.02,0.02,3.26,0,0.23,0.43,0.36,0.17,0.15,0.06,0.14,0.32,1.17,,1.9,ARI @ STL
Brandon Pfaadt,Arizona Diamondbacks,0.32-0.44,$9000,2.86,0.32,0.44,4.25,1,0,5.48,5.62,3,2.59,0.76,1.55,4.46,1.31,,25.7,ARI @ STL
Antonio Senzatela,Colorado Rockies,0.1-0.47,$5800,2.09,0.1,0.47,7.64,1,0,4.35,5.43,3.96,3.69,0.87,1.69,2.89,1.64,,12.1,NYY @ COL
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.2,0.01,0.02,6.46,0,0.14,0.27,0.33,0.21,0.19,0.03,0.17,0.26,1.84,,1.1,NYY @ COL
