player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.03-0.03,$5500,0.36,0.03,0.03,3.99,0,0.29,0.54,0.5,0.26,0.24,0.1,0.19,0.3,1.29,,2,WSH @ LAA
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.25,0.02,0.02,3.09,0,0.21,0.39,0.33,0.15,0.14,0.03,0.12,0.18,1.14,,1.4,WSH @ LAA
Jake Irvin,Washington Nationals,0.29-0.4,$7500,2.92,0.29,0.4,5.04,1,0,5.46,6.17,3.44,3.06,0.96,1.7,3.8,1.44,,21.9,WSH @ LAA
Jose Soriano,Los Angeles Angels,0.31-0.28,$9300,2.55,0.31,0.28,4.13,1,0,4.98,4.79,2.63,2.29,0.43,1.99,4.03,1.36,,23.7,WSH @ LAA
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.29,0.02,0.02,2.17,0,0.21,0.38,0.28,0.1,0.09,0.03,0.14,0.21,1.09,,1.6,LAD @ KC
Tanner Scott,Los Angeles Dodgers,0.03-0.03,$5500,0.35,0.03,0.03,3.1,0,0.29,0.55,0.46,0.2,0.19,0.07,0.13,0.22,1.07,,1.9,LAD @ KC
Dustin May,Los Angeles Dodgers,0.34-0.28,$8700,3.09,0.34,0.28,4.28,1,0,5.25,4.7,2.75,2.5,0.51,2,4.97,1.27,,26.9,LAD @ KC
Noah Cameron,Kansas City Royals,0.26-0.38,$8400,2.6,0.26,0.38,5.03,1,0,5.19,5.69,2.99,2.9,0.75,1.81,3.93,1.45,,21.8,LAD @ KC
Merrill Kelly,Arizona Diamondbacks,0.51-0.13,$9900,3.14,0.51,0.13,3.69,1,0,5.67,5.22,2.6,2.33,0.59,1.54,5.32,1.19,,31.1,MIA @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.04,$5500,0.45,0.03,0.04,3.32,0,0.37,0.68,0.59,0.27,0.25,0.13,0.19,0.34,1.14,,2.5,MIA @ ARI
Calvin Faucher,Miami Marlins,0.01-0.01,$5500,0.18,0.01,0.01,3.75,0,0.13,0.25,0.22,0.11,0.1,0.01,0.11,0.15,1.35,,1,MIA @ ARI
Eury Perez,Miami Marlins,0.12-0.5,$7000,2.1,0.12,0.5,7.08,1,0,4.36,5.16,3.76,3.43,1.13,2.15,3.49,1.68,,14.7,MIA @ ARI
Sonny Gray,St. Louis Cardinals,0.36-0.31,$10000,2.92,0.36,0.31,4.02,1,0,5.22,5.24,2.65,2.33,0.62,1.33,5.52,1.26,,29.2,STL @ CLE
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.4,0.03,0.03,3.16,0,0.29,0.54,0.46,0.21,0.19,0.06,0.21,0.33,1.23,,2.2,STL @ CLE
Emmanuel Clase,Cleveland Guardians,0.02-0.02,$5500,0.27,0.02,0.02,2.68,0,0.21,0.39,0.3,0.12,0.11,0.01,0.09,0.17,1.02,,1.5,STL @ CLE
Luis Ortiz,Cleveland Guardians,0.32-0.37,$8900,3.29,0.32,0.37,4.31,1,0,5.37,5.05,2.76,2.58,0.64,2.26,5.75,1.36,,29.3,STL @ CLE
