player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Francisco Lindor,New York Mets,$4000,3.48,4.72,0.67,1.18,0.76,0.19,0.03,0.27,0.69,0.14,0.06,0.45,0.61,0.284,0.359,0.552,0.911,13.9,COL @ NYM
Brandon Nimmo,New York Mets,$2800,3.61,4.38,0.43,0.89,0.53,0.18,0.04,0.16,0.56,0.04,0.02,0.49,0.89,0.233,0.323,0.438,0.761,10.1,COL @ NYM
Juan Soto,New York Mets,$3800,3.37,4.6,0.67,1.12,0.7,0.2,0.04,0.21,0.62,0.03,0.01,0.67,0.54,0.291,0.399,0.542,0.941,12.8,COL @ NYM
Carlos Santana,Cleveland Guardians,$2900,3.93,4.36,0.59,1.03,0.7,0.17,0.01,0.2,0.65,0.01,0.01,0.5,0.55,0.271,0.358,0.491,0.849,11.4,LAA @ CLE
Jose Ramirez,Cleveland Guardians,$3600,4.17,4.47,0.68,1.34,0.8,0.29,0.02,0.26,0.86,0.18,0.05,0.39,0.45,0.333,0.394,0.618,1.011,15,LAA @ CLE
Jorge Soler,Los Angeles Angels,$2900,3.52,4.2,0.36,0.94,0.52,0.29,0.03,0.17,0.57,0.01,0,0.43,1.05,0.25,0.329,0.502,0.831,10.2,LAA @ CLE
Chris Taylor,Los Angeles Angels,$2200,3.14,3.87,0.36,0.55,0.4,0.08,0.01,0.09,0.38,0.02,0.02,0.44,1.34,0.167,0.271,0.288,0.559,6.9,LAA @ CLE
Austin Hedges,Cleveland Guardians,$2200,2.73,3.69,0.26,0.6,0.41,0.12,0.01,0.09,0.27,0.02,0.01,0.27,0.94,0.181,0.253,0.307,0.56,6,LAA @ CLE
Yoan Moncada,Los Angeles Angels,$3100,3.16,4.43,0.57,0.93,0.53,0.29,0.01,0.16,0.43,0.01,0,0.36,1.17,0.231,0.295,0.437,0.732,9.8,LAA @ CLE
Taylor Ward,Los Angeles Angels,$3500,3.11,4.31,0.54,0.99,0.52,0.3,0.02,0.21,0.54,0.03,0.03,0.29,1.06,0.251,0.31,0.511,0.821,10.9,LAA @ CLE
Luis Rengifo,Los Angeles Angels,$2400,3.13,3.76,0.38,0.97,0.73,0.2,0.02,0.05,0.4,0.03,0.01,0.18,0.56,0.275,0.308,0.395,0.703,7.5,LAA @ CLE
Jo Adell,Los Angeles Angels,$2700,3.59,3.98,0.46,0.89,0.57,0.16,0.03,0.17,0.61,0.05,0.05,0.22,1.09,0.241,0.29,0.451,0.741,9.7,LAA @ CLE
