player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Lance McCullers,Houston Astros,0.3-0.37,$9000,3.02,0.3,0.37,4.43,1,0,5.29,5.01,2.87,2.61,0.99,2.17,5.31,1.36,,27.2,HOU @ OAK
Josh Hader,Houston Astros,0.02-0.03,$5500,0.38,0.02,0.03,2.25,0,0.25,0.47,0.34,0.13,0.12,0.06,0.13,0.32,1.02,,2.1,HOU @ OAK
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.4,0.02,0.03,4.37,0,0.25,0.46,0.45,0.25,0.23,0.05,0.23,0.46,1.47,,2.2,HOU @ OAK
Mitch Spence,Oakland Athletics,0.31-0.25,$6600,3.53,0.31,0.25,4.09,1,0,4.95,5,2.49,2.25,0.65,1.65,3.95,1.34,,23.3,HOU @ OAK
Zach Eflin,Baltimore Orioles,0.35-0.35,$8800,2.77,0.35,0.35,4.32,1,0,5.55,5.36,2.91,2.67,0.81,1.48,3.98,1.23,,24.4,BAL @ TB
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.44,0.03,0.03,2.68,0,0.3,0.55,0.43,0.18,0.16,0.02,0.24,0.36,1.23,,2.4,BAL @ TB
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.33,0.02,0.02,3.13,0,0.2,0.38,0.32,0.14,0.13,0.03,0.22,0.3,1.42,,1.8,BAL @ TB
Ryan Pepiot,Tampa Bay Rays,0.28-0.3,$9200,2.66,0.28,0.3,4.39,1,0,4.82,4.49,2.58,2.35,0.86,1.45,4.55,1.23,,24.5,BAL @ TB
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.29,0.02,0.02,2.31,0,0.18,0.34,0.25,0.09,0.09,0.03,0.14,0.25,1.16,,1.6,BOS @ SEA
Lucas Giolito,Boston Red Sox,0.19-0.47,$7400,2.62,0.19,0.47,5.12,1,0,4.81,5.25,3.05,2.74,0.99,1.93,3.62,1.49,,19.4,BOS @ SEA
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.53,0.03,0.03,1.58,0,0.32,0.59,0.39,0.11,0.1,0.03,0.23,0.41,1.06,,2.9,BOS @ SEA
Logan Gilbert,Seattle Mariners,0.35-0.16,$10400,2.73,0.35,0.16,3.04,1,0,4.41,3.81,1.63,1.49,0.55,1.05,5.28,1.1,,28.4,BOS @ SEA
Tyler Kinley,Colorado Rockies,0.02-0.02,$5500,0.22,0.02,0.02,7.1,0,0.18,0.33,0.42,0.28,0.26,0.03,0.21,0.28,1.93,,1.2,COL @ WSH
Kyle Finnegan,Washington Nationals,0.03-0.03,$5500,0.44,0.03,0.03,2.67,0,0.32,0.6,0.47,0.19,0.18,0.03,0.2,0.31,1.12,,2.4,COL @ WSH
Jake Irvin,Washington Nationals,0.36-0.21,$8000,3.04,0.36,0.21,3.89,1,0,5.03,4.93,2.5,2.18,0.62,1.25,4,1.23,,24.3,COL @ WSH
Carson Palmquist,Colorado Rockies,0.24-0.47,$6100,3.54,0.24,0.47,4.69,1,0,5.4,5.27,3.21,2.81,0.93,2.15,3.71,1.38,,21.6,COL @ WSH
Sandy Alcantara,Miami Marlins,0.25-0.32,$7100,3.04,0.25,0.32,4.64,1,0,5.02,5.26,2.99,2.59,0.62,2.19,3.87,1.48,,21.6,PHI @ MIA
Jordan Romano,Philadelphia Phillies,0.03-0.03,$5500,0.29,0.03,0.03,6.93,0,0.28,0.52,0.65,0.43,0.4,0.11,0.23,0.35,1.71,,1.6,PHI @ MIA
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.31,0.02,0.02,3.7,0,0.22,0.41,0.37,0.18,0.17,0.02,0.18,0.28,1.34,,1.7,PHI @ MIA
Mick Abel,Philadelphia Phillies,0.28-0.33,$8500,2.84,0.28,0.33,4.86,1,0,4.98,5.3,3,2.69,1.01,1.39,4.74,1.34,,24.1,PHI @ MIA
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.24,0.02,0.02,4.38,0,0.18,0.33,0.32,0.18,0.16,0.06,0.13,0.22,1.36,,1.3,LAA @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.51,0.03,0.03,4.18,0,0.32,0.6,0.57,0.3,0.28,0.02,0.29,0.56,1.44,,2.8,LAA @ NYY
Clarke Schmidt,New York Yankees,0.5-0.16,$9800,3.67,0.5,0.16,2.91,1,0,5.53,4.07,2.04,1.79,0.61,1.64,6.55,1.03,,36,LAA @ NYY
Jose Soriano,Los Angeles Angels,0.17-0.54,$8300,2.6,0.17,0.54,4.82,1,0,5.24,5.81,3.14,2.81,0.56,2.48,4.01,1.58,,21.6,LAA @ NYY
Tanner Scott,Los Angeles Dodgers,0.02-0.03,$5500,0.29,0.02,0.03,3.14,0,0.23,0.44,0.37,0.17,0.15,0.04,0.11,0.21,1.1,,1.6,SD @ LAD
Dylan Cease,San Diego Padres,0.4-0.25,$9500,3.37,0.4,0.25,3.57,1,0,5.32,4.46,2.42,2.11,0.79,2.28,6.14,1.27,,32,SD @ LAD
Robert Suarez,San Diego Padres,0.03-0.03,$5500,0.35,0.03,0.03,3.07,0,0.26,0.49,0.41,0.18,0.17,0.02,0.14,0.25,1.11,,1.9,SD @ LAD
