player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.25,0.02,0.02,2.92,0,0.21,0.4,0.32,0.14,0.13,0.05,0.12,0.17,1.12,,1.4,TB @ LAA
Adrian Houser,Tampa Bay Rays,0.44-0.21,$9500,2.72,0.44,0.21,3.68,1,0,5.38,5.2,2.51,2.2,0.53,1.56,3.95,1.26,,25.8,TB @ LAA
Yusei Kikuchi,Los Angeles Angels,0.22-0.48,$9000,2.89,0.22,0.48,5.18,1,0,5.41,5.6,3.5,3.11,1.05,1.91,5.41,1.39,,26,TB @ LAA
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.36,0.03,0.03,2.94,0,0.29,0.53,0.43,0.19,0.17,0.03,0.19,0.24,1.18,,2,TB @ LAA
Sonny Gray,St. Louis Cardinals,0.32-0.29,$8600,3.31,0.32,0.29,3.55,1,0,5.09,4.56,2.24,2.01,0.76,1.35,5.24,1.16,,28.5,STL @ LAD
Tyler Glasnow,Los Angeles Dodgers,0.24-0.29,$10200,2.8,0.24,0.29,3.4,1,0,5.06,4.24,2.12,1.91,0.71,2.28,5.33,1.29,,28.6,STL @ LAD
Michael Soroka,Chicago Cubs,0.27-0.28,$7800,3.42,0.27,0.28,4.17,1,0,5.22,4.73,2.61,2.42,0.68,1.57,4.92,1.21,,26.7,CIN @ CHC
Nick Lodolo,Cincinnati Reds,0.31-0.3,$10400,2.76,0.31,0.3,4.28,1,0,5.59,5.2,2.83,2.66,0.86,1.66,5.37,1.23,,28.7,CIN @ CHC
Sean Manaea,New York Mets,0.41-0.19,$8100,3.8,0.41,0.19,3.44,1,0,5.02,4.38,2.06,1.92,0.6,1.53,5.8,1.18,,30.8,CLE @ NYM
Ryan Helsley,New York Mets,0.03-0.04,$5500,0.44,0.03,0.04,2.79,0,0.33,0.62,0.49,0.21,0.19,0.06,0.22,0.3,1.15,,2.4,CLE @ NYM
Emmanuel Clase,Cleveland Guardians,0.02-0.02,$5500,0.2,0.02,0.02,2.84,0,0.17,0.31,0.25,0.11,0.1,0.01,0.07,0.11,1.04,,1.1,CLE @ NYM
Slade Cecconi,Cleveland Guardians,0.2-0.46,$8300,2.51,0.2,0.46,5.19,1,0,5.11,5.67,3.24,2.95,0.96,1.87,3.89,1.47,,20.8,CLE @ NYM
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.29,0.02,0.03,3.34,0,0.26,0.48,0.41,0.19,0.18,0.1,0.12,0.19,1.12,,1.6,SD @ ARI
JP Sears,San Diego Padres,0.33-0.36,$7000,3.46,0.33,0.36,5.1,1,0,5.34,5.44,3.33,3.02,1.03,1.61,4.51,1.32,,24.2,SD @ ARI
Brandon Pfaadt,Arizona Diamondbacks,0.32-0.35,$7900,3.16,0.32,0.35,4.63,1,0,5.35,5.52,3.03,2.75,0.81,1.54,4.48,1.32,,25,SD @ ARI
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.35,0.02,0.03,3.49,0,0.24,0.45,0.4,0.19,0.18,0.05,0.21,0.31,1.34,,1.9,SD @ ARI
