player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
DJ LeMahieu,New York Yankees,$2300,3.57,4.01,0.4,0.85,0.64,0.17,0.01,0.07,0.54,0,0,0.37,0.82,0.241,0.311,0.368,0.678,8.2,TEX @ NYY
Paul Goldschmidt,New York Yankees,$3500,3.09,4.68,0.57,1.15,0.92,0.21,0,0.09,0.54,0.16,0.01,0.25,0.77,0.267,0.319,0.4,0.719,10.8,TEX @ NYY
Marcus Semien,Texas Rangers,$2800,3.25,4.29,0.48,0.82,0.58,0.18,0.01,0.11,0.39,0.06,0.05,0.5,0.87,0.224,0.321,0.384,0.704,9.1,TEX @ NYY
Joc Pederson,Texas Rangers,$2500,3.64,4.18,0.45,0.78,0.43,0.22,0,0.14,0.48,0.03,0.01,0.45,1.04,0.216,0.308,0.391,0.7,9.1,TEX @ NYY
Aaron Judge,New York Yankees,$4800,3.67,4.46,0.86,1.2,0.59,0.26,0,0.41,0.97,0.12,0.01,0.72,0.79,0.332,0.454,0.765,1.218,17.6,TEX @ NYY
Kyle Higashioka,Texas Rangers,$2600,3.35,3.96,0.44,0.88,0.57,0.22,0,0.12,0.5,0.02,0,0.27,1.06,0.242,0.303,0.417,0.72,8.7,TEX @ NYY
Cody Bellinger,New York Yankees,$3300,3.45,4.35,0.57,1.04,0.74,0.18,0,0.2,0.56,0.16,0.04,0.27,0.75,0.261,0.314,0.478,0.792,11.4,TEX @ NYY
Adolis Garcia,Texas Rangers,$3100,3.1,4.4,0.53,0.9,0.6,0.16,0.01,0.16,0.47,0.07,0.02,0.33,1.44,0.225,0.29,0.396,0.686,9.6,TEX @ NYY
Trent Grisham,New York Yankees,$3200,3.28,4.57,0.57,0.87,0.48,0.22,0,0.2,0.57,0.01,0,0.44,1.13,0.216,0.298,0.432,0.73,10.5,TEX @ NYY
Sam Haggerty,Texas Rangers,$2000,3.15,3.84,0.4,0.72,0.56,0.15,0.02,0.02,0.25,0.01,0.03,0.33,0.74,0.208,0.279,0.292,0.57,6.3,TEX @ NYY
Jake Burger,Texas Rangers,$2600,3.27,4.07,0.37,0.85,0.57,0.16,0,0.16,0.51,0.01,0.01,0.2,1.23,0.228,0.285,0.413,0.698,8.5,TEX @ NYY
Josh Smith,Texas Rangers,$2900,3.62,4.73,0.59,1.12,0.89,0.16,0.01,0.09,0.4,0.2,0.06,0.36,1.07,0.264,0.329,0.382,0.711,10.5,TEX @ NYY
Oswald Peraza,New York Yankees,$2200,3.27,3.79,0.36,0.68,0.44,0.21,0.01,0.07,0.3,0,0.01,0.46,0.8,0.211,0.312,0.359,0.671,7.2,TEX @ NYY
Josh Jung,Texas Rangers,$3200,3.56,4.51,0.56,1.06,0.69,0.19,0.01,0.21,0.67,0.06,0,0.31,1.05,0.257,0.315,0.472,0.788,11.4,TEX @ NYY
Anthony Volpe,New York Yankees,$3100,3.13,4.24,0.59,0.99,0.71,0.23,0.06,0.08,0.36,0.08,0.04,0.34,0.82,0.259,0.322,0.435,0.757,9.7,TEX @ NYY
Jasson Dominguez,New York Yankees,$2900,2.52,4.13,0.4,0.55,0.32,0.15,0.01,0.1,0.44,0.08,0.02,0.27,1.21,0.147,0.204,0.283,0.487,7.3,TEX @ NYY
Austin Wells,New York Yankees,$3000,3.07,3.9,0.43,0.88,0.62,0.15,0.01,0.16,0.51,0.02,0.02,0.32,0.91,0.253,0.322,0.457,0.779,9.2,TEX @ NYY
Wyatt Langford,Texas Rangers,$3600,3.28,4.62,0.64,1.07,0.65,0.26,0.04,0.16,0.53,0.12,0.05,0.42,1.11,0.258,0.331,0.473,0.803,11.8,TEX @ NYY
Bryce Harper,Philadelphia Phillies,$4300,3.3,4.74,0.93,1.25,0.85,0.24,0.03,0.15,0.74,0.06,0.02,0.68,0.74,0.315,0.423,0.51,0.932,14.2,PHI @ COL
Nick Castellanos,Philadelphia Phillies,$3300,4.12,4.52,0.88,1.13,0.79,0.16,0.02,0.21,0.91,0.07,0.01,0.33,0.84,0.279,0.339,0.495,0.834,13.6,PHI @ COL
Kyle Schwarber,Philadelphia Phillies,$4500,3.42,4.63,0.95,0.95,0.43,0.25,0.01,0.29,1.08,0.01,0,0.66,0.92,0.248,0.359,0.558,0.917,15.4,PHI @ COL
Trea Turner,Philadelphia Phillies,$3900,4.44,4.85,1.13,1.51,1,0.31,0.08,0.18,1.04,0.2,0.01,0.35,0.57,0.344,0.391,0.587,0.978,17.3,PHI @ COL
Max Kepler,Philadelphia Phillies,$3100,3.84,4.4,0.62,1.12,0.81,0.19,0.02,0.16,0.88,0.01,0.02,0.33,0.79,0.282,0.339,0.473,0.811,11.9,PHI @ COL
Kyle Farmer,Colorado Rockies,$2900,3.14,4.06,0.53,0.96,0.63,0.28,0.01,0.12,0.48,0.01,0.02,0.19,1.03,0.252,0.289,0.448,0.737,9.1,PHI @ COL
Ryan McMahon,Colorado Rockies,$3100,3.29,4.39,0.62,0.9,0.57,0.2,0.01,0.13,0.48,0.05,0.04,0.51,1.24,0.238,0.331,0.404,0.735,10.2,PHI @ COL
Nick Martini,Colorado Rockies,$2700,2.85,3.73,0.4,0.66,0.47,0.13,0,0.1,0.56,0.02,0,0.29,0.76,0.195,0.265,0.331,0.596,7.7,PHI @ COL
Alec Bohm,Philadelphia Phillies,$3100,4.0,4.29,0.91,1.08,0.73,0.19,0.03,0.17,0.73,0.06,0.04,0.26,0.51,0.276,0.323,0.477,0.8,12.4,PHI @ COL
Rafael Marchan,Philadelphia Phillies,$2600,5.12,4.07,0.84,1.07,0.56,0.34,0.01,0.22,0.86,0,0,0.34,0.58,0.294,0.358,0.593,0.951,13.3,PHI @ COL
Mickey Moniak,Colorado Rockies,$2900,2.66,3.95,0.41,0.76,0.54,0.16,0.01,0.09,0.48,0.03,0.01,0.19,1.05,0.207,0.257,0.341,0.598,7.7,PHI @ COL
Brandon Marsh,Philadelphia Phillies,$2800,4.36,4.18,0.81,0.91,0.58,0.2,0.01,0.16,0.79,0.02,0.02,0.55,1,0.254,0.356,0.459,0.815,12.2,PHI @ COL
Bryson Stott,Philadelphia Phillies,$3600,3.33,4.96,0.72,1.24,0.93,0.23,0.01,0.1,0.61,0.16,0.12,0.38,0.55,0.274,0.327,0.407,0.734,12,PHI @ COL
Michael Toglia,Colorado Rockies,$3100,3.0,4.17,0.61,0.75,0.54,0.15,0,0.12,0.5,0.07,0.04,0.36,1.61,0.201,0.278,0.355,0.634,9.3,PHI @ COL
Ezequiel Tovar,Colorado Rockies,$3200,3.69,4.5,0.74,1.07,0.7,0.19,0.05,0.19,0.6,0.1,0.02,0.24,1.01,0.255,0.296,0.48,0.776,11.8,PHI @ COL
Brenton Doyle,Colorado Rockies,$3300,2.88,4.62,0.54,0.9,0.63,0.16,0.02,0.12,0.52,0.08,0.05,0.29,1.23,0.212,0.269,0.356,0.625,9.5,PHI @ COL
Hunter Goodman,Colorado Rockies,$3400,2.74,4.28,0.38,0.9,0.58,0.18,0,0.18,0.68,0.01,0,0.19,1.33,0.223,0.259,0.406,0.666,9.3,PHI @ COL
Jordan Beck,Colorado Rockies,$3500,2.8,3.84,0.61,0.79,0.48,0.22,0.02,0.11,0.64,0.09,0.03,0.24,1.32,0.223,0.278,0.402,0.679,9.8,PHI @ COL
Jose Iglesias,San Diego Padres,$2400,3.38,4.04,0.42,1.05,0.85,0.17,0.04,0.04,0.31,0.11,0.04,0.15,0.5,0.279,0.312,0.388,0.7,8.1,SD @ TOR
Manny Machado,San Diego Padres,$3500,3.26,4.6,0.52,1.35,0.93,0.36,0.01,0.11,0.43,0.16,0.04,0.28,0.62,0.316,0.357,0.499,0.856,11.4,SD @ TOR
Xander Bogaerts,San Diego Padres,$3000,3.37,4.37,0.55,1.08,0.84,0.22,0,0.07,0.55,0.14,0.03,0.26,0.75,0.273,0.318,0.391,0.709,10.1,SD @ TOR
Elias Diaz,San Diego Padres,$2600,3.35,3.93,0.37,0.96,0.68,0.19,0.05,0.12,0.37,0,0.01,0.37,0.57,0.276,0.347,0.482,0.829,8.7,SD @ TOR
Anthony Santander,Toronto Blue Jays,$2800,2.57,4.06,0.34,0.77,0.6,0.11,0,0.09,0.37,0,0,0.4,1.08,0.213,0.295,0.321,0.616,7.2,SD @ TOR
Vladimir Guerrero Jr.,Toronto Blue Jays,$3300,3.06,4.39,0.46,1.06,0.78,0.22,0.01,0.14,0.54,0.02,0.01,0.37,0.86,0.268,0.328,0.451,0.78,10.1,SD @ TOR
Fernando Tatis Jr.,San Diego Padres,$4100,3.39,4.82,0.7,1.17,0.65,0.31,0.03,0.22,0.7,0.14,0.01,0.51,0.94,0.276,0.357,0.534,0.891,13.9,SD @ TOR
Luis Arraez,San Diego Padres,$2800,3.61,4.71,0.52,1.37,1.17,0.18,0.01,0.08,0.28,0.16,0.06,0.24,0.51,0.312,0.349,0.425,0.775,10.1,SD @ TOR
Bo Bichette,Toronto Blue Jays,$3000,3.17,4.5,0.43,1.02,0.74,0.21,0.03,0.11,0.45,0.08,0.01,0.3,1.08,0.25,0.303,0.416,0.719,9.5,SD @ TOR
Jake Cronenworth,San Diego Padres,$3300,2.94,4.15,0.46,0.88,0.67,0.17,0.01,0.09,0.53,0.08,0.02,0.52,0.75,0.25,0.354,0.395,0.749,9.7,SD @ TOR
Daulton Varsho,Toronto Blue Jays,$3200,2.47,4.28,0.35,0.65,0.38,0.17,0.01,0.12,0.46,0.03,0.02,0.39,1.4,0.171,0.258,0.319,0.577,7.9,SD @ TOR
Alejandro Kirk,Toronto Blue Jays,$2700,3.22,4.17,0.43,0.88,0.62,0.21,0.02,0.1,0.48,0,0.02,0.37,0.58,0.236,0.306,0.402,0.709,8.7,SD @ TOR
Ernie Clement,Toronto Blue Jays,$2500,2.8,3.84,0.28,0.85,0.68,0.09,0.02,0.06,0.4,0.1,0,0.16,0.69,0.236,0.278,0.327,0.605,7,SD @ TOR
Gavin Sheets,San Diego Padres,$2900,2.66,4.26,0.29,0.88,0.68,0.14,0.01,0.09,0.43,0.02,0.03,0.35,0.75,0.23,0.296,0.36,0.655,7.7,SD @ TOR
Addison Barger,Toronto Blue Jays,$2500,2.96,3.95,0.34,0.65,0.35,0.18,0.01,0.13,0.42,0,0,0.3,1.5,0.182,0.254,0.354,0.607,7.4,SD @ TOR
Nathan Lukes,Toronto Blue Jays,$2600,2.81,3.72,0.37,0.72,0.5,0.18,0.01,0.08,0.4,0,0.01,0.34,0.85,0.218,0.295,0.361,0.656,7.3,SD @ TOR
Jackson Merrill,San Diego Padres,$4000,3.05,4.49,0.67,1.24,0.79,0.21,0.03,0.24,0.57,0.08,0.06,0.25,0.85,0.296,0.34,0.538,0.878,12.2,SD @ TOR
Jonatan Clase,Toronto Blue Jays,$2100,3.86,3.61,0.3,0.78,0.51,0.16,0.01,0.13,0.43,0.09,0.02,0.29,1.19,0.239,0.308,0.422,0.731,8.1,SD @ TOR
Nolan Arenado,St. Louis Cardinals,$2700,3.0,4.14,0.42,1,0.78,0.19,0,0.1,0.35,0.02,0.02,0.22,0.65,0.257,0.298,0.398,0.696,8.1,DET @ STL
Javier Baez,Detroit Tigers,$2900,2.83,3.91,0.33,0.85,0.63,0.17,0.03,0.08,0.45,0.11,0.06,0.21,0.72,0.237,0.281,0.379,0.661,8.2,DET @ STL
Willson Contreras,St. Louis Cardinals,$3100,2.74,4.03,0.39,0.88,0.62,0.14,0.02,0.14,0.38,0.05,0.04,0.33,1.09,0.243,0.307,0.42,0.727,8.5,DET @ STL
Gleyber Torres,Detroit Tigers,$3300,3.21,4.69,0.57,1.06,0.76,0.21,0,0.11,0.6,0.03,0.01,0.41,0.73,0.258,0.345,0.396,0.742,10.6,DET @ STL
Zach McKinstry,Detroit Tigers,$2900,3.41,4.25,0.56,1.1,0.79,0.3,0.03,0.05,0.33,0.12,0.04,0.38,0.88,0.291,0.357,0.451,0.807,9.9,DET @ STL
Lars Nootbaar,St. Louis Cardinals,$3100,3.06,4.47,0.51,0.92,0.65,0.18,0.04,0.07,0.43,0.13,0.01,0.41,0.91,0.23,0.306,0.357,0.663,9.5,DET @ STL
Spencer Torkelson,Detroit Tigers,$3200,3.41,4.36,0.54,0.86,0.43,0.23,0,0.27,0.57,0,0.01,0.41,1.06,0.22,0.297,0.501,0.798,10.9,DET @ STL
Brendan Donovan,St. Louis Cardinals,$2900,2.66,4.25,0.48,0.86,0.64,0.19,0,0.05,0.39,0.03,0.03,0.3,0.71,0.223,0.282,0.321,0.603,7.7,DET @ STL
Ivan Herrera,St. Louis Cardinals,$2700,3.67,3.91,0.45,1.01,0.69,0.22,0.02,0.16,0.55,0,0.01,0.31,0.74,0.289,0.347,0.522,0.869,9.9,DET @ STL
Riley Greene,Detroit Tigers,$3400,3.12,4.47,0.49,1.03,0.69,0.22,0.04,0.14,0.59,0.03,0.01,0.41,1.12,0.26,0.328,0.464,0.792,10.6,DET @ STL
Kerry Carpenter,Detroit Tigers,$3000,4.77,4.8,0.72,1.3,0.73,0.34,0.05,0.22,0.94,0.05,0.01,0.31,0.94,0.294,0.346,0.554,0.9,14.3,DET @ STL
Dillon Dingler,Detroit Tigers,$2600,3.58,4.14,0.44,0.97,0.59,0.26,0.01,0.15,0.57,0,0.01,0.17,1,0.25,0.288,0.449,0.737,9.3,DET @ STL
Jordan Walker,St. Louis Cardinals,$2300,2.78,3.69,0.39,0.61,0.43,0.1,0,0.1,0.26,0.03,0.01,0.26,1.19,0.183,0.258,0.313,0.571,6.4,DET @ STL
Masyn Winn,St. Louis Cardinals,$2900,2.9,4.36,0.37,0.88,0.67,0.17,0,0.09,0.47,0.06,0.03,0.36,1.2,0.226,0.29,0.35,0.64,8.4,DET @ STL
Colt Keith,Detroit Tigers,$2600,3.92,4.58,0.42,1.03,0.77,0.17,0.02,0.13,0.6,0.05,0.03,0.41,0.87,0.254,0.327,0.418,0.744,10.2,DET @ STL
Victor Scott II,St. Louis Cardinals,$2700,2.41,3.58,0.32,0.75,0.65,0.1,0.02,0.02,0.25,0.16,0.05,0.22,1.11,0.227,0.277,0.297,0.575,6.5,DET @ STL
Pedro Pages,St. Louis Cardinals,$2400,2.67,3.8,0.28,0.77,0.52,0.21,0.02,0.08,0.3,0,0.01,0.12,1.24,0.217,0.249,0.373,0.622,6.4,DET @ STL
Trey Sweeney,Detroit Tigers,$2700,3.26,4.03,0.43,0.89,0.66,0.12,0.03,0.14,0.4,0.06,0.03,0.33,1,0.244,0.303,0.421,0.725,8.8,DET @ STL
Jose Altuve,Houston Astros,$2700,3.85,4.61,0.56,1.1,0.78,0.21,0.04,0.13,0.47,0.09,0.03,0.28,0.69,0.257,0.307,0.431,0.739,10.4,HOU @ TB
Christian Walker,Houston Astros,$3000,3.1,4.39,0.39,0.93,0.67,0.18,0.01,0.15,0.54,0,0,0.38,1.07,0.235,0.3,0.421,0.72,9.3,HOU @ TB
Yandy Diaz,Tampa Bay Rays,$2900,3.97,4.6,0.53,1.22,0.8,0.35,0.02,0.14,0.67,0.01,0.02,0.33,0.51,0.295,0.346,0.512,0.857,11.5,HOU @ TB
Victor Caratini,Houston Astros,$2400,3.71,4.28,0.46,0.89,0.66,0.09,0.01,0.17,0.43,0,0,0.37,0.92,0.233,0.311,0.407,0.718,8.9,HOU @ TB
Brandon Lowe,Tampa Bay Rays,$3200,3.59,4.27,0.49,0.95,0.57,0.19,0.02,0.24,0.68,0.04,0.03,0.41,1.16,0.253,0.333,0.526,0.859,11.5,HOU @ TB
Danny Jansen,Tampa Bay Rays,$2500,3.48,4.16,0.45,0.83,0.54,0.15,0,0.14,0.43,0,0.02,0.47,0.89,0.23,0.324,0.389,0.712,8.7,HOU @ TB
Isaac Paredes,Houston Astros,$3200,3.72,4.5,0.56,1.08,0.72,0.22,0,0.22,0.63,0.01,0,0.52,0.41,0.278,0.366,0.525,0.891,11.9,HOU @ TB
Taylor Walls,Tampa Bay Rays,$2400,3.54,3.93,0.48,0.66,0.49,0.09,0.02,0.09,0.34,0.19,0.05,0.43,0.64,0.193,0.288,0.322,0.61,8.5,HOU @ TB
Jake Meyers,Houston Astros,$2700,2.93,4.06,0.4,0.74,0.54,0.09,0.06,0.11,0.47,0.04,0.02,0.22,0.96,0.199,0.248,0.352,0.599,7.9,HOU @ TB
Jeremy Pena,Houston Astros,$3000,4.17,4.73,0.79,1.27,0.87,0.25,0.01,0.18,0.62,0.11,0.02,0.17,0.82,0.288,0.325,0.483,0.808,12.5,HOU @ TB
Christopher Morel,Tampa Bay Rays,$2600,4.38,4.49,0.59,0.87,0.5,0.21,0.03,0.21,0.54,0.07,0.06,0.45,1.39,0.223,0.319,0.471,0.79,11.4,HOU @ TB
Yainer Diaz,Houston Astros,$2700,3.26,4.17,0.4,0.92,0.64,0.2,0.01,0.15,0.55,0.01,0.01,0.17,0.74,0.233,0.263,0.42,0.682,8.8,HOU @ TB
Curtis Mead,Tampa Bay Rays,$2200,2.82,4.04,0.34,0.85,0.76,0.11,0.01,0.02,0.27,0.03,0,0.23,0.73,0.23,0.278,0.295,0.573,6.2,HOU @ TB
Jose Caballero,Tampa Bay Rays,$2600,3.31,3.82,0.43,0.77,0.5,0.2,0.02,0.06,0.32,0.25,0.12,0.27,1.04,0.224,0.294,0.351,0.645,8.6,HOU @ TB
Junior Caminero,Tampa Bay Rays,$2900,3.21,4.38,0.43,1.08,0.79,0.21,0.01,0.12,0.52,0.04,0.02,0.22,0.9,0.264,0.301,0.422,0.722,9.3,HOU @ TB
Zach Dezenzo,Houston Astros,$2600,2.96,3.95,0.46,0.83,0.56,0.25,0,0.06,0.35,0,0.03,0.34,1.28,0.235,0.308,0.372,0.68,7.7,HOU @ TB
Cam Smith,Houston Astros,$2600,3.5,3.84,0.46,0.97,0.62,0.24,0.01,0.15,0.42,0,0.03,0.29,0.73,0.28,0.34,0.502,0.842,9.1,HOU @ TB
Chandler Simpson,Tampa Bay Rays,$2900,2.69,3.71,0.4,0.94,0.74,0.11,0.02,0.09,0.39,0.05,0.03,0.19,0.65,0.275,0.321,0.402,0.723,7.8,HOU @ TB
Christian Yelich,Milwaukee Brewers,$3000,3.47,4.35,0.47,0.84,0.58,0.19,0.02,0.12,0.5,0.15,0.04,0.53,1.19,0.225,0.327,0.4,0.727,10.4,BAL @ MIL
Rhys Hoskins,Milwaukee Brewers,$2900,3.14,4.02,0.49,0.71,0.46,0.14,0.02,0.13,0.42,0.05,0.02,0.55,1.08,0.209,0.326,0.388,0.714,9.1,BAL @ MIL
Jake Bauers,Milwaukee Brewers,$2500,2.96,3.91,0.38,0.64,0.44,0.13,0,0.1,0.26,0.09,0.02,0.44,1.52,0.187,0.29,0.322,0.612,7.4,BAL @ MIL
Ryan O'Hearn,Baltimore Orioles,$2900,3.72,4.32,0.52,0.98,0.61,0.2,0.02,0.18,0.62,0.03,0.07,0.41,0.78,0.256,0.335,0.471,0.807,10.8,BAL @ MIL
Ramon Laureano,Baltimore Orioles,$2600,3.27,4.21,0.39,0.83,0.48,0.25,0.02,0.13,0.39,0.07,0.03,0.24,1.31,0.212,0.26,0.393,0.653,8.5,BAL @ MIL
Cedric Mullins,Baltimore Orioles,$3300,3.33,4.1,0.55,0.88,0.53,0.19,0.04,0.17,0.61,0.11,0.04,0.42,1,0.242,0.322,0.463,0.786,11,BAL @ MIL
Ramon Urias,Baltimore Orioles,$2600,2.96,3.88,0.38,0.84,0.7,0.13,0,0.06,0.34,0,0,0.48,0.65,0.254,0.36,0.365,0.724,7.7,BAL @ MIL
William Contreras,Milwaukee Brewers,$3100,3.84,4.24,0.67,1.04,0.72,0.2,0.03,0.13,0.5,0.15,0.03,0.62,0.79,0.293,0.397,0.485,0.881,11.9,BAL @ MIL
Ryan Mountcastle,Baltimore Orioles,$2600,4.0,4.66,0.53,1.15,0.76,0.34,0,0.13,0.53,0.01,0.01,0.29,1.01,0.267,0.313,0.46,0.773,10.4,BAL @ MIL
Adley Rutschman,Baltimore Orioles,$2700,3.22,4.43,0.47,0.99,0.7,0.21,0,0.11,0.36,0,0,0.39,0.58,0.25,0.321,0.392,0.713,8.7,BAL @ MIL
Gunnar Henderson,Baltimore Orioles,$3200,3.69,4.55,0.6,1,0.61,0.18,0.04,0.2,0.67,0.1,0.04,0.39,1.19,0.244,0.311,0.464,0.775,11.8,BAL @ MIL
Brice Turang,Milwaukee Brewers,$2900,3.24,4.57,0.51,1,0.84,0.13,0.04,0.05,0.26,0.19,0.08,0.44,0.89,0.248,0.326,0.356,0.682,9.4,BAL @ MIL
Joey Ortiz,Milwaukee Brewers,$2500,2.64,3.68,0.34,0.78,0.6,0.14,0.01,0.05,0.25,0.05,0.04,0.3,0.75,0.236,0.304,0.343,0.648,6.6,BAL @ MIL
