player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.24,0.02,0.02,2.81,0,0.18,0.34,0.27,0.11,0.11,0.04,0.11,0.15,1.12,,1.3,LAD @ LAA
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.29,0.03,0.03,7.23,0,0.32,0.59,0.76,0.52,0.48,0.2,0.32,0.37,1.84,,1.6,LAD @ LAA
Jose Soriano,Los Angeles Angels,0.21-0.37,$8100,3.04,0.21,0.37,4.02,1,0,5.32,5.23,2.84,2.37,0.48,2.47,4.26,1.45,,24.6,LAD @ LAA
Yoshinobu Yamamoto,Los Angeles Dodgers,0.39-0.23,$10300,3.18,0.39,0.23,3.21,1,0,5.36,4.64,2.2,1.91,0.55,1.75,6.03,1.19,,32.8,LAD @ LAA
Nathan Eovaldi,Texas Rangers,0.38-0.23,$10500,3.17,0.38,0.23,3.11,1,0,5.54,4.4,2.23,1.92,0.38,1.28,5.95,1.02,,33.3,ARI @ TEX
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.35,0.03,0.03,2.53,0,0.29,0.55,0.42,0.17,0.15,0.06,0.09,0.18,0.93,,1.9,ARI @ TEX
A.J. Puk,Arizona Diamondbacks,0.02-0.02,$5500,0.24,0.02,0.02,3.34,0,0.21,0.38,0.33,0.15,0.14,0.08,0.1,0.15,1.12,,1.3,ARI @ TEX
Ryne Nelson,Arizona Diamondbacks,0.28-0.4,$8900,2.97,0.28,0.4,4.19,1,0,5.5,4.88,2.99,2.56,0.61,1.42,4.7,1.15,,26.4,ARI @ TEX
Miles Mikolas,St. Louis Cardinals,0.43-0.13,$7100,4.01,0.43,0.13,3.33,1,0,5.45,4.73,2.34,2.02,0.54,1.11,4.57,1.07,,28.5,COL @ STL
Chase Dollander,Colorado Rockies,0.12-0.43,$6600,2.33,0.12,0.43,5.4,1,0,4.27,4.95,2.94,2.56,0.81,1.92,2.9,1.61,,15.4,COL @ STL
