player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Carlos Correa,Minnesota Twins,$2600,3.92,4.26,0.48,1.07,0.72,0.19,0.04,0.18,0.52,0,0.03,0.31,0.84,0.28,0.332,0.509,0.841,10.2,MIN @ TB
Yandy Diaz,Tampa Bay Rays,$3000,3.07,4.53,0.45,1.07,0.8,0.24,0,0.1,0.43,0.02,0.01,0.35,0.51,0.259,0.32,0.406,0.726,9.2,MIN @ TB
Harrison Bader,Minnesota Twins,$2800,2.93,3.93,0.42,0.8,0.55,0.18,0,0.13,0.41,0.06,0.03,0.19,0.75,0.221,0.268,0.392,0.66,8.2,MIN @ TB
Brandon Lowe,Tampa Bay Rays,$3100,3.23,4.31,0.51,0.87,0.53,0.16,0,0.21,0.6,0.04,0.02,0.28,1.16,0.222,0.276,0.429,0.705,10,MIN @ TB
Danny Jansen,Tampa Bay Rays,$2500,3.12,3.75,0.31,0.8,0.55,0.16,0.01,0.09,0.44,0,0.03,0.45,0.79,0.244,0.339,0.383,0.722,7.8,MIN @ TB
Ty France,Minnesota Twins,$2900,2.66,4.37,0.35,0.97,0.74,0.17,0.03,0.07,0.41,0.02,0,0.17,0.72,0.237,0.271,0.352,0.623,7.7,MIN @ TB
Willi Castro,Minnesota Twins,$2600,3.5,3.82,0.52,0.89,0.58,0.17,0.06,0.11,0.47,0.05,0.07,0.25,0.72,0.253,0.307,0.444,0.751,9.1,MIN @ TB
Ryan Jeffers,Minnesota Twins,$2700,4.37,4.59,0.51,0.99,0.5,0.29,0,0.3,0.6,0.01,0,0.35,0.84,0.237,0.301,0.544,0.845,11.8,MIN @ TB
Trevor Larnach,Minnesota Twins,$3000,4.17,4.7,0.7,1.02,0.58,0.23,0,0.28,0.58,0.03,0.03,0.39,1.1,0.246,0.327,0.52,0.847,12.5,MIN @ TB
Josh Lowe,Tampa Bay Rays,$3200,3.41,4.42,0.56,1.04,0.69,0.2,0.06,0.17,0.44,0.1,0.03,0.34,0.71,0.264,0.324,0.49,0.814,10.9,MIN @ TB
Royce Lewis,Minnesota Twins,$2700,2.93,4.15,0.4,0.8,0.54,0.16,0,0.12,0.42,0,0.01,0.34,0.81,0.213,0.283,0.356,0.639,7.9,MIN @ TB
Kody Clemens,Minnesota Twins,$2500,3.76,4.04,0.47,0.92,0.58,0.23,0.01,0.16,0.5,0,0,0.32,0.94,0.253,0.316,0.471,0.787,9.4,MIN @ TB
Jonathan Aranda,Tampa Bay Rays,$3100,2.77,4.09,0.37,0.83,0.56,0.16,0,0.17,0.55,0,0.01,0.26,1.15,0.222,0.271,0.416,0.687,8.6,MIN @ TB
Jose Caballero,Tampa Bay Rays,$2600,3.15,3.98,0.43,0.69,0.49,0.13,0.02,0.09,0.28,0.21,0.07,0.31,1.12,0.194,0.264,0.32,0.584,8.2,MIN @ TB
Junior Caminero,Tampa Bay Rays,$2900,3.1,4.2,0.46,0.89,0.62,0.15,0.01,0.14,0.54,0.06,0.01,0.22,0.96,0.225,0.272,0.391,0.663,9,MIN @ TB
Brooks Lee,Minnesota Twins,$2500,3.12,4.48,0.36,1.06,0.82,0.16,0.01,0.1,0.36,0.04,0.02,0.12,0.71,0.246,0.271,0.369,0.64,7.8,MIN @ TB
Kameron Misner,Tampa Bay Rays,$2600,3.04,3.86,0.41,0.76,0.51,0.18,0.01,0.12,0.32,0.03,0.02,0.33,1.4,0.219,0.293,0.396,0.69,7.9,MIN @ TB
Chandler Simpson,Tampa Bay Rays,$2800,3.11,3.64,0.45,0.85,0.59,0.12,0.02,0.13,0.43,0.06,0.04,0.34,0.68,0.265,0.341,0.436,0.778,8.7,MIN @ TB
Martin Maldonado,San Diego Padres,$2100,2.95,3.74,0.2,0.7,0.51,0.14,0.01,0.08,0.35,0,0,0.26,1.14,0.205,0.266,0.336,0.602,6.2,MIA @ SD
Manny Machado,San Diego Padres,$3300,3.33,4.41,0.65,1.14,0.78,0.24,0.01,0.16,0.43,0.07,0.02,0.34,0.67,0.284,0.346,0.478,0.824,11,MIA @ SD
Xander Bogaerts,San Diego Padres,$2900,3.14,4.18,0.5,0.9,0.55,0.25,0.01,0.12,0.39,0.09,0.04,0.3,0.68,0.237,0.289,0.41,0.699,9.1,MIA @ SD
Fernando Tatis Jr.,San Diego Padres,$3900,3.31,4.63,0.63,1.09,0.63,0.24,0.03,0.25,0.62,0.14,0.02,0.38,0.85,0.263,0.326,0.526,0.851,12.9,MIA @ SD
Luis Arraez,San Diego Padres,$2700,3.15,4.52,0.38,1.17,0.97,0.22,0,0.05,0.29,0.11,0.09,0.22,0.45,0.279,0.318,0.377,0.695,8.5,MIA @ SD
Jake Cronenworth,San Diego Padres,$3200,2.53,3.85,0.34,0.84,0.6,0.19,0.02,0.07,0.41,0.07,0.02,0.38,0.61,0.246,0.322,0.382,0.704,8.1,MIA @ SD
Jesus Sanchez,Miami Marlins,$3200,3.13,4.69,0.45,0.86,0.59,0.13,0.01,0.17,0.47,0.1,0.03,0.46,0.89,0.213,0.302,0.385,0.687,10,MIA @ SD
Luis Campusano,San Diego Padres,$2100,4.0,3.96,0.37,0.92,0.63,0.21,0,0.13,0.4,0,0.02,0.32,0.71,0.263,0.33,0.441,0.771,8.4,MIA @ SD
Gavin Sheets,San Diego Padres,$3100,2.84,4.07,0.33,0.9,0.56,0.22,0.02,0.17,0.4,0.01,0.01,0.32,0.95,0.244,0.307,0.467,0.774,8.8,MIA @ SD
Otto Lopez,Miami Marlins,$2600,3.73,4.47,0.43,1.03,0.78,0.21,0.04,0.06,0.41,0.18,0.06,0.35,0.59,0.255,0.318,0.387,0.706,9.7,MIA @ SD
Kyle Stowers,Miami Marlins,$3600,2.56,4.36,0.4,0.9,0.56,0.19,0.02,0.18,0.44,0.02,0.01,0.33,1.26,0.228,0.293,0.434,0.727,9.2,MIA @ SD
Matt Mervis,Miami Marlins,$2600,2.65,3.91,0.39,0.69,0.48,0.13,0,0.11,0.3,0,0,0.24,1.23,0.195,0.263,0.333,0.596,6.9,MIA @ SD
Jackson Merrill,San Diego Padres,$3700,2.95,4.3,0.56,1.27,0.88,0.21,0.02,0.19,0.51,0.05,0.05,0.18,0.72,0.31,0.343,0.514,0.857,10.9,MIA @ SD
Connor Norby,Miami Marlins,$2900,2.52,4.02,0.28,0.78,0.43,0.24,0.02,0.11,0.33,0.04,0.03,0.24,1.15,0.208,0.261,0.379,0.641,7.3,MIA @ SD
Javier Sanoja,Miami Marlins,$2300,3.09,3.8,0.35,0.84,0.61,0.14,0.03,0.09,0.33,0.03,0.01,0.2,0.63,0.241,0.281,0.38,0.661,7.1,MIA @ SD
Eric Wagaman,Miami Marlins,$2800,3.32,4.24,0.36,1.09,0.68,0.32,0,0.14,0.54,0,0,0.21,0.8,0.275,0.311,0.478,0.788,9.3,MIA @ SD
Liam Hicks,Miami Marlins,$2800,2.96,4.13,0.39,0.93,0.65,0.15,0.01,0.14,0.38,0,0,0.32,0.7,0.249,0.312,0.416,0.729,8.3,MIA @ SD
Agustin Ramirez,Miami Marlins,$3300,2.73,4.58,0.44,0.87,0.64,0.14,0.01,0.15,0.43,0.04,0.01,0.28,1.12,0.211,0.28,0.372,0.653,9,MIA @ SD
Andrew McCutchen,Pittsburgh Pirates,$2600,4.5,4.62,0.57,1.12,0.74,0.25,0.02,0.16,0.52,0.07,0,0.55,0.88,0.28,0.37,0.491,0.861,11.7,PIT @ ARI
Eugenio Suarez,Arizona Diamondbacks,$3200,3.91,4.32,0.69,1.01,0.57,0.18,0,0.27,0.78,0.01,0.01,0.42,1.05,0.266,0.344,0.535,0.879,12.5,PIT @ ARI
Ketel Marte,Arizona Diamondbacks,$3500,4.8,4.66,0.84,1.32,0.82,0.17,0.03,0.37,1.15,0.05,0.03,0.52,0.62,0.326,0.399,0.681,1.08,16.8,PIT @ ARI
Adam Frazier,Pittsburgh Pirates,$2400,3.5,3.95,0.43,0.91,0.77,0.13,0.01,0.06,0.46,0.09,0.05,0.33,0.67,0.258,0.323,0.371,0.693,8.4,PIT @ ARI
Isiah Kiner-Falefa,Pittsburgh Pirates,$2500,2.88,3.84,0.42,0.88,0.74,0.11,0.02,0.03,0.39,0.08,0.02,0.15,0.56,0.246,0.28,0.322,0.602,7.2,PIT @ ARI
