player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Trevor Williams,Washington Nationals,0.25-0.39,$7000,3.44,0.25,0.39,4.17,1,0,5.16,5.28,2.54,2.39,0.74,1.8,4.26,1.37,,24.1,WSH @ SEA
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.56,0.03,0.03,1.05,0,0.31,0.58,0.35,0.07,0.07,0.03,0.23,0.48,1.01,,3.1,WSH @ SEA
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.27,0.02,0.02,3.03,0,0.19,0.35,0.29,0.13,0.12,0.02,0.13,0.23,1.2,,1.5,WSH @ SEA
George Kirby,Seattle Mariners,0.36-0.24,$8400,3.4,0.36,0.24,3.04,1,0,5.06,4.23,1.91,1.71,0.57,1.25,4.9,1.08,,28.6,WSH @ SEA
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.33,0.02,0.02,2.2,0,0.21,0.39,0.28,0.1,0.09,0.02,0.13,0.27,1.06,,1.8,CIN @ KC
Hunter Greene,Cincinnati Reds,0.35-0.24,$10200,2.75,0.35,0.24,3.31,1,0,4.76,3.82,1.95,1.75,0.42,1.42,4.99,1.1,,28.1,CIN @ KC
Alexis Diaz,Cincinnati Reds,0.03-0.03,$5500,0.33,0.03,0.03,8.05,0,0.29,0.54,0.75,0.53,0.48,0.19,0.36,0.48,2.04,,1.8,CIN @ KC
Noah Cameron,Kansas City Royals,0.22-0.41,$9400,2.43,0.22,0.41,4.59,1,0,5.04,4.56,2.89,2.57,0.78,1.89,4.17,1.28,,22.8,CIN @ KC
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.42,0.03,0.03,2.63,0,0.27,0.51,0.4,0.16,0.15,0.04,0.06,0.33,0.9,,2.3,TOR @ TEX
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.35,0.02,0.02,4.01,0,0.23,0.42,0.39,0.2,0.19,0.07,0.11,0.36,1.2,,1.9,TOR @ TEX
Tyler Mahle,Texas Rangers,0.35-0.32,$8900,2.82,0.35,0.32,4.29,1,0,5.4,5.03,2.9,2.57,0.66,1.87,4.25,1.28,,25.1,TOR @ TEX
Eric Lauer,Toronto Blue Jays,0.27-0.33,$6800,3.03,0.27,0.33,4.94,1,0,4.66,4.29,2.81,2.56,0.85,1.53,3.74,1.25,,20.6,TOR @ TEX
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.25,0.02,0.02,4.14,0,0.18,0.34,0.32,0.17,0.16,0.05,0.12,0.26,1.29,,1.4,NYY @ LAA
Yusei Kikuchi,Los Angeles Angels,0.18-0.39,$8100,2.8,0.18,0.39,4.36,1,0,4.75,4.62,2.45,2.3,0.73,2.04,4.31,1.4,,22.7,NYY @ LAA
Devin Williams,New York Yankees,0.03-0.03,$5500,0.6,0.03,0.03,4.03,0,0.32,0.59,0.55,0.29,0.26,0.03,0.32,0.7,1.48,,3.3,NYY @ LAA
Clarke Schmidt,New York Yankees,0.43-0.23,$8800,3.45,0.43,0.23,3.61,1,0,5.32,4.26,2.36,2.13,0.63,1.85,5.53,1.15,,30.4,NYY @ LAA
Ryan Pressly,Chicago Cubs,0.03-0.04,$5500,0.49,0.03,0.04,4.23,0,0.35,0.65,0.62,0.33,0.3,0.04,0.27,0.5,1.38,,2.7,COL @ CHC
Matt Boyd,Chicago Cubs,0.5-0.19,$9700,3.44,0.5,0.19,3.48,1,0,5.42,4.36,2.35,2.1,0.63,1.48,6.15,1.08,,33.4,COL @ CHC
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.2,0.01,0.02,6.53,0,0.15,0.28,0.34,0.22,0.2,0.03,0.19,0.27,1.87,,1.1,COL @ CHC
Tanner Gordon,Colorado Rockies,0.21-0.49,$7300,2.23,0.21,0.49,6.28,1,0,4.65,5.22,3.53,3.25,0.94,1.59,3.19,1.46,,16.3,COL @ CHC
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.58,0.03,0.03,2.96,0,0.31,0.58,0.48,0.21,0.19,0.06,0.26,0.61,1.27,,3.2,CHW @ NYM
Griffin Canning,New York Mets,0.49-0.22,$9000,3.44,0.49,0.22,3.17,1,0,5.56,5.08,2.11,1.96,0.63,1.65,5.02,1.21,,31,CHW @ NYM
