player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Brandon Woodruff,Milwaukee Brewers,0.23-0.3,$10200,2.7,0.23,0.3,4.17,1,0,4.79,3.99,2.42,2.22,0.79,1.43,5.63,1.13,,27.5,MIA @ MIL
Trevor Megill,Milwaukee Brewers,0.03-0.03,$5500,0.36,0.03,0.03,2.34,0,0.26,0.49,0.37,0.14,0.13,0.03,0.2,0.26,1.15,,2,MIA @ MIL
Calvin Faucher,Miami Marlins,0.02-0.03,$5500,0.29,0.02,0.03,3.81,0,0.23,0.44,0.4,0.2,0.19,0.04,0.2,0.24,1.36,,1.6,MIA @ MIL
Eury Perez,Miami Marlins,0.33-0.28,$8900,3.11,0.33,0.28,3.88,1,0,5.02,4.28,2.37,2.17,0.59,2.11,5.23,1.27,,27.7,MIA @ MIL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.35,0.03,0.03,2.86,0,0.26,0.49,0.4,0.17,0.16,0.05,0.18,0.24,1.17,,1.9,SD @ STL
Robert Suarez,San Diego Padres,0.02-0.03,$5500,0.27,0.02,0.03,3.28,0,0.23,0.44,0.37,0.17,0.16,0.02,0.13,0.17,1.14,,1.5,SD @ STL
Stephen Kolek,San Diego Padres,0.28-0.33,$7600,3.16,0.28,0.33,4.09,1,0,5.3,5.24,2.72,2.41,0.57,1.69,3.98,1.31,,24,SD @ STL
Michael McGreevy,St. Louis Cardinals,0.33-0.26,$7100,3.73,0.33,0.26,3.59,1,0,5.66,5.34,2.54,2.26,0.62,1.29,4.07,1.17,,26.5,SD @ STL
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.29,0.02,0.03,2.53,0,0.26,0.48,0.37,0.15,0.13,0.06,0.08,0.15,0.93,,1.6,ATL @ TEX
Raisel Iglesias,Atlanta Braves,0.02-0.03,$5500,0.24,0.02,0.03,4.62,0,0.24,0.45,0.45,0.25,0.23,0.08,0.11,0.17,1.25,,1.3,ATL @ TEX
Bryce Elder,Atlanta Braves,0.32-0.27,$7200,3.06,0.32,0.27,4.84,1,0,4.92,4.95,2.98,2.64,0.65,1.43,3.92,1.3,,22,ATL @ TEX
Jack Leiter,Texas Rangers,0.23-0.29,$8100,2.83,0.23,0.29,4.22,1,0,4.73,3.85,2.58,2.22,0.56,1.86,4.15,1.21,,22.9,ATL @ TEX
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.2,0.02,0.02,4.48,0,0.18,0.33,0.33,0.18,0.16,0.03,0.13,0.16,1.37,,1.1,WSH @ MIN
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.44,0.03,0.03,2.16,0,0.32,0.6,0.44,0.16,0.14,0.02,0.19,0.27,1.05,,2.4,WSH @ MIN
Tyler Kinley,Colorado Rockies,0.02-0.02,$5500,0.2,0.02,0.02,5.84,0,0.18,0.34,0.39,0.24,0.22,0.04,0.19,0.22,1.68,,1.1,COL @ BAL
Austin Gomber,Colorado Rockies,0.21-0.42,$6500,2.94,0.21,0.42,5.48,1,0,5.2,5.87,3.51,3.17,1.07,1.54,3.46,1.43,,19.1,COL @ BAL
Felix Bautista,Baltimore Orioles,0.03-0.03,$5500,0.49,0.03,0.03,2.7,0,0.31,0.59,0.46,0.19,0.18,0.05,0.36,0.42,1.41,,2.7,COL @ BAL
Tomoyuki Sugano,Baltimore Orioles,0.37-0.23,$7400,3.42,0.37,0.23,4.49,1,0,5.43,5.62,3.05,2.71,0.94,1.47,4.41,1.3,,25.3,COL @ BAL
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.35,0.03,0.03,2.64,0,0.27,0.5,0.39,0.16,0.15,0.05,0.17,0.23,1.12,,1.9,CLE @ KC
Emmanuel Clase,Cleveland Guardians,0.02-0.02,$5500,0.25,0.02,0.02,2.84,0,0.23,0.43,0.34,0.15,0.14,0.02,0.1,0.15,1.04,,1.4,CLE @ KC
Joey Cantillo,Cleveland Guardians,0.34-0.34,$7700,3.74,0.34,0.34,4.34,1,0,5.13,4.23,2.79,2.47,0.52,2.13,5.72,1.24,,28.8,CLE @ KC
Noah Cameron,Kansas City Royals,0.33-0.34,$8800,3.0,0.33,0.34,4.56,1,0,5.68,4.99,3.29,2.88,0.78,1.7,4.74,1.18,,26.4,CLE @ KC
Zack Wheeler,Philadelphia Phillies,0.29-0.31,$10700,2.96,0.29,0.31,3.67,1,0,5.38,4.64,2.39,2.2,0.73,1.42,6.17,1.13,,31.7,PHI @ NYY
Carlos Rodon,New York Yankees,0.36-0.32,$9900,3.55,0.36,0.32,3.54,1,0,5.93,4.45,2.48,2.33,0.78,1.87,6.62,1.07,,35.1,PHI @ NYY
Jordan Romano,Philadelphia Phillies,0.02-0.02,$5500,0.18,0.02,0.02,6.93,0,0.23,0.42,0.53,0.36,0.33,0.09,0.17,0.21,1.66,,1,PHI @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.35,0.03,0.03,4.18,0,0.27,0.51,0.48,0.26,0.24,0.03,0.21,0.31,1.37,,1.9,PHI @ NYY
Zac Gallen,Arizona Diamondbacks,0.23-0.34,$8300,2.99,0.23,0.34,4.1,1,0,4.98,4.45,2.53,2.27,0.49,1.59,4.47,1.21,,24.8,ARI @ PIT
A.J. Puk,Arizona Diamondbacks,0.02-0.02,$5500,0.24,0.02,0.02,3.34,0,0.21,0.39,0.34,0.16,0.15,0.08,0.1,0.15,1.12,,1.3,ARI @ PIT
David Bednar,Pittsburgh Pirates,0.03-0.03,$5500,0.35,0.03,0.03,2.73,0,0.29,0.54,0.43,0.18,0.16,0.04,0.16,0.2,1.1,,1.9,ARI @ PIT
Paul Skenes,Pittsburgh Pirates,0.31-0.2,$10900,2.77,0.31,0.2,3.21,1,0,4.86,4,1.82,1.73,0.39,1.36,5.66,1.1,,30.2,ARI @ PIT
Josh Hader,Houston Astros,0.03-0.03,$5500,0.38,0.03,0.03,2.54,0,0.29,0.54,0.41,0.16,0.15,0.1,0.16,0.26,1.07,,2.1,OAK @ HOU
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.29,0.02,0.02,3.57,0,0.21,0.39,0.35,0.17,0.16,0.04,0.19,0.27,1.36,,1.6,OAK @ HOU
J.T. Ginn,Oakland Athletics,0.22-0.29,$6700,2.93,0.22,0.29,4.73,1,0,4.36,4.52,2.53,2.29,0.74,1.38,3.55,1.35,,19.6,OAK @ HOU
Colton Gordon,Houston Astros,0.34-0.25,$6800,3.75,0.34,0.25,4.38,1,0,5.44,4.95,2.95,2.65,1.07,1.41,4.56,1.17,,25.5,OAK @ HOU
Brady Singer,Cincinnati Reds,0.27-0.25,$8000,3.1,0.27,0.25,4.27,1,0,4.96,4.38,2.47,2.35,0.7,1.45,4.53,1.18,,24.8,TB @ CIN
Shane Baz,Tampa Bay Rays,0.26-0.31,$9100,2.64,0.26,0.31,4.43,1,0,4.99,4.6,2.57,2.46,0.78,1.55,4.34,1.23,,24,TB @ CIN
Ryan Pressly,Chicago Cubs,0.03-0.03,$5500,0.36,0.03,0.03,3.64,0,0.3,0.57,0.51,0.25,0.23,0.05,0.2,0.26,1.26,,2,CHC @ CHW
Ben Brown,Chicago Cubs,0.32-0.18,$6900,3.74,0.32,0.18,3.78,1,0,4.72,4.07,2.13,1.98,0.7,1.25,4.64,1.13,,25.8,CHC @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.24,0.02,0.02,5.01,0,0.2,0.36,0.38,0.22,0.2,0.07,0.2,0.22,1.6,,1.3,CHC @ CHW
Grant Taylor,Chicago White Sox,0.03-0.06,$5500,0.69,0.03,0.06,4.94,1,0,0.75,0.72,0.46,0.41,0.11,0.33,0.77,1.39,,3.8,CHC @ CHW
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.31,0.02,0.02,1.68,0,0.22,0.41,0.28,0.08,0.08,0.03,0.13,0.19,1.01,,1.7,LAD @ BOS
Walker Buehler,Boston Red Sox,0.23-0.32,$7000,2.93,0.23,0.32,5.9,1,0,5.15,5.53,3.67,3.38,0.98,2.02,4.13,1.46,,20.5,LAD @ BOS
Dustin May,Los Angeles Dodgers,0.24-0.23,$7900,2.51,0.24,0.23,5.5,1,0,4.48,4.77,3.04,2.74,0.77,1.61,3.96,1.43,,19.8,LAD @ BOS
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.24,0.03,0.03,8.25,0,0.28,0.52,0.73,0.52,0.48,0.22,0.3,0.34,1.98,,1.3,LAD @ BOS
Max Scherzer,Toronto Blue Jays,0.22-0.21,$8200,2.63,0.22,0.21,4.57,1,0,4.31,4.08,2.38,2.19,0.73,1.31,4.17,1.25,,21.6,TOR @ DET
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.24,0.02,0.02,4.39,0,0.23,0.42,0.41,0.23,0.21,0.09,0.11,0.19,1.24,,1.3,TOR @ DET
Jack Flaherty,Detroit Tigers,0.28-0.28,$9000,3.49,0.28,0.28,3.97,1,0,5.32,4.69,2.72,2.35,0.81,1.55,6.32,1.17,,31.4,TOR @ DET
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.33,0.03,0.03,3.28,0,0.27,0.51,0.43,0.2,0.18,0.05,0.18,0.21,1.21,,1.8,TOR @ DET
