player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.42,0.03,0.03,1.56,0,0.28,0.52,0.34,0.1,0.09,0.02,0.22,0.28,1.08,,2.3,MIL @ SEA
Logan Gilbert,Seattle Mariners,0.3-0.31,$9700,3.28,0.3,0.31,3.47,1,0,5.49,4.97,2.35,2.12,0.78,1.32,5.98,1.15,,31.8,MIL @ SEA
Trevor Megill,Milwaukee Brewers,0.02-0.02,$5500,0.29,0.02,0.02,2.34,0,0.22,0.41,0.31,0.12,0.11,0.03,0.17,0.21,1.15,,1.6,MIL @ SEA
Jacob Misiorowski,Milwaukee Brewers,0.31-0.27,$10400,2.94,0.31,0.27,3.21,1,0,5.12,4.06,2.03,1.82,0.84,1.99,5.73,1.18,,30.6,MIL @ SEA
Raisel Iglesias,Atlanta Braves,0.02-0.03,$5500,0.24,0.02,0.03,4.64,0,0.24,0.45,0.45,0.25,0.23,0.09,0.11,0.17,1.24,,1.3,SF @ ATL
Davis Daniel,Atlanta Braves,0.28-0.29,$6900,4.14,0.28,0.29,3.93,1,0,5.18,4.57,2.56,2.27,0.67,1.38,5.45,1.15,,28.6,SF @ ATL
Ryan Walker,San Francisco Giants,0.02-0.03,$5500,0.27,0.02,0.03,4.08,0,0.26,0.48,0.45,0.24,0.22,0.04,0.12,0.2,1.2,,1.5,SF @ ATL
Landen Roupp,San Francisco Giants,0.29-0.34,$5500,4.89,0.29,0.34,4.09,1,0,5.38,4.91,2.83,2.44,0.42,2.22,4.83,1.33,,26.9,SF @ ATL
Rich Hill,Kansas City Royals,0.12-0.4,$6000,2.53,0.12,0.4,6.1,1,0,3.89,4.25,2.85,2.63,0.81,1.72,3.25,1.54,,15.2,KC @ CHC
Ryan Pressly,Chicago Cubs,0.03-0.04,$5500,0.38,0.03,0.04,3.6,0,0.33,0.61,0.54,0.27,0.24,0.05,0.22,0.28,1.24,,2.1,KC @ CHC
Matt Boyd,Chicago Cubs,0.43-0.18,$9900,3.11,0.43,0.18,3.42,1,0,5.48,4.73,2.25,2.08,0.59,1.43,5.31,1.12,,30.8,KC @ CHC
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.22,0.02,0.02,2.7,0,0.17,0.32,0.25,0.1,0.1,0.03,0.1,0.14,1.12,,1.2,KC @ CHC
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.22,0.03,0.03,10.8,0,0.29,0.53,0.9,0.7,0.64,0.28,0.4,0.44,2.43,,1.2,MIN @ LAD
Jhoan Duran,Minnesota Twins,0.02-0.02,$5500,0.29,0.02,0.02,1.93,0,0.21,0.4,0.28,0.09,0.09,0,0.13,0.19,1.04,,1.6,MIN @ LAD
Simeon Woods Richardson,Minnesota Twins,0.21-0.37,$7500,3.17,0.21,0.37,4.13,1,0,4.83,4.72,2.53,2.22,0.89,1.75,4.44,1.34,,23.8,MIN @ LAD
Yoshinobu Yamamoto,Los Angeles Dodgers,0.36-0.21,$10000,3.2,0.36,0.21,3.07,1,0,5.12,4.35,1.98,1.75,0.65,1.8,5.99,1.2,,32,MIN @ LAD
Pete Fairbanks,Tampa Bay Rays,0.03-0.04,$5500,0.44,0.03,0.04,3.02,0,0.35,0.65,0.53,0.24,0.22,0.02,0.26,0.32,1.22,,2.4,CHW @ TB
