player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Jorge Soler,Los Angeles Angels,$2900,3.79,4.4,0.48,0.94,0.53,0.25,0.01,0.23,0.57,0,0,0.48,0.97,0.242,0.328,0.508,0.835,11,TOR @ LAA
George Springer,Toronto Blue Jays,$3100,3.29,4.51,0.52,0.85,0.63,0.09,0.01,0.14,0.53,0.09,0.04,0.62,0.93,0.224,0.337,0.367,0.704,10.2,TOR @ LAA
Yoan Moncada,Los Angeles Angels,$2400,3.38,4.07,0.36,0.87,0.59,0.21,0.01,0.1,0.39,0.01,0,0.36,1.04,0.237,0.31,0.395,0.706,8.1,TOR @ LAA
Anthony Santander,Toronto Blue Jays,$3000,3.6,4.62,0.43,0.95,0.58,0.21,0.01,0.19,0.75,0,0.01,0.44,0.82,0.231,0.31,0.438,0.748,10.8,TOR @ LAA
Taylor Ward,Los Angeles Angels,$2700,3.7,4.29,0.46,0.94,0.57,0.16,0.02,0.2,0.49,0.04,0.01,0.41,1.06,0.246,0.322,0.455,0.777,10,TOR @ LAA
Vladimir Guerrero Jr.,Toronto Blue Jays,$3300,3.88,4.73,0.78,1.27,0.88,0.4,0,0.09,0.59,0.03,0.03,0.61,0.61,0.317,0.411,0.502,0.913,12.8,TOR @ LAA
Luis Rengifo,Los Angeles Angels,$2400,2.92,3.96,0.35,0.77,0.6,0.12,0.01,0.07,0.37,0.08,0.05,0.19,0.73,0.209,0.252,0.311,0.563,7,TOR @ LAA
Bo Bichette,Toronto Blue Jays,$2800,4.39,4.84,0.7,1.37,1.03,0.31,0.05,0.07,0.58,0.09,0.06,0.32,0.62,0.315,0.375,0.477,0.853,12.3,TOR @ LAA
Andres Gimenez,Toronto Blue Jays,$2500,3.08,3.95,0.38,0.91,0.8,0.11,0.02,0.04,0.28,0.15,0.04,0.24,0.44,0.256,0.313,0.349,0.662,7.7,TOR @ LAA
Daulton Varsho,Toronto Blue Jays,$2800,3.79,4.4,0.52,0.97,0.66,0.18,0.02,0.16,0.62,0.03,0.03,0.46,0.96,0.248,0.327,0.447,0.774,10.6,TOR @ LAA
Alejandro Kirk,Toronto Blue Jays,$2500,3.24,4.29,0.32,1.02,0.77,0.27,0,0.03,0.44,0,0.03,0.38,0.45,0.265,0.333,0.372,0.704,8.1,TOR @ LAA
Logan O'Hoppe,Los Angeles Angels,$2900,3.17,4.18,0.55,0.88,0.53,0.14,0.01,0.2,0.43,0.02,0.01,0.24,1.32,0.228,0.284,0.427,0.711,9.2,TOR @ LAA
Addison Barger,Toronto Blue Jays,$2100,3.9,4.17,0.34,0.8,0.46,0.22,0.01,0.13,0.47,0,0.01,0.33,1.01,0.213,0.28,0.384,0.664,8.2,TOR @ LAA
Nathan Lukes,Toronto Blue Jays,$2300,3.7,4.06,0.38,0.97,0.76,0.2,0.02,0.05,0.43,0.01,0.02,0.44,0.55,0.272,0.354,0.392,0.747,8.5,TOR @ LAA
Zach Neto,Los Angeles Angels,$3300,3.42,4.62,0.5,1.08,0.71,0.21,0.07,0.18,0.5,0.15,0.02,0.23,1.35,0.25,0.297,0.469,0.765,11.3,TOR @ LAA
Nolan Schanuel,Los Angeles Angels,$2500,3.36,4.51,0.41,0.92,0.73,0.16,0.01,0.06,0.41,0.04,0.01,0.44,0.83,0.233,0.315,0.34,0.655,8.4,TOR @ LAA
Kyren Paris,Los Angeles Angels,$2500,2.48,3.74,0.39,0.57,0.39,0.12,0.01,0.07,0.26,0.03,0.01,0.32,1.27,0.169,0.248,0.282,0.53,6.2,TOR @ LAA
Gustavo Campero,Los Angeles Angels,$2300,2.87,3.85,0.36,0.78,0.63,0.13,0.01,0.04,0.19,0.12,0,0.29,0.77,0.223,0.282,0.312,0.594,6.6,TOR @ LAA
Bryce Harper,Philadelphia Phillies,$3900,3.44,4.54,0.64,1.08,0.64,0.3,0,0.23,0.79,0.04,0.03,0.52,0.73,0.281,0.373,0.56,0.933,13.4,PHI @ TB
Nick Castellanos,Philadelphia Phillies,$2900,3.34,4.32,0.5,0.98,0.68,0.17,0.03,0.14,0.57,0.03,0.02,0.23,0.96,0.248,0.303,0.422,0.725,9.7,PHI @ TB
J.T. Realmuto,Philadelphia Phillies,$2800,3.43,4.09,0.44,0.88,0.51,0.26,0,0.21,0.49,0.02,0.01,0.21,1.09,0.232,0.281,0.486,0.767,9.6,PHI @ TB
Kyle Schwarber,Philadelphia Phillies,$4400,3.05,4.43,0.63,0.96,0.5,0.14,0.01,0.36,0.7,0.03,0.01,0.62,1.17,0.26,0.371,0.605,0.976,13.4,PHI @ TB
Trea Turner,Philadelphia Phillies,$3000,4.0,4.65,0.61,1.2,0.8,0.22,0,0.24,0.57,0.08,0.05,0.28,0.76,0.279,0.33,0.506,0.836,12,PHI @ TB
Max Kepler,Philadelphia Phillies,$2700,3.44,4.21,0.45,0.95,0.63,0.25,0.03,0.11,0.42,0.01,0,0.39,0.78,0.257,0.332,0.453,0.785,9.3,PHI @ TB
Yandy Diaz,Tampa Bay Rays,$2800,3.79,4.43,0.52,1.1,0.79,0.19,0.03,0.17,0.56,0.01,0.01,0.35,0.53,0.274,0.333,0.481,0.814,10.6,PHI @ TB
Brandon Lowe,Tampa Bay Rays,$2600,3.96,4.1,0.49,0.92,0.62,0.14,0.01,0.19,0.52,0.06,0.02,0.44,1.16,0.256,0.343,0.471,0.815,10.3,PHI @ TB
Danny Jansen,Tampa Bay Rays,$2400,2.58,3.99,0.36,0.68,0.48,0.14,0.02,0.04,0.27,0,0,0.36,0.99,0.189,0.265,0.275,0.54,6.2,PHI @ TB
Alec Bohm,Philadelphia Phillies,$2700,2.59,3.98,0.4,0.89,0.72,0.14,0.01,0.06,0.31,0.04,0.03,0.15,0.53,0.238,0.272,0.338,0.61,7,PHI @ TB
Taylor Walls,Tampa Bay Rays,$2400,2.88,3.66,0.35,0.69,0.59,0.08,0.02,0.03,0.25,0.15,0.03,0.35,0.98,0.216,0.3,0.29,0.59,6.9,PHI @ TB
Brandon Marsh,Philadelphia Phillies,$2500,3.36,3.87,0.43,0.72,0.45,0.14,0.04,0.12,0.41,0.08,0.01,0.36,1.24,0.207,0.284,0.377,0.661,8.4,PHI @ TB
Bryson Stott,Philadelphia Phillies,$3100,3.13,4.76,0.6,1.06,0.79,0.23,0.03,0.05,0.4,0.16,0.02,0.24,0.96,0.236,0.276,0.343,0.619,9.7,PHI @ TB
Christopher Morel,Tampa Bay Rays,$2600,3.69,4.32,0.43,0.84,0.58,0.15,0,0.17,0.51,0.06,0.05,0.4,1.44,0.218,0.299,0.407,0.706,9.6,PHI @ TB
