Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
119112-135977,P,Garrett,Garrett Crochet,Crochet,44.18181818181818,22,11000,HOU@BOS,BOS,HOU,,,,,,P
119112-118225,P,Cristopher,Cristopher Sanchez,Sanchez,38.61904761904762,21,10900,DET@PHI,PHI,DET,,,,,,P
119112-119340,P,Tarik,Tarik Skubal,Skubal,44.42857142857143,21,10800,DET@PHI,DET,PHI,,,,Yes,,P
119112-85599,P,Framber,Framber Valdez,Valdez,39.904761904761905,21,10800,HOU@BOS,HOU,BOS,,,,,,P
119112-16960,P,Zack,Zack Wheeler,Wheeler,43.666666666666664,21,10600,DET@PHI,PHI,DET,,,,Yes,,P
119112-119430,P,Joe,Joe Ryan,Ryan,36.04545454545455,22,10500,MIN@CLE,MIN,CLE,,,,,,P
119112-13233,P,Nathan,Nathan Eovaldi,Eovaldi,37.27777777777778,18,10500,TEX@SEA,TEX,SEA,,,,,,P
119112-83157,P,Ranger,Ranger Suarez,Suarez,37.0625,16,10300,DET@PHI,PHI,DET,,,,,,P
119112-80582,P,Brandon,Brandon Woodruff,Woodruff,40.75,4,10200,MIL@WSH,MIL,WSH,,,,Yes,,P
119112-187194,P,Bryan,Bryan Woo,Woo,36,21,10200,TEX@SEA,SEA,TEX,,,,,,P
119112-197981,P,Jacob,Jacob Misiorowski,Misiorowski,34.714285714285715,7,10200,MIL@WSH,MIL,WSH,,,,,,P
119112-102396,P,Logan,Logan Gilbert,Gilbert,34.06666666666667,15,10200,TEX@SEA,SEA,TEX,,,,,,P
119112-60633,P,Carlos,Carlos Rodon,Rodon,36,23,10100,NYY@MIA,NYY,MIA,,,,,,P
119112-146687,P,Hunter,Hunter Brown,Brown,39.09090909090909,22,10000,HOU@BOS,HOU,BOS,,,,,,P
119112-101839,P,Logan,Logan Webb,Webb,36.82608695652174,23,10000,SF@NYM,SF,NYM,,,,,,P
119112-52859,P,Jacob,Jacob deGrom,deGrom,36.38095238095238,21,10000,TEX@SEA,TEX,SEA,,,,,,P
119112-60647,P,Aaron,Aaron Nola,Nola,24.555555555555557,9,9900,DET@PHI,PHI,DET,IL,Ribs,,,,P
119112-83152,P,Pablo,Pablo Lopez,Lopez,31.818181818181817,11,9800,MIN@CLE,MIN,CLE,IL,Shoulder,,,,P
119112-79280,P,Jesus,Jesus Luzardo,Luzardo,32.13636363636363,22,9800,DET@PHI,PHI,DET,,,,,,P
119112-82621,P,Clarke,Clarke Schmidt,Schmidt,30,14,9600,NYY@MIA,NYY,MIA,IL,Elbow,,,,P
119112-82618,P,David,David Peterson,Peterson,32.095238095238095,21,9500,SF@NYM,NYM,SF,,,,,,P
119112-83190,P,Freddy,Freddy Peralta,Peralta,32.95652173913044,23,9500,MIL@WSH,MIL,WSH,,,,,,P
119112-119414,P,George,George Kirby,Kirby,30.692307692307693,13,9400,TEX@SEA,SEA,TEX,,,,,,P
119112-52185,P,Max,Max Fried,Fried,35.81818181818182,22,9400,NYY@MIA,NYY,MIA,,,,,,P
119112-79162,P,Luis,Luis Castillo,Castillo,30.863636363636363,22,9400,TEX@SEA,SEA,TEX,,,,Yes,,P
119112-101881,P,Merrill,Merrill Kelly,Kelly,32.59090909090909,22,9400,TEX@SEA,TEX,SEA,,,,Yes,,P
119112-198885,P,Spencer,Spencer Arrighetti,Arrighetti,22.5,2,9300,HOU@BOS,HOU,BOS,IL,Thumb,,,,P
119112-219653,P,Logan,Logan Henderson,Henderson,40,4,9300,MIL@WSH,MIL,WSH,,,,,,P
119112-182153,P,Kodai,Kodai Senga,Senga,32,16,9300,SF@NYM,NYM,SF,,,,Yes,,P
119112-135343,P,Max,Max Meyer,Meyer,27.833333333333332,12,9200,NYY@MIA,MIA,NYY,IL,Hip,,,,P
119112-82635,P,MacKenzie,MacKenzie Gore,Gore,33.13636363636363,22,9100,MIL@WSH,WSH,MIL,,,,,,P
119112-146663,P,Slade,Slade Cecconi,Cecconi,28.923076923076923,13,9100,MIN@CLE,CLE,MIN,,,,,,P
119112-79109,P,Tyler,Tyler Mahle,Mahle,28.785714285714285,14,9100,TEX@SEA,TEX,SEA,IL,Shoulder,,,,P
119112-79246,P,Jack,Jack Flaherty,Flaherty,31.045454545454547,22,9100,DET@PHI,DET,PHI,,,,,,P
119112-16956,P,Gerrit,Gerrit Cole,Cole,32,22,9000,NYY@MIA,NYY,MIA,IL,Elbow,,,,P
119112-53029,P,Robbie,Robbie Ray,Ray,35.17391304347826,23,9000,SF@NYM,SF,NYM,,,,,,P
