player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Miles Mikolas,St. Louis Cardinals,0.21-0.44,$6800,2.82,0.21,0.44,4.91,1,0,4.98,5.59,2.97,2.71,1.02,1.45,3.28,1.42,,19.2,STL @ LAD
Emmet Sheehan,Los Angeles Dodgers,0.35-0.19,$8500,3.38,0.35,0.19,3.45,1,0,4.94,4.37,2.07,1.89,0.51,1.72,5.19,1.23,,28.7,STL @ LAD
Aroldis Chapman,Boston Red Sox,0.03-0.04,$5500,0.47,0.03,0.04,1.6,0,0.34,0.63,0.42,0.12,0.11,0.05,0.22,0.3,1.02,,2.6,KC @ BOS
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.2,0.02,0.02,2.61,0,0.16,0.3,0.23,0.09,0.09,0.03,0.1,0.13,1.11,,1.1,KC @ BOS
Garrett Crochet,Boston Red Sox,0.41-0.16,$11000,3.37,0.41,0.16,3.5,1,0,5.7,4.84,2.55,2.22,0.57,1.49,7.27,1.11,,37.1,KC @ BOS
Ryan Bergert,Kansas City Royals,0.13-0.39,$7600,2.51,0.13,0.39,6.43,1,0,4.48,4.55,3.65,3.2,0.92,2.32,4.56,1.53,,19.1,KC @ BOS
Jose Berrios,Toronto Blue Jays,0.38-0.25,$8600,2.86,0.38,0.25,5.28,1,0,5.33,4.9,3.46,3.13,0.64,1.63,4.71,1.23,,24.6,TOR @ COL
Anthony Molina,Colorado Rockies,0.1-0.21,$5500,1.93,0.1,0.21,5.74,1,0,2.72,2.76,1.9,1.73,0.38,1.06,2.09,1.41,,10.6,TOR @ COL
Zack Littell,Cincinnati Reds,0.28-0.43,$8000,2.8,0.28,0.43,5.21,1,0,5.35,5.51,3.33,3.1,0.92,1.87,4.06,1.38,,22.4,CIN @ CHC
Shota Imanaga,Chicago Cubs,0.33-0.26,$8900,2.73,0.33,0.26,3.81,1,0,4.95,4.39,2.27,2.1,0.76,1.46,4,1.18,,24.3,CIN @ CHC
Tyler Kinley,Atlanta Braves,0.02-0.02,$5500,0.25,0.02,0.02,5.61,0,0.22,0.4,0.45,0.27,0.25,0.04,0.24,0.27,1.7,,1.4,MIL @ ATL
Freddy Peralta,Milwaukee Brewers,0.34-0.29,$9600,3.45,0.34,0.29,3.94,1,0,5.64,4.29,2.77,2.47,0.75,2.16,6.54,1.14,,33.1,MIL @ ATL
Trevor Megill,Milwaukee Brewers,0.03-0.03,$5500,0.4,0.03,0.03,2.22,0,0.28,0.53,0.39,0.14,0.13,0.03,0.2,0.27,1.12,,2.2,MIL @ ATL
Joey Wentz,Atlanta Braves,0.21-0.25,$8100,2.7,0.21,0.25,4.33,1,0,4.01,3.36,2.16,1.93,0.5,1.97,4.38,1.33,,21.9,MIL @ ATL
Andres Munoz,Seattle Mariners,0.03-0.04,$5500,0.53,0.03,0.04,1.39,0,0.34,0.64,0.41,0.11,0.1,0.02,0.29,0.37,1.09,,2.9,CHW @ SEA
