player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.27,0.02,0.03,2.84,0,0.24,0.45,0.36,0.15,0.14,0.02,0.1,0.16,1.04,,1.5,MIA @ CLE
Calvin Faucher,Miami Marlins,0.02-0.03,$5500,0.33,0.02,0.03,3.47,0,0.26,0.48,0.42,0.2,0.19,0.04,0.22,0.27,1.33,,1.8,MIA @ CLE
Eury Perez,Miami Marlins,0.35-0.29,$8600,3.08,0.35,0.29,3.98,1,0,5.21,4.74,2.68,2.3,0.63,1.97,4.61,1.29,,26.5,MIA @ CLE
Gavin Williams,Cleveland Guardians,0.27-0.34,$9200,3.12,0.27,0.34,4.25,1,0,5.36,4.81,2.82,2.53,0.72,2.29,5.6,1.33,,28.7,MIA @ CLE
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.45,0.03,0.03,1.46,0,0.29,0.54,0.35,0.1,0.09,0.03,0.26,0.33,1.13,,2.5,SEA @ BAL
Trevor Rogers,Baltimore Orioles,0.25-0.36,$10600,2.87,0.25,0.36,3.02,1,0,5.6,4.75,2.16,1.88,0.51,1.8,5.26,1.17,,30.4,SEA @ BAL
Logan Gilbert,Seattle Mariners,0.35-0.26,$9800,3.55,0.35,0.26,2.99,1,0,5.63,4.08,2.01,1.87,0.67,1.28,6.4,0.95,,34.8,SEA @ BAL
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.33,0.02,0.02,2.7,0,0.21,0.39,0.31,0.13,0.12,0.03,0.24,0.28,1.41,,1.8,SEA @ BAL
Kenley Jansen,Los Angeles Angels,0.01-0.02,$5500,0.18,0.01,0.02,2.87,0,0.16,0.29,0.24,0.1,0.09,0.04,0.09,0.12,1.11,,1,LAD @ LAA
Kyle Hendricks,Los Angeles Angels,0.16-0.49,$6800,2.76,0.16,0.49,5.48,1,0,4.77,5.56,3.17,2.9,1,1.7,3.73,1.52,,18.8,LAD @ LAA
Alexis Diaz,Los Angeles Dodgers,0.03-0.04,$5500,0.31,0.03,0.04,7.16,0,0.34,0.64,0.82,0.55,0.51,0.24,0.33,0.37,1.79,,1.7,LAD @ LAA
Ryan Pressly,Chicago Cubs,0.02-0.03,N/A,N/A,0.02,0.03,4.23,0,0.24,0.44,0.42,0.22,0.21,0.06,0.17,0.22,1.34,,1.5,CHC @ TOR
Kevin Gausman,Toronto Blue Jays,0.27-0.38,$9700,2.95,0.27,0.38,4.59,1,0,5.55,5.32,3.13,2.83,0.97,1.71,5.72,1.27,,28.6,CHC @ TOR
Jeff Hoffman,Toronto Blue Jays,0.02-0.03,$5500,0.31,0.02,0.03,4.07,0,0.26,0.49,0.46,0.24,0.22,0.1,0.16,0.25,1.27,,1.7,CHC @ TOR
Cade Horton,Chicago Cubs,0.35-0.26,$8100,2.91,0.35,0.26,4.37,1,0,5.08,5.08,2.76,2.46,0.83,1.68,4.05,1.33,,23.6,CHC @ TOR
Trevor May,Oakland Athletics,0.02-0.03,N/A,N/A,0.02,0.03,3.3,0,0.23,0.43,0.37,0.17,0.16,0.04,0.16,0.2,1.22,,1.5,TB @ OAK
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.35,0.03,0.03,2.78,0,0.27,0.5,0.4,0.17,0.15,0.03,0.17,0.22,1.15,,1.9,TB @ OAK
Drew Rasmussen,Tampa Bay Rays,0.32-0.21,$7800,3.21,0.32,0.21,3.69,1,0,4.73,4.81,2.18,1.94,0.57,1.28,4.41,1.29,,25,TB @ OAK
