player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Joc Pederson,Texas Rangers,$2800,3.86,4.57,0.65,0.94,0.59,0.17,0.02,0.16,0.53,0.02,0.02,0.56,0.87,0.24,0.339,0.421,0.76,10.8,MIA @ TEX
Adolis Garcia,Texas Rangers,$3100,3.19,4.23,0.51,0.98,0.68,0.21,0.04,0.12,0.49,0.12,0.04,0.16,1.03,0.249,0.287,0.426,0.713,9.9,MIA @ TEX
Jonah Heim,Texas Rangers,$2500,3.48,4.12,0.5,0.88,0.64,0.17,0.01,0.11,0.51,0.04,0.01,0.24,0.72,0.233,0.276,0.385,0.661,8.7,MIA @ TEX
Jake Burger,Texas Rangers,$2900,3.34,4.35,0.53,0.96,0.64,0.19,0,0.18,0.61,0,0,0.15,1.07,0.236,0.269,0.422,0.691,9.7,MIA @ TEX
Otto Lopez,Miami Marlins,$3000,3.33,4.27,0.51,1.06,0.84,0.17,0.02,0.1,0.49,0.16,0.08,0.25,0.48,0.27,0.314,0.421,0.735,10,MIA @ TEX
Josh Smith,Texas Rangers,$3000,3.33,4.01,0.51,0.99,0.74,0.21,0.02,0.1,0.46,0.1,0.01,0.4,0.64,0.282,0.357,0.458,0.815,10,MIA @ TEX
Josh Jung,Texas Rangers,$2900,2.79,3.9,0.42,0.88,0.68,0.17,0.01,0.08,0.39,0.05,0.01,0.3,1.11,0.249,0.311,0.39,0.702,8.1,MIA @ TEX
Xavier Edwards,Miami Marlins,$2700,3.11,4.49,0.47,1.04,0.94,0.11,0.03,0.02,0.34,0.14,0.05,0.25,0.5,0.257,0.303,0.331,0.634,8.4,MIA @ TEX
Connor Norby,Miami Marlins,$2500,3.4,3.93,0.45,0.96,0.64,0.19,0.06,0.09,0.32,0.12,0.02,0.15,0.97,0.258,0.291,0.42,0.711,8.5,MIA @ TEX
Michael Helman,Texas Rangers,$2600,3.46,3.68,0.49,0.78,0.48,0.18,0.02,0.13,0.49,0.08,0.01,0.29,0.69,0.236,0.299,0.437,0.736,9,MIA @ TEX
Javier Sanoja,Miami Marlins,$2400,3.04,3.82,0.36,0.83,0.55,0.24,0.02,0.05,0.32,0.06,0.02,0.22,0.41,0.239,0.288,0.365,0.653,7.3,MIA @ TEX
Liam Hicks,Miami Marlins,$2500,3.88,4.38,0.53,1.1,0.85,0.22,0.01,0.08,0.43,0.02,0.05,0.43,0.75,0.284,0.362,0.42,0.781,9.7,MIA @ TEX
Agustin Ramirez,Miami Marlins,$3100,3.35,4.6,0.52,0.98,0.59,0.3,0,0.15,0.57,0.08,0.02,0.26,1.03,0.231,0.279,0.426,0.706,10.4,MIA @ TEX
Alejandro Osuna,Texas Rangers,$2400,3.5,4.46,0.58,0.75,0.65,0.13,0.01,0.01,0.31,0.15,0.07,0.53,0.99,0.196,0.294,0.258,0.552,8.4,MIA @ TEX
Heriberto Hernandez,Miami Marlins,$2700,3.3,4.16,0.56,0.77,0.55,0.12,0.01,0.12,0.48,0,0.02,0.44,1.16,0.214,0.309,0.369,0.677,8.9,MIA @ TEX
Cody Freeman,Texas Rangers,$2400,3.04,3.79,0.55,0.81,0.62,0.15,0.02,0.06,0.33,0,0,0.2,0.37,0.234,0.28,0.355,0.635,7.3,MIA @ TEX
Troy Johnston,Miami Marlins,N/A,N/A,4.05,0.51,0.94,0.8,0.09,0.03,0.06,0.48,0.03,0.03,0.21,0.82,0.252,0.296,0.351,0.646,8.2,MIA @ TEX
Jakob Marsee,Miami Marlins,$3400,3.65,4.71,0.71,1.32,0.84,0.31,0.02,0.14,0.63,0.07,0,0.42,0.9,0.309,0.372,0.485,0.857,12.4,MIA @ TEX
Salvador Perez,Kansas City Royals,$3100,3.65,4.13,0.52,0.96,0.53,0.12,0,0.32,0.82,0,0,0.2,0.79,0.246,0.285,0.524,0.809,11.3,TOR @ KC
