player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Yelich,Milwaukee Brewers,$3400,3.68,4.4,0.52,1.1,0.66,0.17,0.06,0.23,0.53,0.24,0.03,0.4,1.08,0.279,0.348,0.534,0.882,12.5,MIL @ SEA
Jorge Polanco,Seattle Mariners,$2800,3.79,4.16,0.47,0.81,0.51,0.12,0,0.27,0.58,0.05,0.04,0.37,0.67,0.222,0.301,0.496,0.797,10.6,MIL @ SEA
J.P. Crawford,Seattle Mariners,$2800,3.68,4.6,0.46,0.97,0.72,0.14,0.03,0.12,0.38,0.12,0.05,0.64,0.78,0.25,0.361,0.411,0.773,10.3,MIL @ SEA
Randy Arozarena,Seattle Mariners,$3300,3.06,4.27,0.44,0.72,0.39,0.17,0.05,0.15,0.4,0.14,0.02,0.62,1.4,0.206,0.327,0.427,0.754,10.1,MIL @ SEA
William Contreras,Milwaukee Brewers,$2800,2.96,4.62,0.35,0.91,0.7,0.13,0.01,0.12,0.31,0.02,0.02,0.48,1.15,0.224,0.31,0.356,0.666,8.3,MIL @ SEA
Andrew Vaughn,Milwaukee Brewers,$2500,2.88,4.29,0.31,0.92,0.65,0.18,0.03,0.1,0.28,0,0.02,0.2,1.09,0.228,0.269,0.375,0.644,7.2,MIL @ SEA
Luke Raley,Seattle Mariners,$2600,2.85,4.05,0.37,0.72,0.53,0.13,0.03,0.08,0.3,0.03,0,0.43,1.11,0.205,0.293,0.347,0.64,7.4,MIL @ SEA
Cal Raleigh,Seattle Mariners,$4300,2.63,4.38,0.55,0.92,0.52,0.16,0.02,0.22,0.56,0.1,0.04,0.49,1.23,0.24,0.335,0.465,0.8,11.3,MIL @ SEA
Julio Rodriguez,Seattle Mariners,$3200,3.38,4.49,0.49,0.96,0.64,0.19,0.03,0.16,0.43,0.17,0.03,0.4,1.08,0.243,0.321,0.439,0.76,10.8,MIL @ SEA
Brice Turang,Milwaukee Brewers,$2900,3.17,4.73,0.52,0.94,0.8,0.12,0.04,0.05,0.21,0.25,0.12,0.39,0.77,0.224,0.289,0.326,0.615,9.2,MIL @ SEA
Joey Ortiz,Milwaukee Brewers,$2400,2.83,3.84,0.3,0.79,0.59,0.13,0.01,0.08,0.29,0.1,0.01,0.2,0.89,0.219,0.259,0.336,0.595,6.8,MIL @ SEA
Blake Perkins,Milwaukee Brewers,$2700,2.48,3.95,0.32,0.6,0.37,0.14,0.02,0.09,0.24,0.08,0.03,0.31,1.32,0.171,0.248,0.3,0.548,6.7,MIL @ SEA
Dominic Canzone,Seattle Mariners,$2600,3.42,3.93,0.49,0.87,0.51,0.18,0.04,0.15,0.47,0.01,0.02,0.23,1.01,0.243,0.299,0.441,0.74,8.9,MIL @ SEA
Jackson Chourio,Milwaukee Brewers,$3500,2.77,4.51,0.45,0.89,0.49,0.23,0.02,0.19,0.46,0.09,0.01,0.22,1.13,0.214,0.262,0.425,0.687,9.7,MIL @ SEA
Isaac Collins,Milwaukee Brewers,$2600,2.88,4.17,0.4,0.71,0.55,0.08,0.02,0.07,0.3,0.08,0.04,0.43,1.17,0.194,0.29,0.289,0.579,7.5,MIL @ SEA
Caleb Durbin,Milwaukee Brewers,$2800,2.89,4.06,0.3,0.96,0.66,0.24,0.01,0.06,0.42,0.07,0.05,0.3,0.72,0.261,0.319,0.388,0.707,8.1,MIL @ SEA
Ben Williamson,Seattle Mariners,$2200,3.59,3.82,0.37,0.92,0.71,0.17,0.03,0.05,0.34,0.15,0.03,0.13,0.57,0.259,0.294,0.384,0.678,7.9,MIL @ SEA
Cole Young,Seattle Mariners,$2300,2.65,3.71,0.26,0.76,0.67,0.07,0,0.07,0.31,0,0,0.25,0.83,0.225,0.286,0.319,0.605,6.1,MIL @ SEA
Jurickson Profar,Atlanta Braves,$3000,3.4,4.63,0.45,0.92,0.64,0.23,0.02,0.09,0.64,0.06,0.04,0.44,0.82,0.227,0.315,0.379,0.694,10.2,SF @ ATL
Matt Olson,Atlanta Braves,$3700,2.51,4.52,0.47,0.9,0.63,0.19,0.02,0.12,0.49,0,0.01,0.46,1.29,0.227,0.308,0.386,0.695,9.3,SF @ ATL
Matt Chapman,San Francisco Giants,$3200,3.16,4.32,0.59,0.77,0.52,0.13,0.01,0.15,0.49,0.07,0.02,0.57,1.25,0.214,0.327,0.396,0.724,10.1,SF @ ATL
Rafael Devers,San Francisco Giants,$3600,3.81,4.54,0.62,1.04,0.52,0.32,0,0.27,0.89,0.01,0.01,0.54,1.29,0.264,0.361,0.571,0.932,13.7,SF @ ATL
Ozzie Albies,Atlanta Braves,$2700,3.44,4.19,0.59,0.89,0.71,0.15,0.02,0.08,0.37,0.13,0.01,0.35,0.62,0.236,0.305,0.362,0.667,9.3,SF @ ATL
Dominic Smith,San Francisco Giants,$2500,3.08,4.1,0.38,0.8,0.5,0.21,0.01,0.09,0.35,0.02,0.01,0.38,0.87,0.219,0.293,0.362,0.656,7.7,SF @ ATL
Ronald Acuna Jr.,Atlanta Braves,$4200,2.9,4.41,0.68,0.97,0.6,0.18,0.02,0.21,0.62,0.03,0.03,0.6,1.22,0.262,0.377,0.504,0.882,12.2,SF @ ATL
Willy Adames,San Francisco Giants,$3000,3.87,4.43,0.62,0.75,0.36,0.21,0.03,0.2,0.62,0.1,0.01,0.56,1.32,0.201,0.312,0.45,0.762,11.6,SF @ ATL
Mike Yastrzemski,San Francisco Giants,$2800,3.39,4.21,0.45,0.89,0.59,0.2,0.03,0.12,0.48,0.04,0.02,0.45,1.12,0.242,0.328,0.426,0.755,9.5,SF @ ATL
Sean Murphy,Atlanta Braves,$3100,3.42,4.08,0.52,0.77,0.48,0.14,0.01,0.21,0.6,0,0.03,0.62,1.03,0.229,0.35,0.483,0.833,10.6,SF @ ATL
Heliot Ramos,San Francisco Giants,$3200,3.25,4.65,0.53,0.98,0.7,0.17,0.04,0.14,0.59,0.05,0.03,0.35,1.16,0.234,0.297,0.414,0.712,10.4,SF @ ATL
Nick Allen,Atlanta Braves,$2300,3.13,3.74,0.38,0.91,0.81,0.08,0.07,0.01,0.25,0.1,0.05,0.26,0.82,0.264,0.322,0.353,0.675,7.2,SF @ ATL
Michael Harris II,Atlanta Braves,$2600,2.96,3.85,0.36,0.89,0.71,0.15,0.02,0.06,0.37,0.12,0.03,0.17,0.7,0.251,0.286,0.372,0.659,7.7,SF @ ATL
Casey Schmitt,San Francisco Giants,$2600,3.15,3.99,0.45,0.8,0.56,0.15,0.03,0.1,0.44,0,0,0.32,1.06,0.225,0.3,0.381,0.68,8.2,SF @ ATL
Patrick Bailey,San Francisco Giants,$2400,3.5,3.88,0.37,0.77,0.53,0.19,0,0.12,0.48,0,0.01,0.43,1.2,0.23,0.317,0.412,0.729,8.4,SF @ ATL
Jung Hoo Lee,San Francisco Giants,$2800,3.93,4.76,0.57,1.09,0.69,0.34,0.02,0.1,0.46,0.18,0.06,0.3,0.63,0.253,0.303,0.426,0.729,11,SF @ ATL
Nacho Alvarez,Atlanta Braves,$2200,2.32,3.97,0.26,0.6,0.44,0.19,0,0.01,0.23,0,0.01,0.3,1.37,0.172,0.24,0.245,0.485,5.1,SF @ ATL
