player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Freddie Freeman,Los Angeles Dodgers,$3400,3.47,4.75,0.57,1.19,0.85,0.28,0.02,0.14,0.66,0.04,0.03,0.44,0.81,0.282,0.347,0.479,0.826,11.8,LAD @ LAA
Mike Trout,Los Angeles Angels,$3200,3.19,4.32,0.48,0.91,0.59,0.17,0.03,0.15,0.55,0.02,0,0.53,1.3,0.246,0.345,0.444,0.789,10.2,LAD @ LAA
Mookie Betts,Los Angeles Dodgers,$3400,3.32,4.86,0.78,1.12,0.8,0.3,0.02,0.07,0.45,0.08,0.03,0.52,0.56,0.266,0.342,0.41,0.752,11.3,LAD @ LAA
Max Muncy,Los Angeles Dodgers,$3000,3.7,4.53,0.64,1.03,0.73,0.24,0.02,0.11,0.48,0.01,0,0.65,1.02,0.276,0.389,0.462,0.851,11.1,LAD @ LAA
Michael Conforto,Los Angeles Dodgers,$2500,3.88,4.31,0.53,0.88,0.56,0.21,0,0.15,0.43,0,0.01,0.54,1.04,0.239,0.34,0.43,0.771,9.7,LAD @ LAA
Teoscar Hernandez,Los Angeles Dodgers,$3300,3.7,4.42,0.68,1.15,0.72,0.23,0.02,0.23,0.62,0.06,0.01,0.3,0.92,0.285,0.338,0.54,0.878,12.2,LAD @ LAA
Shohei Ohtani,Los Angeles Dodgers,$4800,3.17,4.97,0.7,1.12,0.71,0.22,0.01,0.26,0.73,0.21,0.02,0.75,1.15,0.274,0.393,0.542,0.935,15.2,LAD @ LAA
Taylor Ward,Los Angeles Angels,$3200,4.0,4.21,0.59,1.02,0.55,0.21,0.02,0.29,0.71,0.05,0.03,0.49,1.14,0.276,0.363,0.589,0.952,12.8,LAD @ LAA
Luis Rengifo,Los Angeles Angels,$2400,2.79,3.98,0.32,0.82,0.7,0.1,0.02,0.05,0.34,0.06,0.02,0.15,0.91,0.223,0.262,0.311,0.573,6.7,LAD @ LAA
Will Smith,Los Angeles Dodgers,$3500,3.54,4.64,0.59,1.27,0.9,0.31,0.02,0.1,0.57,0.02,0.01,0.76,0.73,0.335,0.448,0.521,0.97,12.4,LAD @ LAA
Jo Adell,Los Angeles Angels,$2900,3.03,4.1,0.41,0.79,0.49,0.13,0,0.2,0.5,0.03,0,0.25,1.09,0.21,0.269,0.413,0.681,8.8,LAD @ LAA
Logan O'Hoppe,Los Angeles Angels,$2900,3.07,3.87,0.36,0.87,0.61,0.14,0.01,0.18,0.51,0,0.03,0.24,1.4,0.246,0.313,0.459,0.773,8.9,LAD @ LAA
Zach Neto,Los Angeles Angels,$3300,2.79,4.54,0.47,0.87,0.51,0.2,0,0.17,0.41,0.12,0,0.19,1.37,0.205,0.25,0.377,0.628,9.2,LAD @ LAA
Nolan Schanuel,Los Angeles Angels,$3000,2.53,4.43,0.43,0.91,0.67,0.24,0.01,0.03,0.24,0.06,0.02,0.36,0.67,0.227,0.292,0.329,0.621,7.6,LAD @ LAA
Andy Pages,Los Angeles Dodgers,$3100,3.61,4.19,0.53,1.25,0.92,0.23,0.01,0.16,0.52,0.13,0.03,0.22,0.65,0.322,0.358,0.52,0.878,11.2,LAD @ LAA
Bryce Teodosio,Los Angeles Angels,$2100,3.33,3.65,0.38,0.59,0.41,0.13,0.04,0.04,0.28,0.13,0.04,0.25,1.38,0.183,0.272,0.289,0.562,7,LAD @ LAA
Christian Moore,Los Angeles Angels,$2500,2.84,3.76,0.32,0.59,0.33,0.15,0.01,0.1,0.35,0,0.02,0.54,1.07,0.185,0.306,0.335,0.64,7.1,LAD @ LAA
Alex Freeland,Los Angeles Dodgers,$2200,3.5,4.08,0.46,0.76,0.56,0.13,0.01,0.09,0.37,0,0.02,0.41,1.14,0.211,0.29,0.338,0.628,7.7,LAD @ LAA
Marcus Semien,Texas Rangers,$2900,3.79,4.29,0.57,1.16,0.96,0.15,0.05,0.09,0.6,0.05,0.04,0.4,0.66,0.309,0.382,0.473,0.856,11,ARI @ TEX
Joc Pederson,Texas Rangers,$2300,4.35,4.18,0.56,0.8,0.43,0.21,0.03,0.15,0.58,0.01,0,0.48,0.86,0.221,0.315,0.427,0.743,10,ARI @ TEX
Ketel Marte,Arizona Diamondbacks,$4000,3.35,4.52,0.74,0.97,0.56,0.15,0.02,0.29,0.71,0.02,0.05,0.64,0.71,0.258,0.375,0.548,0.923,13.4,ARI @ TEX
Corey Seager,Texas Rangers,$3100,3.84,4.4,0.59,1.17,0.79,0.19,0.01,0.2,0.74,0,0,0.38,0.8,0.3,0.372,0.518,0.89,11.9,ARI @ TEX
Kyle Higashioka,Texas Rangers,$2600,3.0,3.62,0.35,0.83,0.55,0.24,0.01,0.09,0.43,0.05,0.01,0.18,0.83,0.248,0.29,0.42,0.71,7.8,ARI @ TEX
Lourdes Gurriel,Arizona Diamondbacks,$3100,2.58,4.29,0.34,0.91,0.72,0.14,0.01,0.07,0.49,0.05,0.04,0.22,0.72,0.23,0.283,0.338,0.621,8,ARI @ TEX
Adolis Garcia,Texas Rangers,$2700,3.85,4.07,0.55,0.94,0.64,0.16,0.02,0.19,0.55,0.05,0.01,0.31,0.91,0.257,0.319,0.485,0.804,10.4,ARI @ TEX
Rowdy Tellez,Texas Rangers,$2200,4.09,3.84,0.4,0.8,0.45,0.22,0.02,0.17,0.52,0.03,0.03,0.24,0.9,0.228,0.281,0.465,0.745,9,ARI @ TEX
Geraldo Perdomo,Arizona Diamondbacks,$3400,3.0,4.4,0.62,0.97,0.74,0.18,0.03,0.07,0.52,0.13,0.02,0.38,0.72,0.248,0.313,0.379,0.692,10.2,ARI @ TEX
Jose Herrera,Arizona Diamondbacks,$2200,2.77,3.74,0.25,0.67,0.52,0.17,0,0.02,0.31,0,0.03,0.45,0.93,0.208,0.307,0.291,0.598,6.1,ARI @ TEX
Alek Thomas,Arizona Diamondbacks,$2600,3.04,3.96,0.4,0.82,0.59,0.17,0,0.1,0.4,0.08,0.03,0.23,1.01,0.222,0.272,0.37,0.642,7.9,ARI @ TEX
Josh Smith,Texas Rangers,$2700,3.81,4.51,0.67,1.05,0.76,0.24,0.05,0.07,0.47,0.05,0.02,0.38,0.69,0.26,0.322,0.408,0.73,10.3,ARI @ TEX
Corbin Carroll,Arizona Diamondbacks,$4500,2.53,4.63,0.53,1.06,0.65,0.31,0.04,0.14,0.59,0.1,0,0.37,1.26,0.255,0.321,0.468,0.789,11.4,ARI @ TEX
Josh Jung,Texas Rangers,$2600,2.92,3.73,0.35,0.85,0.58,0.19,0.01,0.09,0.38,0.05,0.02,0.22,1,0.245,0.295,0.395,0.69,7.6,ARI @ TEX
Wyatt Langford,Texas Rangers,$3000,3.77,3.96,0.58,0.92,0.53,0.21,0.02,0.22,0.64,0.08,0.03,0.32,1,0.258,0.32,0.526,0.846,11.3,ARI @ TEX
Blaze Alexander,Arizona Diamondbacks,$2600,3.0,3.85,0.37,0.85,0.58,0.23,0,0.09,0.37,0.04,0,0.26,1.21,0.241,0.3,0.39,0.69,7.8,ARI @ TEX
Tyler Locklear,Arizona Diamondbacks,$2500,2.24,4.07,0.31,0.52,0.39,0.12,0,0.03,0.26,0.03,0.03,0.36,1.62,0.146,0.236,0.213,0.449,5.6,ARI @ TEX
Adrian Del Castillo,Arizona Diamondbacks,$2500,1.96,4.18,0.22,0.72,0.59,0.13,0,0.03,0.26,0,0.03,0.12,1.49,0.191,0.217,0.257,0.475,4.9,ARI @ TEX
Willson Contreras,St. Louis Cardinals,$3000,4.1,4.35,0.58,1.17,0.71,0.3,0.04,0.21,0.67,0.04,0.02,0.31,0.95,0.296,0.351,0.579,0.929,12.3,COL @ STL
Mickey Moniak,Colorado Rockies,$2800,4.57,4.17,0.62,1.13,0.6,0.25,0.09,0.26,0.78,0.06,0.03,0.14,0.89,0.284,0.312,0.617,0.929,12.8,COL @ STL
Lars Nootbaar,St. Louis Cardinals,$2800,3.71,4.23,0.63,0.82,0.48,0.21,0,0.17,0.36,0.03,0.02,0.73,0.79,0.239,0.372,0.461,0.833,10.4,COL @ STL
Brendan Donovan,St. Louis Cardinals,$2800,3.93,4.68,0.6,1.22,0.91,0.25,0.01,0.11,0.44,0.06,0,0.48,0.48,0.3,0.371,0.464,0.835,11,COL @ STL
Nolan Gorman,St. Louis Cardinals,$2700,3.74,3.9,0.55,0.87,0.57,0.13,0,0.23,0.42,0.01,0,0.51,1.05,0.26,0.356,0.517,0.873,10.1,COL @ STL
Ivan Herrera,St. Louis Cardinals,$3100,4.26,4.57,0.67,1.23,0.81,0.22,0.03,0.21,0.7,0.08,0,0.5,0.59,0.31,0.387,0.555,0.942,13.2,COL @ STL
Tyler Freeman,Colorado Rockies,$2700,3.81,4.62,0.69,1.22,0.89,0.31,0.03,0.05,0.31,0.16,0.06,0.2,0.39,0.28,0.312,0.419,0.732,10.3,COL @ STL
Alec Burleson,St. Louis Cardinals,$2900,4.31,4.46,0.62,1.14,0.71,0.22,0.01,0.23,0.74,0.03,0.01,0.41,0.62,0.289,0.365,0.534,0.9,12.5,COL @ STL
Ezequiel Tovar,Colorado Rockies,$2700,4.48,4.51,0.6,1.16,0.65,0.36,0.1,0.13,0.54,0.12,0.04,0.24,0.92,0.282,0.333,0.532,0.866,12.1,COL @ STL
Jordan Walker,St. Louis Cardinals,$2500,3.36,4.01,0.47,0.93,0.65,0.21,0.03,0.09,0.34,0.05,0.06,0.25,1.13,0.25,0.304,0.403,0.708,8.4,COL @ STL
Brenton Doyle,Colorado Rockies,$2600,3.38,3.95,0.5,0.92,0.69,0.14,0.03,0.1,0.38,0.06,0.06,0.31,0.9,0.258,0.324,0.406,0.73,8.8,COL @ STL
Masyn Winn,St. Louis Cardinals,$2800,3.96,4.12,0.54,1.14,0.76,0.27,0.05,0.13,0.6,0.06,0.03,0.28,0.49,0.303,0.358,0.52,0.878,11.1,COL @ STL
Hunter Goodman,Colorado Rockies,$3000,4.13,4.4,0.56,1.23,0.69,0.33,0.03,0.26,0.61,0.02,0.01,0.25,0.92,0.303,0.348,0.612,0.96,12.4,COL @ STL
Pedro Pages,St. Louis Cardinals,$2400,3.67,3.79,0.38,0.91,0.58,0.25,0,0.13,0.56,0,0.01,0.21,0.72,0.259,0.308,0.455,0.763,8.8,COL @ STL
Jordan Beck,Colorado Rockies,$2900,3.38,4.29,0.48,1.04,0.68,0.25,0.05,0.12,0.42,0.05,0.06,0.28,1.03,0.268,0.325,0.469,0.794,9.8,COL @ STL
Adael Amador,Colorado Rockies,$2100,3.24,3.73,0.31,0.77,0.6,0.16,0.04,0.02,0.34,0.05,0.04,0.31,0.74,0.23,0.293,0.331,0.624,6.8,COL @ STL
Warming Bernabel,Colorado Rockies,$2900,2.52,4.06,0.34,1,0.69,0.27,0.01,0.05,0.38,0,0.02,0.13,0.56,0.261,0.291,0.384,0.675,7.3,COL @ STL
Kyle Karros,Colorado Rockies,$2300,3.04,3.84,0.34,0.96,0.79,0.13,0.02,0.05,0.27,0,0.02,0.3,0.92,0.277,0.342,0.378,0.72,7,COL @ STL
Javier Baez,Detroit Tigers,$2700,3.67,4.06,0.55,0.99,0.73,0.21,0,0.11,0.53,0.13,0,0.17,0.81,0.266,0.308,0.425,0.733,9.9,DET @ CHW
Andrew Benintendi,Chicago White Sox,$2900,3.21,4.35,0.42,0.99,0.69,0.16,0,0.15,0.58,0.02,0.02,0.31,0.71,0.247,0.303,0.398,0.701,9.3,DET @ CHW
Mike Tauchman,Chicago White Sox,$3000,4.2,4.57,0.65,1.08,0.65,0.23,0.01,0.23,0.85,0,0,0.42,1.01,0.267,0.34,0.511,0.85,12.6,DET @ CHW
Gleyber Torres,Detroit Tigers,$3100,3.97,4.83,0.77,1.13,0.88,0.17,0.02,0.12,0.54,0.07,0.03,0.72,0.66,0.279,0.39,0.432,0.822,12.3,DET @ CHW
Luis Robert,Chicago White Sox,$3100,3.23,4.24,0.52,0.93,0.68,0.12,0.04,0.13,0.57,0.09,0.03,0.34,1.01,0.245,0.306,0.408,0.714,10,DET @ CHW
Zach McKinstry,Detroit Tigers,$2900,3.83,4.17,0.57,0.99,0.61,0.28,0.04,0.09,0.52,0.11,0.03,0.57,0.7,0.283,0.387,0.477,0.864,11.1,DET @ CHW
Spencer Torkelson,Detroit Tigers,$3200,4.63,4.61,0.77,1.09,0.59,0.24,0.01,0.29,1.01,0.02,0.03,0.55,1.01,0.277,0.374,0.575,0.949,14.8,DET @ CHW
Riley Greene,Detroit Tigers,$3500,3.0,4.39,0.58,1.02,0.66,0.24,0,0.18,0.56,0.01,0.05,0.3,1.21,0.253,0.311,0.463,0.774,10.5,DET @ CHW
Lenyn Sosa,Chicago White Sox,$2800,3.61,4.46,0.55,1.03,0.69,0.19,0.01,0.19,0.65,0,0,0.12,0.66,0.244,0.271,0.437,0.708,10.1,DET @ CHW
Kerry Carpenter,Detroit Tigers,$3100,4.77,4.72,0.81,1.16,0.57,0.3,0,0.33,0.99,0.01,0,0.33,0.94,0.268,0.329,0.579,0.908,14.8,DET @ CHW
Dillon Dingler,Detroit Tigers,$2600,3.19,4.28,0.39,0.95,0.69,0.22,0,0.1,0.48,0,0.01,0.2,0.67,0.238,0.284,0.383,0.667,8.3,DET @ CHW
Curtis Mead,Chicago White Sox,$2300,2.52,4.02,0.38,0.76,0.69,0.05,0.02,0.03,0.16,0.06,0.03,0.23,0.93,0.207,0.255,0.271,0.526,5.8,DET @ CHW
Colt Keith,Detroit Tigers,$2500,5.4,4.94,0.63,1.14,0.68,0.34,0.02,0.16,0.88,0,0.02,0.63,0.78,0.274,0.379,0.5,0.878,13.5,DET @ CHW
