player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
George Springer,Toronto Blue Jays,$3200,3.91,4.38,0.8,1.01,0.59,0.21,0.05,0.21,0.63,0.07,0.02,0.39,0.88,0.259,0.335,0.522,0.857,12.5,OAK @ TOR
Miguel Andujar,Oakland Athletics,$2700,2.89,4.12,0.42,1.02,0.76,0.15,0.02,0.09,0.41,0.02,0.01,0.15,0.48,0.26,0.286,0.381,0.668,7.8,OAK @ TOR
Luis Urias,Oakland Athletics,$2600,3.42,3.9,0.47,0.72,0.5,0.09,0.04,0.14,0.5,0.01,0,0.45,0.9,0.213,0.315,0.4,0.716,8.9,OAK @ TOR
Myles Straw,Toronto Blue Jays,$2300,3.17,3.82,0.42,0.81,0.59,0.16,0.02,0.05,0.27,0.07,0.04,0.3,0.65,0.238,0.314,0.353,0.666,7.3,OAK @ TOR
Vladimir Guerrero Jr.,Toronto Blue Jays,$3400,3.65,4.49,0.59,1.21,0.86,0.21,0,0.22,0.77,0.01,0,0.4,0.57,0.3,0.364,0.536,0.9,12.4,OAK @ TOR
Bo Bichette,Toronto Blue Jays,$3200,3.69,4.6,0.65,1.16,0.73,0.32,0.05,0.12,0.63,0.05,0.04,0.37,0.72,0.286,0.34,0.496,0.836,11.8,OAK @ TOR
Daulton Varsho,Toronto Blue Jays,$3500,3.17,4.15,0.45,0.95,0.45,0.33,0.03,0.19,0.57,0.09,0.02,0.34,0.93,0.257,0.328,0.528,0.856,11.1,OAK @ TOR
Brent Rooker,Oakland Athletics,$3300,3.3,4.34,0.6,1.15,0.82,0.22,0.02,0.18,0.48,0.04,0.03,0.28,1.08,0.288,0.339,0.508,0.847,10.9,OAK @ TOR
Alejandro Kirk,Toronto Blue Jays,$2700,3.33,4.27,0.44,1.07,0.77,0.26,0,0.07,0.43,0.01,0.01,0.41,0.47,0.283,0.355,0.421,0.775,9,OAK @ TOR
Ernie Clement,Toronto Blue Jays,$2800,3.21,4.04,0.49,1.13,0.72,0.27,0.04,0.1,0.4,0.02,0,0.14,0.5,0.294,0.325,0.457,0.783,9,OAK @ TOR
Shea Langeliers,Oakland Athletics,$2900,3.72,4.23,0.54,0.91,0.57,0.17,0,0.25,0.54,0.04,0.01,0.32,1.07,0.24,0.313,0.506,0.819,10.8,OAK @ TOR
Addison Barger,Toronto Blue Jays,$2700,3.48,3.93,0.46,0.87,0.53,0.25,0.02,0.14,0.44,0.03,0.01,0.36,0.75,0.25,0.328,0.474,0.803,9.4,OAK @ TOR
Nathan Lukes,Toronto Blue Jays,$2600,2.88,3.71,0.41,0.87,0.64,0.19,0.03,0.06,0.28,0.02,0,0.31,0.39,0.263,0.331,0.41,0.742,7.5,OAK @ TOR
Tyler Soderstrom,Oakland Athletics,$3000,3.3,4.45,0.47,0.89,0.63,0.14,0.01,0.18,0.54,0.02,0.01,0.37,1.36,0.227,0.307,0.417,0.724,9.9,OAK @ TOR
Lawrence Butler,Oakland Athletics,$3200,3.16,4.67,0.43,1.02,0.69,0.22,0.03,0.14,0.45,0.1,0.05,0.36,1.34,0.243,0.308,0.424,0.732,10.1,OAK @ TOR
Jacob Wilson,Oakland Athletics,$3000,2.73,4.56,0.39,1.09,0.9,0.17,0,0.07,0.43,0.01,0.01,0.23,0.47,0.255,0.299,0.358,0.657,8.2,OAK @ TOR
Nick Kurtz,Oakland Athletics,$2800,3.11,4.01,0.39,0.91,0.57,0.23,0,0.14,0.53,0,0.01,0.25,0.94,0.247,0.301,0.431,0.732,8.7,OAK @ TOR
Denzel Clarke,Oakland Athletics,$2300,3.39,3.79,0.36,0.83,0.63,0.12,0.01,0.11,0.48,0,0,0.25,1.03,0.244,0.302,0.391,0.693,7.8,OAK @ TOR
