Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
119552-119340,P,Tarik,Tarik Skubal,Skubal,42.916666666666664,24,11000,DET@MIN,DET,MIN,,,,,,P
119552-80582,P,Brandon,Brandon Woodruff,Woodruff,40.285714285714285,7,10900,MIL@CIN,MIL,CIN,,,,,,P
119552-12477,P,Chris,Chris Sale,Sale,39.8,15,10800,ATL@CLE,ATL,CLE,IL,Ribs,,,,P
119552-135977,P,Garrett,Garrett Crochet,Crochet,43.041666666666664,24,10800,MIA@BOS,BOS,MIA,,,,Yes,,P
119552-197980,P,Paul,Paul Skenes,Skenes,37.56,25,10800,PIT@CHC,PIT,CHC,,,,,,P
119552-82607,P,Trevor,Trevor Rogers,Rogers,38.27272727272727,11,10600,BAL@HOU,BAL,HOU,,,,,,P
119552-60633,P,Carlos,Carlos Rodon,Rodon,35.56,25,10500,NYY@STL,NYY,STL,,,,,,P
119552-119329,P,Nick,Nick Lodolo,Lodolo,31.695652173913043,23,10400,MIL@CIN,CIN,MIL,IL,Finger,,,0,P
119552-52859,P,Jacob,Jacob deGrom,deGrom,35.333333333333336,24,10400,TEX@TOR,TEX,TOR,,,,,,P
119552-83190,P,Freddy,Freddy Peralta,Peralta,33.84,25,10300,MIL@CIN,MIL,CIN,,,,,,P
119552-146687,P,Hunter,Hunter Brown,Brown,38.5,24,10300,BAL@HOU,HOU,BAL,,,,,,P
119552-119430,P,Joe,Joe Ryan,Ryan,36.416666666666664,24,10000,DET@MIN,MIN,DET,,,,,,P
119552-13233,P,Nathan,Nathan Eovaldi,Eovaldi,36.6,20,10000,TEX@TOR,TEX,TOR,,,,Yes,,P
119552-85599,P,Framber,Framber Valdez,Valdez,37.125,24,9900,BAL@HOU,HOU,BAL,,,,,,P
119552-83152,P,Pablo,Pablo Lopez,Lopez,31.818181818181817,11,9800,DET@MIN,MIN,DET,IL,Shoulder,,,,P
119552-197981,P,Jacob,Jacob Misiorowski,Misiorowski,30.125,8,9800,MIL@CIN,MIL,CIN,,,,,,P
119552-162445,P,Spencer,Spencer Strider,Strider,30.125,16,9700,ATL@CLE,ATL,CLE,,,,,,P
119552-38000,P,Kevin,Kevin Gausman,Gausman,31.583333333333332,24,9700,TEX@TOR,TOR,TEX,,,,,,P
119552-198702,P,Shota,Shota Imanaga,Imanaga,29.944444444444443,18,9600,PIT@CHC,CHC,PIT,,,,,,P
119552-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,37.411764705882355,17,9600,ATL@CLE,ATL,CLE,IL,Elbow,,,,P
119552-82604,P,Corbin,Corbin Burnes,Burnes,33.72727272727273,11,9600,ARI@COL,ARI,COL,IL,Elbow,,,,P
119552-82621,P,Clarke,Clarke Schmidt,Schmidt,30,14,9600,NYY@STL,NYY,STL,IL,Elbow,,,,P
119552-79246,P,Jack,Jack Flaherty,Flaherty,29.458333333333332,24,9600,DET@MIN,DET,MIN,,,,,,P
119552-63136,P,Matthew,Matthew Boyd,Boyd,34.125,24,9600,PIT@CHC,CHC,PIT,,,,,,P
119552-102330,P,Kris,Kris Bubic,Bubic,34.5,20,9600,CWS@KC,KC,CWS,IL,Shoulder,,,,P
119552-82550,P,Hunter,Hunter Greene,Greene,36.166666666666664,12,9500,MIL@CIN,CIN,MIL,,,,,0,P
119552-52185,P,Max,Max Fried,Fried,33.68,25,9500,NYY@STL,NYY,STL,,,,,,P
119552-165512,P,Andrew,Andrew Abbott,Abbott,31.857142857142858,21,9500,MIL@CIN,CIN,MIL,,,,Yes,,P
119552-102294,P,Grayson,Grayson Rodriguez,Rodriguez,35.6,20,9500,BAL@HOU,BAL,HOU,IL,Elbow,,,,P
119552-11328,P,Martin,Martin Perez,Perez,25.2,5,9400,CWS@KC,CWS,KC,,,,,,P
119552-219653,P,Logan,Logan Henderson,Henderson,36.4,5,9300,MIL@CIN,MIL,CIN,IL,Elbow,,,,P
119552-17064,P,Sonny,Sonny Gray,Gray,31.8,25,9300,NYY@STL,STL,NYY,,,,,,P
119552-37999,P,Michael,Michael Wacha,Wacha,26.958333333333332,24,9300,CWS@KC,KC,CWS,,,,,,P
119552-79270,P,Cole,Cole Ragans,Ragans,31,10,9300,CWS@KC,KC,CWS,IL,Shoulder,,,,P
119552-118206,P,Luis,Luis Gil,Gil,22,3,9300,NYY@STL,NYY,STL,,,,,,P
119552-135343,P,Max,Max Meyer,Meyer,27.833333333333332,12,9200,MIA@BOS,MIA,BOS,IL,Hip,,,,P
119552-219697,P,Noah,Noah Cameron,Cameron,30.470588235294116,17,9200,CWS@KC,KC,CWS,,,,,,P
119552-82554,P,Shane,Shane Bieber,Bieber,58,5,9200,TEX@TOR,TOR,TEX,IL,Elbow,,,,P
119552-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9,1,9200,ATL@CLE,ATL,CLE,IL,Shoulder,,,,P
119552-165518,P,Gavin,Gavin Williams,Williams,29.291666666666668,24,9200,ATL@CLE,CLE,ATL,,,,,,P
119552-102344,P,Brady,Brady Singer,Singer,27.333333333333332,24,9200,MIL@CIN,CIN,MIL,,,,,0,P
119552-79109,P,Tyler,Tyler Mahle,Mahle,28.785714285714285,14,9100,TEX@TOR,TEX,TOR,IL,Shoulder,,,,P
119552-16956,P,Gerrit,Gerrit Cole,Cole,32,22,9000,NYY@STL,NYY,STL,IL,Elbow,,,,P
119552-85253,P,Casey,Casey Mize,Mize,29,21,9000,DET@MIN,DET,MIN,,,,,,P
