player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Davis Martin,Chicago White Sox,0.3-0.35,$8100,3.06,0.3,0.35,4.57,1,0,5.49,5.35,3.14,2.79,0.93,1.73,4.32,1.29,,24.8,CHW @ MIN
Simeon Woods Richardson,Minnesota Twins,0.29-0.25,$7300,3.3,0.29,0.25,4.33,1,0,4.96,4.48,2.63,2.38,0.74,1.72,4.35,1.25,,24.1,CHW @ MIN
Josh Hader,Houston Astros,0.03-0.03,$5500,0.36,0.03,0.03,2.31,0,0.27,0.5,0.37,0.14,0.13,0.08,0.16,0.25,1.07,,2,NYY @ HOU
Max Fried,New York Yankees,0.26-0.36,$10200,2.82,0.26,0.36,4.21,1,0,5.6,5.4,2.94,2.62,0.71,2.02,5.42,1.32,,28.8,NYY @ HOU
Framber Valdez,Houston Astros,0.35-0.25,$9800,3.2,0.35,0.25,3.44,1,0,5.64,4.68,2.46,2.16,0.61,2.11,5.68,1.2,,31.4,NYY @ HOU
David Bednar,New York Yankees,0.02-0.02,$5500,0.27,0.02,0.02,2.95,0,0.23,0.43,0.35,0.15,0.14,0.03,0.14,0.17,1.14,,1.5,NYY @ HOU
Ryan Pressly,Chicago Cubs,0.03-0.03,N/A,N/A,0.03,0.03,4.23,0,0.31,0.58,0.55,0.29,0.27,0.08,0.22,0.28,1.34,,1.9,ATL @ CHC
Tyler Kinley,Atlanta Braves,0.02-0.02,$5500,0.24,0.02,0.02,4.86,0,0.19,0.35,0.36,0.21,0.19,0.03,0.19,0.22,1.55,,1.3,ATL @ CHC
Joey Wentz,Atlanta Braves,0.3-0.37,$6100,3.67,0.3,0.37,5.09,1,0,4.79,4.62,2.96,2.71,0.58,2.52,4.37,1.49,,22.4,ATL @ CHC
Shota Imanaga,Chicago Cubs,0.38-0.35,$9500,2.98,0.38,0.35,4.34,1,0,5.61,5.21,3.08,2.71,0.91,1.25,5.15,1.15,,28.3,ATL @ CHC
Pete Fairbanks,Tampa Bay Rays,0.02-0.03,$5500,0.31,0.02,0.03,2.92,0,0.25,0.47,0.38,0.16,0.15,0.05,0.14,0.19,1.12,,1.7,SEA @ TB
Andres Munoz,Seattle Mariners,0.02-0.03,$5500,0.36,0.02,0.03,1.75,0,0.25,0.46,0.32,0.1,0.09,0.02,0.2,0.27,1.13,,2,SEA @ TB
Drew Rasmussen,Tampa Bay Rays,0.31-0.26,$9200,3.03,0.31,0.26,3.5,1,0,5.02,4.46,2.11,1.96,0.6,1.41,5.01,1.17,,27.9,SEA @ TB
Bryan Woo,Seattle Mariners,0.28-0.37,$10600,2.84,0.28,0.37,3.68,1,0,5.67,5.19,2.66,2.31,0.78,1.26,5.38,1.14,,30.1,SEA @ TB
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.24,0.02,0.02,2.47,0,0.2,0.38,0.29,0.11,0.1,0.04,0.06,0.12,0.92,,1.3,TEX @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.35,0.03,0.03,3.34,0,0.3,0.55,0.48,0.22,0.21,0.12,0.15,0.22,1.12,,1.9,TEX @ ARI
Miles Mikolas,St. Louis Cardinals,0.29-0.29,$7000,2.89,0.29,0.29,4.31,1,0,4.55,4.88,2.5,2.18,0.72,1.07,3.28,1.31,,20.2,OAK @ STL
Luis Severino,Oakland Athletics,0.31-0.35,$8200,2.61,0.31,0.35,4.53,1,0,5.02,5.44,2.9,2.53,0.49,1.63,3.54,1.41,,21.4,OAK @ STL
Yu Darvish,San Diego Padres,0.31-0.17,$7600,3.3,0.31,0.17,3.26,1,0,4.42,3.76,1.78,1.6,0.66,1.44,4.37,1.18,,25.1,BAL @ SD
Tyler Wells,Baltimore Orioles,0.2-0.36,$6900,2.72,0.2,0.36,4.81,1,0,4.51,4.73,2.66,2.41,0.89,1.72,3.42,1.43,,18.8,BAL @ SD
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.29,0.02,0.02,2.7,0,0.19,0.36,0.28,0.12,0.11,0.03,0.22,0.25,1.41,,1.6,BAL @ SD
Mason Miller,San Diego Padres,0.03-0.03,$5500,0.45,0.03,0.03,3.17,0,0.31,0.57,0.48,0.22,0.2,0.06,0.27,0.39,1.32,,2.5,BAL @ SD
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.25,0.02,0.02,2.99,0,0.19,0.36,0.3,0.13,0.12,0.05,0.12,0.17,1.16,,1.4,LAA @ KC
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.4,0.03,0.03,2.56,0,0.31,0.57,0.44,0.18,0.16,0.05,0.18,0.25,1.1,,2.2,LAA @ KC
Kyle Freeland,Colorado Rockies,0.21-0.4,$7200,2.94,0.21,0.4,5.48,1,0,5.22,5.41,3.48,3.18,0.64,1.33,4.09,1.29,,21.2,SF @ COL
Logan Webb,San Francisco Giants,0.42-0.21,$10400,2.88,0.42,0.21,4.27,1,0,5.76,5.5,2.95,2.73,0.58,1.54,5.45,1.22,,30,SF @ COL
