player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Rafael Devers,San Francisco Giants,$3800,3.32,4.4,0.53,1.05,0.6,0.27,0.01,0.26,0.73,0,0.01,0.53,1.16,0.279,0.37,0.588,0.958,12.6,MIA @ SF
Dominic Smith,San Francisco Giants,$2700,3.0,4.18,0.5,0.83,0.62,0.15,0.01,0.08,0.28,0.02,0,0.5,0.76,0.235,0.335,0.357,0.692,8.1,MIA @ SF
Willy Adames,San Francisco Giants,$2900,3.59,4.51,0.5,0.93,0.54,0.28,0.04,0.11,0.48,0.04,0.05,0.54,1.08,0.246,0.349,0.434,0.783,10.4,MIA @ SF
Mike Yastrzemski,San Francisco Giants,$3000,3.73,4.62,0.51,1.15,0.77,0.25,0.01,0.15,0.55,0.04,0.02,0.49,0.97,0.285,0.372,0.469,0.841,11.2,MIA @ SF
Jesus Sanchez,Miami Marlins,$3100,3.32,4.65,0.59,0.93,0.55,0.22,0.02,0.14,0.47,0.1,0.01,0.35,1.22,0.221,0.294,0.382,0.675,10.3,MIA @ SF
Otto Lopez,Miami Marlins,$2700,4.0,4.54,0.56,1.2,1.01,0.17,0.02,0.04,0.46,0.26,0.02,0.33,0.78,0.296,0.352,0.394,0.746,10.8,MIA @ SF
Heliot Ramos,San Francisco Giants,$3300,3.33,4.29,0.52,1.18,0.83,0.21,0.03,0.19,0.47,0.04,0.04,0.32,1.07,0.306,0.37,0.545,0.915,11,MIA @ SF
Kyle Stowers,Miami Marlins,$2800,3.46,4.32,0.46,0.96,0.61,0.26,0.02,0.13,0.45,0.03,0.04,0.38,1.35,0.253,0.332,0.458,0.79,9.7,MIA @ SF
Xavier Edwards,Miami Marlins,$2900,3.24,4.76,0.53,1.08,0.93,0.14,0.07,0.01,0.23,0.16,0.06,0.51,0.77,0.265,0.346,0.356,0.701,9.4,MIA @ SF
Casey Schmitt,San Francisco Giants,$2600,2.96,4.07,0.42,0.8,0.47,0.27,0.01,0.09,0.39,0,0,0.21,0.97,0.214,0.261,0.379,0.64,7.7,MIA @ SF
Patrick Bailey,San Francisco Giants,$2300,2.96,3.85,0.32,0.76,0.56,0.2,0.04,0.02,0.22,0.01,0.06,0.44,0.93,0.231,0.33,0.351,0.681,6.8,MIA @ SF
Dane Myers,Miami Marlins,$2800,2.96,3.87,0.37,0.98,0.74,0.22,0,0.06,0.28,0.16,0.07,0.26,1.05,0.278,0.333,0.404,0.737,8.3,MIA @ SF
Tyler Fitzgerald,San Francisco Giants,$2500,3.68,3.73,0.44,0.94,0.69,0.21,0.02,0.08,0.48,0.14,0.04,0.21,0.84,0.276,0.324,0.43,0.755,9.2,MIA @ SF
Jung Hoo Lee,San Francisco Giants,$3100,2.81,3.96,0.37,0.91,0.56,0.26,0.01,0.1,0.43,0.08,0.01,0.27,0.41,0.254,0.313,0.424,0.737,8.7,MIA @ SF
Connor Norby,Miami Marlins,$2700,3.0,3.98,0.34,0.96,0.68,0.22,0.04,0.07,0.32,0.1,0.02,0.24,1.21,0.261,0.306,0.408,0.715,8.1,MIA @ SF
Eric Wagaman,Miami Marlins,$2600,3.23,4.21,0.36,0.93,0.62,0.23,0.01,0.09,0.43,0.02,0,0.34,0.87,0.244,0.313,0.389,0.702,8.4,MIA @ SF
Liam Hicks,Miami Marlins,$2600,3.81,4.1,0.45,1,0.63,0.21,0.02,0.15,0.58,0,0.01,0.39,0.64,0.274,0.345,0.465,0.81,9.9,MIA @ SF
Agustin Ramirez,Miami Marlins,$3000,3.13,4.43,0.51,0.97,0.61,0.27,0.02,0.1,0.44,0.01,0.01,0.41,0.92,0.248,0.323,0.414,0.738,9.4,MIA @ SF
Carlos Santana,Cleveland Guardians,$3100,3.35,4.19,0.6,0.8,0.51,0.12,0.03,0.18,0.45,0.06,0,0.59,0.88,0.225,0.338,0.436,0.774,10.4,TOR @ CLE
Jose Ramirez,Cleveland Guardians,$3700,3.35,4.3,0.62,1.09,0.68,0.2,0.04,0.17,0.5,0.29,0.06,0.42,0.58,0.283,0.353,0.491,0.843,12.4,TOR @ CLE
George Springer,Toronto Blue Jays,$3100,4.23,4.36,0.67,1.14,0.62,0.34,0.03,0.23,0.63,0.05,0.03,0.46,0.84,0.294,0.374,0.596,0.97,13.1,TOR @ CLE
