player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Paul Goldschmidt,New York Yankees,$2800,3.32,4.22,0.48,1.06,0.77,0.19,0.03,0.11,0.46,0.04,0.04,0.24,0.77,0.274,0.32,0.429,0.749,9.3,NYY @ TB
Aaron Judge,New York Yankees,$4700,3.38,4.56,0.76,1.19,0.64,0.21,0,0.39,0.75,0.09,0.01,0.73,1.09,0.32,0.438,0.707,1.146,15.9,NYY @ TB
Yandy Diaz,Tampa Bay Rays,$3100,3.71,4.45,0.56,1.09,0.74,0.18,0,0.2,0.7,0.03,0,0.4,0.76,0.279,0.35,0.483,0.833,11.5,NYY @ TB
Cody Bellinger,New York Yankees,$3500,3.43,4.45,0.58,1.11,0.67,0.17,0.02,0.28,0.57,0.06,0.02,0.39,0.67,0.277,0.346,0.55,0.895,12,NYY @ TB
Ryan McMahon,New York Yankees,$2900,3.34,3.89,0.49,0.74,0.38,0.18,0.03,0.19,0.47,0.03,0.05,0.48,1.35,0.222,0.321,0.474,0.795,9.7,NYY @ TB
Brandon Lowe,Tampa Bay Rays,$3200,3.41,4.33,0.55,1.01,0.63,0.15,0,0.25,0.65,0,0.01,0.32,1.27,0.257,0.315,0.491,0.806,10.9,NYY @ TB
Trent Grisham,New York Yankees,$3100,3.35,4.78,0.51,0.91,0.59,0.23,0,0.17,0.47,0,0.01,0.58,1.33,0.221,0.323,0.417,0.741,10.4,NYY @ TB
Jazz Chisholm,New York Yankees,$3800,2.55,4.34,0.46,0.8,0.49,0.13,0.02,0.19,0.42,0.14,0.07,0.38,1.49,0.205,0.28,0.402,0.682,9.7,NYY @ TB
Ha-Seong Kim,Tampa Bay Rays,$2600,4.08,4.56,0.55,0.89,0.72,0.1,0.05,0.07,0.36,0.35,0.06,0.46,1.29,0.224,0.307,0.339,0.645,10.6,NYY @ TB
Nick Fortes,Tampa Bay Rays,$2200,2.95,3.67,0.25,0.78,0.59,0.15,0.04,0.05,0.38,0.02,0.04,0.19,0.54,0.23,0.276,0.353,0.628,6.5,NYY @ TB
Christopher Morel,Tampa Bay Rays,$2500,3.04,3.89,0.43,0.63,0.41,0.09,0.01,0.15,0.33,0.05,0.05,0.32,1.56,0.18,0.255,0.35,0.604,7.6,NYY @ TB
Anthony Volpe,New York Yankees,$3000,3.07,4,0.56,0.74,0.42,0.18,0.02,0.16,0.39,0.09,0,0.33,1.13,0.205,0.278,0.416,0.694,9.2,NYY @ TB
Everson Pereira,Tampa Bay Rays,$2200,1.95,4.11,0.24,0.42,0.35,0.07,0,0.03,0.26,0,0,0.22,1.99,0.115,0.167,0.167,0.334,4.3,NYY @ TB
Jasson Dominguez,New York Yankees,$2900,3.62,4.11,0.61,0.92,0.6,0.25,0.03,0.09,0.45,0.18,0.06,0.34,1.21,0.25,0.323,0.421,0.744,10.5,NYY @ TB
Junior Caminero,Tampa Bay Rays,$3700,2.7,4.22,0.46,0.86,0.52,0.2,0,0.22,0.6,0.03,0.01,0.24,0.99,0.22,0.268,0.461,0.73,10,NYY @ TB
Ben Rice,New York Yankees,$3100,3.29,4.67,0.54,0.95,0.64,0.19,0.03,0.14,0.52,0.02,0,0.48,1.06,0.231,0.316,0.408,0.724,10.2,NYY @ TB
Jake Mangum,Tampa Bay Rays,$2700,2.81,4,0.36,0.87,0.68,0.19,0.02,0.04,0.25,0.13,0.06,0.26,0.53,0.239,0.297,0.355,0.652,7.6,NYY @ TB
Chandler Simpson,Tampa Bay Rays,$2900,2.52,3.78,0.43,0.85,0.73,0.11,0,0.05,0.27,0.12,0.05,0.24,0.65,0.246,0.299,0.33,0.629,7.3,NYY @ TB
Mike Trout,Los Angeles Angels,$3200,2.78,4.31,0.36,0.7,0.47,0.05,0.01,0.22,0.48,0.01,0,0.5,1.66,0.187,0.286,0.401,0.687,8.9,CIN @ LAA
Travis d'Arnaud,Los Angeles Angels,$2600,2.73,3.86,0.33,0.74,0.45,0.21,0,0.1,0.4,0,0.01,0.22,1.52,0.206,0.262,0.36,0.622,7.1,CIN @ LAA
Austin Hays,Cincinnati Reds,$3000,3.7,4.52,0.62,1.11,0.7,0.25,0.03,0.16,0.54,0.03,0.03,0.38,0.96,0.274,0.341,0.479,0.82,11.1,CIN @ LAA
Jose Trevino,Cincinnati Reds,$2400,3.62,4.19,0.42,1.13,0.74,0.25,0.05,0.09,0.47,0,0,0.14,0.55,0.287,0.309,0.45,0.76,8.7,CIN @ LAA
Taylor Ward,Los Angeles Angels,$3400,3.44,4.2,0.58,0.85,0.38,0.22,0,0.27,0.64,0.01,0,0.53,1.06,0.239,0.351,0.537,0.887,11.7,CIN @ LAA
Luis Rengifo,Los Angeles Angels,$2400,2.75,3.97,0.37,0.75,0.58,0.12,0.01,0.09,0.29,0.01,0,0.19,0.84,0.203,0.247,0.328,0.575,6.6,CIN @ LAA
Gavin Lux,Cincinnati Reds,$2600,4.42,4.74,0.59,1.24,0.86,0.36,0.03,0.07,0.55,0.01,0.03,0.54,0.73,0.3,0.386,0.476,0.862,11.5,CIN @ LAA
Jo Adell,Los Angeles Angels,$3000,2.93,4.09,0.44,0.86,0.52,0.12,0,0.22,0.46,0.02,0.01,0.22,1.13,0.228,0.271,0.433,0.704,8.8,CIN @ LAA
Ke'Bryan Hayes,Cincinnati Reds,$2500,2.44,4.08,0.29,0.85,0.76,0.07,0.02,0.03,0.24,0.05,0.02,0.25,0.48,0.225,0.275,0.293,0.568,6.1,CIN @ LAA
TJ Friedl,Cincinnati Reds,$3100,3.68,4.85,0.61,1.16,0.86,0.21,0.01,0.14,0.56,0.07,0.04,0.47,0.65,0.271,0.343,0.439,0.782,11.4,CIN @ LAA
Spencer Steer,Cincinnati Reds,$3000,4.03,4.3,0.6,1.06,0.6,0.29,0,0.22,0.61,0.06,0.05,0.47,0.77,0.285,0.367,0.556,0.923,12.1,CIN @ LAA
Zach Neto,Los Angeles Angels,$3400,3.32,4.53,0.58,1.04,0.62,0.25,0.02,0.18,0.52,0.18,0.03,0.21,1.26,0.248,0.291,0.452,0.743,11.3,CIN @ LAA
Matt McLain,Cincinnati Reds,$2800,3.04,3.97,0.51,0.84,0.59,0.19,0.04,0.08,0.33,0.09,0.04,0.27,1.04,0.236,0.294,0.393,0.687,8.5,CIN @ LAA
Elly De La Cruz,Cincinnati Reds,$3900,3.51,4.63,0.73,1.14,0.67,0.19,0.06,0.27,0.67,0.17,0.01,0.27,1.18,0.27,0.324,0.55,0.874,13.7,CIN @ LAA
Nolan Schanuel,Los Angeles Angels,$3000,3.07,4.42,0.45,1.02,0.78,0.23,0,0.07,0.4,0.08,0.01,0.41,0.66,0.261,0.331,0.383,0.714,9.2,CIN @ LAA
Noelvi Marte,Cincinnati Reds,$3200,3.19,4.41,0.57,1.2,0.84,0.28,0.02,0.1,0.53,0.1,0.01,0.11,0.79,0.281,0.298,0.439,0.737,10.2,CIN @ LAA
Bryce Teodosio,Los Angeles Angels,$2300,2.83,3.64,0.33,0.72,0.43,0.24,0.01,0.06,0.21,0.08,0.05,0.2,1.19,0.212,0.263,0.355,0.618,6.5,CIN @ LAA
Christian Moore,Los Angeles Angels,$2500,2.6,3.75,0.26,0.58,0.36,0.11,0.02,0.1,0.39,0,0,0.35,1.14,0.175,0.259,0.312,0.571,6.5,CIN @ LAA
Carlos Santana,Cleveland Guardians,$2900,3.14,4.28,0.51,0.89,0.67,0.21,0,0.07,0.33,0.06,0.02,0.57,0.76,0.246,0.353,0.372,0.725,9.1,CLE @ ARI
Jose Ramirez,Cleveland Guardians,$4000,3.67,4.5,0.77,1.19,0.71,0.24,0.01,0.26,0.77,0.28,0.11,0.34,0.57,0.291,0.344,0.552,0.896,14.7,CLE @ ARI
Austin Hedges,Cleveland Guardians,$2100,3.33,3.84,0.43,0.63,0.48,0.13,0,0.05,0.32,0.07,0,0.37,0.98,0.185,0.271,0.278,0.549,7,CLE @ ARI
Ketel Marte,Arizona Diamondbacks,$4000,3.52,4.5,0.74,1.06,0.66,0.14,0.02,0.28,0.74,0.07,0.02,0.72,0.74,0.287,0.413,0.574,0.987,14.1,CLE @ ARI
Lourdes Gurriel,Arizona Diamondbacks,$3200,3.09,4.28,0.54,0.94,0.65,0.18,0,0.17,0.4,0.11,0.03,0.3,0.63,0.242,0.302,0.432,0.734,9.9,CLE @ ARI
Pavin Smith,Arizona Diamondbacks,$2900,3.97,4.16,0.69,1,0.66,0.17,0.01,0.18,0.52,0.02,0.01,0.65,1.15,0.289,0.411,0.506,0.917,11.5,CLE @ ARI
Geraldo Perdomo,Arizona Diamondbacks,$3700,3.16,4.61,0.78,1.06,0.79,0.16,0.04,0.13,0.46,0.09,0.01,0.58,0.74,0.264,0.359,0.434,0.793,11.7,CLE @ ARI
Jose Herrera,Arizona Diamondbacks,$2300,2.57,3.83,0.29,0.67,0.57,0.11,0,0.03,0.27,0,0.01,0.39,1.03,0.201,0.286,0.279,0.565,5.9,CLE @ ARI
Steven Kwan,Cleveland Guardians,$2900,3.72,4.73,0.71,1.19,0.98,0.21,0.02,0.02,0.21,0.27,0.03,0.47,0.49,0.283,0.361,0.37,0.731,10.8,CLE @ ARI
Gabriel Arias,Cleveland Guardians,$2600,3.42,4.17,0.47,0.84,0.55,0.14,0.05,0.12,0.47,0.05,0.04,0.3,1.19,0.225,0.289,0.392,0.682,8.9,CLE @ ARI
Alek Thomas,Arizona Diamondbacks,$2600,3.27,3.94,0.46,0.9,0.59,0.25,0.02,0.07,0.48,0.09,0.01,0.12,0.9,0.24,0.272,0.39,0.662,8.5,CLE @ ARI
Corbin Carroll,Arizona Diamondbacks,$4200,3.79,4.39,0.92,1.15,0.69,0.18,0.03,0.35,0.84,0.15,0.04,0.46,0.95,0.3,0.38,0.657,1.037,15.9,CLE @ ARI
Brayan Rocchio,Cleveland Guardians,$2500,3.64,3.95,0.56,1.02,0.69,0.32,0.01,0.03,0.51,0.06,0.02,0.22,0.8,0.278,0.318,0.406,0.724,9.1,CLE @ ARI
David Fry,Cleveland Guardians,$2500,4.28,4.39,0.49,0.96,0.64,0.21,0.01,0.18,0.65,0.04,0.01,0.31,1.36,0.243,0.307,0.454,0.761,10.7,CLE @ ARI
Blaze Alexander,Arizona Diamondbacks,$2600,2.54,3.72,0.42,0.65,0.51,0.12,0,0.04,0.37,0.06,0.02,0.25,1.11,0.192,0.254,0.266,0.52,6.6,CLE @ ARI
Angel Martinez,Cleveland Guardians,$2700,3.52,4.61,0.45,1.03,0.67,0.27,0.01,0.12,0.54,0.06,0.02,0.19,1.29,0.236,0.269,0.396,0.665,9.5,CLE @ ARI
Adrian Del Castillo,Arizona Diamondbacks,$2600,2.46,4.05,0.32,0.75,0.52,0.16,0.04,0.06,0.33,0,0.01,0.18,1.58,0.202,0.246,0.327,0.573,6.4,CLE @ ARI
CJ Kayfus,Cleveland Guardians,$2300,3.0,4.06,0.38,0.75,0.5,0.22,0.02,0.04,0.3,0.06,0.02,0.24,1.38,0.2,0.254,0.313,0.567,6.9,CLE @ ARI
Trevor Story,Boston Red Sox,$3100,3.9,4.41,0.67,1.1,0.68,0.23,0.04,0.22,0.66,0.09,0.07,0.22,0.97,0.264,0.303,0.518,0.821,12.1,BAL @ BOS
Alex Bregman,Boston Red Sox,$3400,3.91,4.63,0.67,1.29,0.76,0.35,0.02,0.18,0.82,0.01,0.01,0.43,0.6,0.315,0.385,0.549,0.933,13.3,BAL @ BOS
Dylan Carlson,Baltimore Orioles,$2500,2.84,4.02,0.43,0.83,0.63,0.18,0.01,0.04,0.25,0.09,0.01,0.22,1,0.223,0.269,0.32,0.589,7.1,BAL @ BOS
Ryan Mountcastle,Baltimore Orioles,$2800,3.32,4.35,0.56,1.07,0.88,0.17,0.03,0.06,0.51,0.07,0.01,0.18,0.79,0.264,0.3,0.383,0.682,9.3,BAL @ BOS
Adley Rutschman,Baltimore Orioles,$2700,4.81,4.68,0.81,1.15,0.75,0.25,0.03,0.17,0.72,0,0.03,0.56,0.56,0.285,0.377,0.501,0.878,13,BAL @ BOS
Jarren Duran,Boston Red Sox,$3300,3.85,4.52,0.78,1.18,0.8,0.25,0.03,0.19,0.57,0.16,0.06,0.24,0.81,0.284,0.325,0.521,0.846,12.7,BAL @ BOS
Romy Gonzalez,Boston Red Sox,$2800,4.57,4.18,0.63,1.1,0.61,0.23,0.07,0.27,0.81,0.03,0.01,0.16,0.92,0.28,0.318,0.599,0.917,12.8,BAL @ BOS
Nate Eaton,Boston Red Sox,$2100,3.86,4.07,0.46,0.74,0.64,0.07,0.02,0.05,0.28,0.26,0.06,0.24,1.35,0.199,0.262,0.283,0.546,8.1,BAL @ BOS
Gunnar Henderson,Baltimore Orioles,$3400,3.94,4.79,0.71,1.18,0.68,0.33,0.02,0.19,0.65,0.09,0.05,0.55,0.85,0.284,0.374,0.524,0.898,13.4,BAL @ BOS
Masataka Yoshida,Boston Red Sox,$2500,3.84,4.29,0.53,1.12,0.78,0.26,0.02,0.12,0.54,0.01,0.02,0.14,0.51,0.273,0.295,0.454,0.75,9.6,BAL @ BOS
Colton Cowser,Baltimore Orioles,$2700,4.41,4.57,0.55,1.03,0.61,0.29,0.05,0.14,0.62,0.18,0.07,0.37,1.17,0.255,0.321,0.467,0.788,11.9,BAL @ BOS
Ceddanne Rafaela,Boston Red Sox,$2800,4.29,3.96,0.66,1.14,0.62,0.31,0.09,0.19,0.6,0.08,0.03,0.13,0.64,0.307,0.336,0.607,0.943,12,BAL @ BOS
Jackson Holliday,Baltimore Orioles,$2800,3.86,4.91,0.63,1.13,0.84,0.2,0.06,0.1,0.5,0.09,0,0.29,1.08,0.254,0.302,0.409,0.711,10.8,BAL @ BOS
Carlos Narvaez,Boston Red Sox,$2600,3.54,3.85,0.47,0.93,0.58,0.32,0,0.09,0.54,0,0.01,0.34,0.96,0.268,0.339,0.451,0.789,9.2,BAL @ BOS
Coby Mayo,Baltimore Orioles,$2500,3.56,4.24,0.44,0.91,0.56,0.28,0.01,0.08,0.5,0.02,0.01,0.36,1.07,0.237,0.308,0.381,0.689,8.9,BAL @ BOS
Roman Anthony,Boston Red Sox,$3000,3.63,4.74,0.63,0.96,0.65,0.21,0.06,0.08,0.44,0.07,0,0.67,1.19,0.241,0.356,0.395,0.751,10.9,BAL @ BOS
Dylan Beavers,Baltimore Orioles,$2300,3.87,4.13,0.53,0.92,0.64,0.23,0.03,0.06,0.41,0,0.04,0.49,0.89,0.256,0.347,0.399,0.746,8.9,BAL @ BOS
Samuel Basallo,Baltimore Orioles,$2300,2.61,4.46,0.26,0.98,0.85,0.14,0.01,0.01,0.34,0,0.03,0.14,0.55,0.232,0.257,0.294,0.551,6,BAL @ BOS
Salvador Perez,Kansas City Royals,$3000,3.7,4.09,0.53,1.01,0.62,0.14,0.02,0.26,0.79,0,0,0.16,0.76,0.26,0.296,0.518,0.814,11.1,TEX @ KC
Marcus Semien,Texas Rangers,$3000,3.4,4.19,0.41,1.09,0.85,0.21,0.03,0.08,0.44,0.11,0.06,0.51,0.68,0.301,0.394,0.464,0.858,10.2,TEX @ KC
Joc Pederson,Texas Rangers,$2500,3.48,4.07,0.48,0.8,0.57,0.14,0.02,0.1,0.41,0.04,0,0.49,0.91,0.228,0.325,0.372,0.697,8.7,TEX @ KC
Corey Seager,Texas Rangers,$3200,4.0,4.52,0.73,1.02,0.64,0.22,0,0.27,0.67,0.01,0.02,0.42,0.96,0.257,0.34,0.541,0.881,12.8,TEX @ KC
Adam Frazier,Kansas City Royals,$2600,2.62,3.98,0.38,0.82,0.66,0.16,0.01,0.04,0.29,0.07,0.06,0.17,0.64,0.221,0.26,0.317,0.577,6.8,TEX @ KC
Rowdy Tellez,Texas Rangers,$2400,4.75,4.41,0.56,1.01,0.68,0.17,0,0.24,0.71,0.02,0.02,0.27,1.11,0.251,0.306,0.495,0.801,11.4,TEX @ KC
Mike Yastrzemski,Kansas City Royals,$2900,3.76,4.54,0.56,0.98,0.64,0.26,0.01,0.16,0.45,0.03,0,0.6,1.01,0.253,0.353,0.472,0.826,10.9,TEX @ KC
Jonah Heim,Texas Rangers,$2400,3.54,3.85,0.45,0.81,0.6,0.12,0.01,0.14,0.52,0.05,0.01,0.2,0.74,0.227,0.266,0.403,0.669,8.5,TEX @ KC
Jonathan India,Kansas City Royals,$2700,2.78,3.87,0.35,0.8,0.54,0.2,0,0.08,0.39,0.01,0.01,0.37,0.57,0.232,0.308,0.368,0.676,7.5,TEX @ KC
Kyle Isbel,Kansas City Royals,$2300,2.87,3.65,0.37,0.8,0.65,0.14,0.01,0.04,0.34,0.04,0.06,0.19,0.67,0.234,0.274,0.331,0.605,6.6,TEX @ KC
Bobby Witt Jr.,Kansas City Royals,$4000,3.3,4.42,0.68,1.12,0.68,0.24,0.06,0.18,0.58,0.21,0.03,0.44,0.79,0.29,0.368,0.534,0.902,13.2,TEX @ KC
Josh Smith,Texas Rangers,$2800,3.36,4.74,0.57,1.13,0.8,0.29,0.07,0.02,0.33,0.09,0.02,0.29,0.79,0.259,0.307,0.389,0.695,9.4,TEX @ KC
Vinnie Pasquantino,Kansas City Royals,$3100,3.29,4.31,0.48,0.9,0.6,0.12,0,0.22,0.75,0,0,0.28,0.75,0.225,0.275,0.431,0.706,10.2,TEX @ KC
