player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Paul Goldschmidt,New York Yankees,$3000,4.07,4.81,0.58,1.12,0.76,0.25,0.02,0.16,0.63,0.16,0.02,0.42,0.91,0.261,0.325,0.453,0.778,12.2,NYY @ ATL
Giancarlo Stanton,New York Yankees,$3100,2.9,4.48,0.52,0.74,0.48,0.12,0,0.15,0.54,0,0.01,0.44,1.69,0.186,0.275,0.339,0.614,9,NYY @ ATL
Jurickson Profar,Atlanta Braves,$2900,3.55,4.17,0.42,1.05,0.63,0.33,0,0.16,0.63,0,0.01,0.24,0.83,0.275,0.325,0.507,0.832,10.3,NYY @ ATL
Marcell Ozuna,Atlanta Braves,$2900,3.76,4.06,0.58,0.77,0.44,0.17,0,0.23,0.6,0.01,0.02,0.56,0.93,0.228,0.337,0.503,0.839,10.9,NYY @ ATL
Aaron Judge,New York Yankees,$4800,3.71,4.59,0.95,1.2,0.58,0.27,0,0.43,0.96,0.07,0.04,0.7,1.06,0.324,0.444,0.763,1.207,17.8,NYY @ ATL
Matt Olson,Atlanta Braves,$3600,3.33,4.5,0.63,1,0.54,0.28,0.02,0.23,0.62,0,0.01,0.51,1.13,0.259,0.347,0.538,0.884,12,NYY @ ATL
Cody Bellinger,New York Yankees,$3400,4.18,4.7,0.76,1.24,0.73,0.29,0.02,0.23,0.74,0.14,0.01,0.47,0.68,0.298,0.368,0.558,0.926,14.2,NYY @ ATL
Ozzie Albies,Atlanta Braves,$2600,2.96,3.95,0.46,0.83,0.68,0.14,0.03,0.04,0.25,0.08,0.04,0.38,0.57,0.24,0.316,0.349,0.666,7.7,NYY @ ATL
Ronald Acuna Jr.,Atlanta Braves,$4100,3.24,4.61,0.8,1,0.57,0.16,0.03,0.28,0.56,0.03,0.03,0.62,1.34,0.259,0.38,0.545,0.926,13.3,NYY @ ATL
Austin Riley,Atlanta Braves,$3200,3.25,4.39,0.55,0.95,0.67,0.14,0.01,0.19,0.63,0.01,0.03,0.32,1.18,0.238,0.302,0.438,0.74,10.4,NYY @ ATL
Jazz Chisholm,New York Yankees,$3700,3.41,4.37,0.56,0.91,0.5,0.16,0.02,0.27,0.64,0.18,0.03,0.51,1.51,0.241,0.334,0.52,0.854,12.6,NYY @ ATL
Nick Allen,Atlanta Braves,$2300,3.09,3.73,0.38,0.78,0.66,0.17,0,0,0.25,0.13,0.02,0.34,0.61,0.238,0.319,0.306,0.624,7.1,NYY @ ATL
Michael Harris II,Atlanta Braves,$2500,2.84,3.84,0.35,0.79,0.62,0.16,0,0.07,0.26,0.1,0.05,0.22,0.65,0.225,0.28,0.348,0.629,7.1,NYY @ ATL
Oswald Peraza,New York Yankees,$2100,3.76,4.04,0.42,0.81,0.56,0.2,0.01,0.09,0.39,0.04,0.03,0.26,1.25,0.225,0.284,0.371,0.655,7.9,NYY @ ATL
Anthony Volpe,New York Yankees,$3100,2.74,4.26,0.51,0.72,0.43,0.2,0.04,0.08,0.29,0.12,0.03,0.41,1.24,0.19,0.276,0.334,0.61,8.5,NYY @ ATL
Jasson Dominguez,New York Yankees,$2900,3.69,3.93,0.58,0.82,0.48,0.15,0.04,0.14,0.55,0.16,0.01,0.51,1.16,0.243,0.346,0.437,0.783,10.7,NYY @ ATL
Austin Wells,New York Yankees,$2900,3.28,4.15,0.47,0.79,0.42,0.15,0.02,0.2,0.53,0.02,0.01,0.39,1.1,0.214,0.292,0.43,0.722,9.5,NYY @ ATL
Drake Baldwin,Atlanta Braves,$2800,3.5,4.28,0.57,0.85,0.55,0.17,0.03,0.16,0.47,0,0,0.39,0.66,0.228,0.317,0.431,0.748,9.8,NYY @ ATL
Jacob Stallings,Baltimore Orioles,$2100,2.9,3.83,0.23,0.7,0.53,0.1,0,0.1,0.38,0,0,0.19,1.18,0.194,0.237,0.314,0.551,6.1,BAL @ TB
Yandy Diaz,Tampa Bay Rays,$3000,3.9,4.64,0.62,1.22,0.89,0.23,0,0.14,0.73,0.03,0.02,0.39,0.5,0.291,0.356,0.455,0.811,11.7,BAL @ TB
Tyler O'Neill,Baltimore Orioles,$2900,2.79,4.05,0.44,0.67,0.42,0.13,0.02,0.13,0.34,0.03,0.03,0.49,1.13,0.192,0.299,0.362,0.661,8.1,BAL @ TB
Ryan O'Hearn,Baltimore Orioles,$3100,3.71,4.39,0.55,1.04,0.71,0.22,0.01,0.15,0.61,0.04,0,0.51,0.53,0.281,0.388,0.478,0.866,11.5,BAL @ TB
Ramon Laureano,Baltimore Orioles,$3000,4.53,4.28,0.63,1.07,0.53,0.26,0.05,0.29,0.74,0.08,0.04,0.4,1.13,0.285,0.361,0.632,0.993,13.6,BAL @ TB
