player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.25,0.02,0.02,4.6,0,0.17,0.32,0.32,0.18,0.16,0.06,0.11,0.27,1.35,,1.4,LAA @ LAD
Tanner Scott,Los Angeles Dodgers,0.03-0.04,$5500,0.53,0.03,0.04,1.78,0,0.33,0.61,0.42,0.13,0.12,0.04,0.19,0.43,1,,2.9,LAA @ LAD
Dustin May,Los Angeles Dodgers,0.49-0.19,$8200,3.67,0.49,0.19,2.87,1,0,5.41,4.49,1.92,1.73,0.56,1.62,4.71,1.13,,30.1,LAA @ LAD
Jack Kochanowicz,Los Angeles Angels,0.17-0.48,$7000,2.71,0.17,0.48,4.78,1,0,4.93,5.55,2.97,2.62,0.77,1.71,3.16,1.47,,19,LAA @ LAD
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.47,0.03,0.03,2.39,0,0.29,0.53,0.4,0.15,0.14,0.03,0.18,0.41,1.09,,2.6,STL @ KC
Ryan Helsley,St. Louis Cardinals,0.02-0.02,$5500,0.38,0.02,0.02,2.43,0,0.21,0.4,0.3,0.12,0.11,0.02,0.18,0.38,1.21,,2.1,STL @ KC
Andre Pallante,St. Louis Cardinals,0.26-0.33,$7700,2.99,0.26,0.33,4.15,1,0,5.16,5.27,2.76,2.38,0.51,2,3.82,1.41,,23,STL @ KC
Cole Ragans,Kansas City Royals,0.28-0.23,$9800,2.97,0.28,0.23,3.33,1,0,4.78,3.57,2.02,1.77,0.48,1.53,5.5,1.07,,29.1,STL @ KC
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.49,0.02,0.03,3.17,0,0.26,0.49,0.41,0.19,0.17,0.05,0.26,0.53,1.36,,2.7,ATL @ BOS
Chris Sale,Atlanta Braves,0.35-0.34,$9600,3.78,0.35,0.34,3.45,1,0,5.98,4.99,2.56,2.29,0.47,1.62,6.91,1.1,,36.3,ATL @ BOS
Raisel Iglesias,Atlanta Braves,0.02-0.03,$5500,0.35,0.02,0.03,3.47,0,0.24,0.44,0.38,0.18,0.17,0.08,0.09,0.33,1.09,,1.9,ATL @ BOS
Garrett Crochet,Boston Red Sox,0.29-0.28,$10800,3.2,0.29,0.28,2.92,1,0,5.44,3.89,1.97,1.76,0.51,1.36,6.5,0.97,,34.6,ATL @ BOS
Nathan Eovaldi,Texas Rangers,0.36-0.24,$10500,2.74,0.36,0.24,3.59,1,0,5.05,4.41,2.41,2.02,0.55,1.32,5.22,1.13,,28.8,HOU @ TEX
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.45,0.03,0.03,2.84,0,0.29,0.54,0.43,0.18,0.17,0.05,0.06,0.41,0.91,,2.5,HOU @ TEX
Lance McCullers,Houston Astros,0.29-0.46,$7300,3.16,0.29,0.46,5.07,1,0,5.38,5.25,3.54,3.03,0.78,2.04,4.22,1.35,,23.1,HOU @ TEX
Josh Hader,Houston Astros,0.02-0.02,$5500,0.38,0.02,0.02,2.87,0,0.21,0.39,0.32,0.14,0.13,0.05,0.13,0.41,1.15,,2.1,HOU @ TEX
Carlos Rodon,New York Yankees,0.28-0.35,$10000,3.05,0.28,0.35,4.13,1,0,5.49,4.67,2.8,2.52,0.88,2,6.11,1.21,,30.5,NYM @ NYY
Edwin Diaz,New York Mets,0.02-0.03,$5500,0.47,0.02,0.03,3.38,0,0.24,0.45,0.39,0.18,0.17,0.06,0.19,0.53,1.29,,2.6,NYM @ NYY
Devin Williams,New York Yankees,0.02-0.03,$5500,0.53,0.02,0.03,4.12,0,0.26,0.48,0.45,0.24,0.22,0.01,0.29,0.66,1.54,,2.9,NYM @ NYY
Tylor Megill,New York Mets,0.36-0.32,$8400,3.45,0.36,0.32,4.38,1,0,5.29,4.59,2.76,2.57,0.65,2.32,5.73,1.31,,29,NYM @ NYY
Andres Munoz,Seattle Mariners,0.02-0.02,$5500,0.42,0.02,0.02,1.27,0,0.21,0.39,0.25,0.06,0.06,0.02,0.17,0.38,1.07,,2.3,SEA @ SD
Robert Suarez,San Diego Padres,0.03-0.03,$5500,0.45,0.03,0.03,2.8,0,0.29,0.54,0.43,0.18,0.17,0.04,0.18,0.4,1.14,,2.5,SEA @ SD
Stephen Kolek,San Diego Padres,0.37-0.2,$8100,3.42,0.37,0.2,3.14,1,0,5.39,4.8,2.1,1.88,0.6,1.44,4.34,1.16,,27.7,SEA @ SD
Logan Evans,Seattle Mariners,0.2-0.41,$7000,3.27,0.2,0.41,3.89,1,0,5.21,5.08,2.64,2.25,0.9,2.01,3.77,1.36,,22.9,SEA @ SD
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.35,0.02,0.02,3.74,0,0.21,0.38,0.35,0.17,0.16,0.05,0.09,0.36,1.14,,1.9,DET @ TOR
Jack Flaherty,Detroit Tigers,0.36-0.18,$8700,3.71,0.36,0.18,3.54,1,0,5.52,4.59,2.44,2.17,0.78,1.61,6.05,1.12,,32.3,DET @ TOR
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.4,0.03,0.03,3.21,0,0.29,0.55,0.46,0.21,0.2,0.05,0.19,0.33,1.19,,2.2,DET @ TOR
Bowden Francis,Toronto Blue Jays,0.16-0.41,$7200,3.22,0.16,0.41,4.42,1,0,5.25,5.12,2.84,2.58,1.08,1.29,4.31,1.22,,23.2,DET @ TOR
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.33,0.02,0.02,3.35,0,0.23,0.42,0.36,0.17,0.16,0.03,0.17,0.31,1.26,,1.8,WSH @ BAL
MacKenzie Gore,Washington Nationals,0.29-0.37,$9700,3.14,0.29,0.37,4.35,1,0,5.38,5.04,2.85,2.6,0.75,2.21,6.32,1.35,,30.5,WSH @ BAL
Felix Bautista,Baltimore Orioles,0.03-0.03,$5500,0.44,0.03,0.03,2.88,0,0.27,0.51,0.41,0.18,0.16,0.05,0.21,0.4,1.23,,2.4,WSH @ BAL
Cade Povich,Baltimore Orioles,0.32-0.3,$7100,3.76,0.32,0.3,3.77,1,0,5.63,5.07,2.6,2.36,0.74,1.61,4.47,1.19,,26.7,WSH @ BAL
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.44,0.03,0.03,3.2,0,0.27,0.51,0.43,0.2,0.18,0.03,0.22,0.41,1.28,,2.4,TB @ MIA
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.38,0.02,0.02,2.87,0,0.22,0.42,0.34,0.15,0.13,0.01,0.21,0.37,1.31,,2.1,TB @ MIA
Max Meyer,Miami Marlins,0.22-0.36,$8900,2.37,0.22,0.36,5.07,1,0,5.19,5.71,3.19,2.92,0.99,1.75,3.9,1.44,,21.1,TB @ MIA
Taj Bradley,Tampa Bay Rays,0.37-0.25,$8500,3.15,0.37,0.25,4.16,1,0,5.44,5.5,2.87,2.51,0.78,1.66,4.83,1.32,,26.8,TB @ MIA
Logan Webb,San Francisco Giants,0.51-0.17,$10600,3.44,0.51,0.17,2.21,1,0,5.92,4.64,1.76,1.45,0.34,1.45,5.84,1.03,,36.5,OAK @ SF
JP Sears,Oakland Athletics,0.18-0.5,$8800,2.53,0.18,0.5,4.51,1,0,5.39,5.53,3.05,2.7,0.76,1.65,3.88,1.33,,22.3,OAK @ SF
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.35,0.02,0.02,3.39,0,0.18,0.33,0.29,0.14,0.13,0.04,0.12,0.4,1.24,,1.9,OAK @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.55,0.03,0.03,3.56,0,0.32,0.6,0.53,0.26,0.24,0.02,0.19,0.58,1.2,,3,OAK @ SF
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.18,0.01,0.02,6.68,0,0.14,0.26,0.32,0.21,0.19,0.03,0.16,0.26,1.83,,1,COL @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.04,$5500,0.58,0.03,0.04,3.24,0,0.36,0.67,0.57,0.26,0.24,0.09,0.22,0.56,1.18,,3.2,COL @ ARI
Trevor Megill,Milwaukee Brewers,0.02-0.02,$5500,0.4,0.02,0.02,2.8,0,0.23,0.43,0.34,0.15,0.13,0.04,0.18,0.38,1.21,,2.2,MIN @ MIL
Joe Ryan,Minnesota Twins,0.35-0.3,$10200,3.23,0.35,0.3,3.42,1,0,5.69,4.76,2.37,2.16,0.81,1.22,6.07,1.05,,32.9,MIN @ MIL
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.47,0.03,0.03,2.52,0,0.27,0.5,0.39,0.15,0.14,0.02,0.17,0.44,1.1,,2.6,MIN @ MIL
Chad Patrick,Milwaukee Brewers,0.26-0.34,$7600,3.47,0.26,0.34,4.12,1,0,5.35,4.69,2.65,2.45,0.65,1.59,4.78,1.17,,26.4,MIN @ MIL
