player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Jose Iglesias,San Diego Padres,$2500,3.36,4.2,0.4,1.03,0.8,0.21,0,0.05,0.44,0.07,0.02,0.3,0.82,0.267,0.321,0.368,0.688,8.4,SD @ STL
Manny Machado,San Diego Padres,$3600,3.28,4.53,0.6,1.24,0.84,0.29,0.01,0.18,0.57,0.05,0.04,0.33,0.87,0.3,0.353,0.525,0.879,11.8,SD @ STL
Nolan Arenado,St. Louis Cardinals,$2800,3.07,4.18,0.39,0.87,0.59,0.2,0.01,0.14,0.47,0.02,0.01,0.23,0.36,0.226,0.274,0.412,0.686,8.6,SD @ STL
Xander Bogaerts,San Diego Padres,$3100,2.81,4.42,0.48,0.97,0.77,0.18,0.03,0.04,0.29,0.13,0.06,0.35,0.57,0.247,0.318,0.349,0.668,8.7,SD @ STL
Elias Diaz,San Diego Padres,$2400,2.42,3.87,0.28,0.76,0.55,0.18,0.01,0.04,0.19,0,0.01,0.27,0.94,0.215,0.28,0.314,0.594,5.8,SD @ STL
Willson Contreras,St. Louis Cardinals,$3200,3.53,4.3,0.52,0.99,0.6,0.25,0.02,0.21,0.64,0.05,0.01,0.36,0.98,0.256,0.32,0.513,0.833,11.3,SD @ STL
Fernando Tatis Jr.,San Diego Padres,$3700,3.46,4.76,0.75,1.25,0.95,0.19,0.03,0.17,0.51,0.1,0.04,0.53,0.94,0.301,0.381,0.507,0.888,12.8,SD @ STL
Luis Arraez,San Diego Padres,$3100,3.32,4.64,0.55,1.35,1.07,0.26,0.02,0.07,0.39,0.13,0.07,0.15,0.53,0.306,0.334,0.441,0.775,10.3,SD @ STL
Jake Cronenworth,San Diego Padres,$3000,3.4,4.09,0.52,0.98,0.66,0.24,0.01,0.12,0.58,0.02,0.02,0.48,0.75,0.276,0.361,0.465,0.827,10.2,SD @ STL
Gavin Sheets,San Diego Padres,$3100,2.77,4.31,0.37,0.97,0.61,0.22,0.01,0.16,0.46,0,0,0.15,0.9,0.239,0.271,0.424,0.695,8.6,SD @ STL
Brendan Donovan,St. Louis Cardinals,$2900,3.41,4.63,0.5,1.21,0.88,0.26,0.02,0.07,0.47,0.04,0.04,0.31,0.68,0.29,0.35,0.416,0.766,9.9,SD @ STL
