player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Paul Goldschmidt,New York Yankees,$3500,2.71,4.31,0.46,1.02,0.74,0.24,0.01,0.11,0.42,0.09,0.01,0.25,0.84,0.258,0.308,0.426,0.734,9.5,TEX @ NYY
Marcus Semien,Texas Rangers,$2800,3.07,4.33,0.44,0.79,0.59,0.15,0.03,0.09,0.36,0.05,0.03,0.52,0.78,0.216,0.312,0.358,0.67,8.6,TEX @ NYY
Aaron Judge,New York Yankees,$4800,3.29,4.53,0.79,1.16,0.61,0.2,0.01,0.4,0.86,0.06,0,0.56,1.14,0.302,0.4,0.679,1.079,15.8,TEX @ NYY
Cody Bellinger,New York Yankees,$3300,3.03,4.2,0.41,1,0.74,0.18,0.01,0.14,0.43,0.19,0.05,0.24,0.69,0.26,0.314,0.437,0.751,10,TEX @ NYY
Adolis Garcia,Texas Rangers,$3100,3.42,4.44,0.53,0.88,0.53,0.14,0.03,0.21,0.53,0.11,0.01,0.34,1.2,0.218,0.284,0.429,0.713,10.6,TEX @ NYY
Trent Grisham,New York Yankees,$3200,2.44,4.64,0.36,0.72,0.47,0.16,0,0.12,0.43,0.01,0,0.39,1.34,0.175,0.247,0.313,0.56,7.8,TEX @ NYY
Sam Haggerty,Texas Rangers,$2200,3.95,4.78,0.48,0.99,0.67,0.29,0.02,0.06,0.42,0.01,0.05,0.27,0.91,0.227,0.278,0.36,0.639,8.7,TEX @ NYY
Jonah Heim,Texas Rangers,$2800,3.61,4.55,0.44,1.03,0.74,0.22,0.02,0.13,0.63,0.03,0.02,0.32,0.85,0.247,0.302,0.424,0.726,10.1,TEX @ NYY
Jake Burger,Texas Rangers,$2600,3.5,3.89,0.43,0.84,0.49,0.2,0,0.18,0.58,0,0.01,0.25,1,0.235,0.291,0.46,0.751,9.1,TEX @ NYY
Josh Smith,Texas Rangers,$2900,3.45,4.11,0.61,1.05,0.84,0.14,0.01,0.09,0.41,0.19,0.04,0.3,0.74,0.282,0.338,0.41,0.748,10,TEX @ NYY
Ezequiel Duran,Texas Rangers,$2100,3.43,4,0.28,0.74,0.48,0.19,0.01,0.09,0.4,0.04,0,0.27,0.97,0.202,0.26,0.337,0.597,7.2,TEX @ NYY
Oswaldo Cabrera,New York Yankees,$2600,2.12,3.86,0.23,0.81,0.69,0.09,0.03,0.01,0.22,0.05,0,0.15,0.85,0.229,0.272,0.29,0.562,5.5,TEX @ NYY
Josh Jung,Texas Rangers,$3200,3.09,4.22,0.49,1.08,0.69,0.24,0.02,0.17,0.49,0.03,0,0.21,0.94,0.273,0.312,0.477,0.789,9.9,TEX @ NYY
Anthony Volpe,New York Yankees,$3000,3.37,4.09,0.6,0.98,0.72,0.18,0.05,0.11,0.43,0.09,0.05,0.33,1.07,0.265,0.331,0.448,0.778,10.1,TEX @ NYY
Austin Wells,New York Yankees,$2900,2.93,3.98,0.4,0.77,0.55,0.11,0,0.16,0.47,0.03,0.02,0.39,0.78,0.216,0.292,0.393,0.686,8.5,TEX @ NYY
Wyatt Langford,Texas Rangers,$3600,3.39,4.67,0.68,1.13,0.73,0.26,0.06,0.14,0.48,0.1,0.02,0.52,1,0.278,0.366,0.483,0.85,12.2,TEX @ NYY
Ben Rice,New York Yankees,$3300,3.09,4.42,0.51,0.88,0.61,0.13,0.01,0.19,0.67,0,0.02,0.39,1.25,0.221,0.293,0.423,0.715,10.2,TEX @ NYY
Jorbit Vivas,New York Yankees,$2300,3.04,3.75,0.37,0.78,0.6,0.17,0,0.06,0.39,0,0.02,0.3,0.81,0.234,0.299,0.348,0.648,7,TEX @ NYY
Starling Marte,New York Mets,$2500,3.48,4.18,0.53,0.87,0.66,0.13,0.03,0.05,0.47,0.12,0.02,0.27,1.13,0.226,0.287,0.32,0.607,8.7,NYM @ BOS
Francisco Lindor,New York Mets,$3700,3.49,4.74,0.83,1.12,0.75,0.21,0.02,0.17,0.61,0.17,0.03,0.37,1,0.262,0.332,0.451,0.783,12.9,NYM @ BOS
Trevor Story,Boston Red Sox,$2800,3.25,4.04,0.53,0.78,0.53,0.13,0.02,0.12,0.35,0.2,0.06,0.32,1.31,0.213,0.278,0.365,0.643,9.1,NYM @ BOS
Brandon Nimmo,New York Mets,$3000,3.23,4.29,0.45,0.76,0.46,0.16,0.01,0.14,0.67,0.09,0,0.37,1.15,0.202,0.28,0.363,0.643,9.7,NYM @ BOS
Alex Bregman,Boston Red Sox,$3700,2.59,4.37,0.48,0.97,0.67,0.21,0.01,0.12,0.62,0.01,0,0.33,0.56,0.245,0.301,0.406,0.707,9.6,NYM @ BOS
Luis Torrens,New York Mets,$2500,3.84,4.07,0.46,0.99,0.57,0.33,0.07,0.08,0.4,0,0,0.46,0.98,0.28,0.368,0.498,0.865,9.6,NYM @ BOS
Rafael Devers,Boston Red Sox,$3700,3.65,4.48,0.65,1,0.55,0.27,0.02,0.21,0.81,0.03,0,0.74,1.1,0.274,0.403,0.547,0.95,13.5,NYM @ BOS
Juan Soto,New York Mets,$3800,3.08,4.63,0.64,0.9,0.53,0.21,0.01,0.2,0.58,0.05,0,0.64,0.97,0.231,0.337,0.462,0.799,11.7,NYM @ BOS
Pete Alonso,New York Mets,$3800,3.24,4.52,0.6,1.04,0.55,0.26,0.01,0.24,0.76,0,0.02,0.47,1.33,0.26,0.342,0.521,0.863,12.3,NYM @ BOS
Tyrone Taylor,New York Mets,$2400,3.54,3.85,0.48,0.82,0.49,0.24,0.05,0.06,0.49,0.1,0.04,0.17,1.07,0.227,0.266,0.381,0.647,8.5,NYM @ BOS
Jarren Duran,Boston Red Sox,$3400,3.71,4.59,0.76,1.17,0.78,0.28,0.07,0.08,0.52,0.29,0.09,0.3,0.88,0.279,0.329,0.449,0.777,12.6,NYM @ BOS
Mark Vientos,New York Mets,$2700,4.3,4.4,0.63,0.97,0.62,0.15,0.04,0.22,0.77,0.01,0.02,0.35,1.31,0.244,0.306,0.484,0.79,11.6,NYM @ BOS
