player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Wilmer Flores,San Francisco Giants,$2900,3.69,4.58,0.63,1.11,0.77,0.26,0.01,0.12,0.54,0,0.02,0.4,0.82,0.276,0.347,0.442,0.79,10.7,SF @ ARI
Eugenio Suarez,Arizona Diamondbacks,$3600,3.0,4.14,0.65,1.01,0.61,0.2,0.01,0.23,0.54,0.02,0.01,0.23,1.15,0.264,0.315,0.518,0.833,10.8,SF @ ARI
Ketel Marte,Arizona Diamondbacks,$4200,3.26,4.48,0.73,1.23,0.84,0.2,0,0.24,0.83,0.02,0.04,0.56,0.73,0.319,0.405,0.575,0.98,13.7,SF @ ARI
Rafael Devers,San Francisco Giants,$3800,3.24,4.69,0.65,0.95,0.55,0.24,0,0.24,0.7,0.01,0.01,0.54,1.22,0.235,0.329,0.491,0.82,12.3,SF @ ARI
Willy Adames,San Francisco Giants,$3000,3.73,4.36,0.57,0.99,0.68,0.14,0.03,0.18,0.54,0.07,0.01,0.5,1.23,0.268,0.367,0.485,0.852,11.2,SF @ ARI
Lourdes Gurriel,Arizona Diamondbacks,$2800,3.32,4.03,0.55,0.97,0.75,0.1,0.05,0.11,0.49,0.07,0.04,0.2,0.73,0.261,0.31,0.412,0.722,9.3,SF @ ARI
Josh Naylor,Arizona Diamondbacks,$3500,2.71,4.25,0.43,1.03,0.74,0.2,0.04,0.1,0.47,0.09,0,0.31,0.56,0.266,0.322,0.431,0.754,9.5,SF @ ARI
Mike Yastrzemski,San Francisco Giants,$3000,3.43,4.47,0.58,1.04,0.75,0.21,0,0.11,0.46,0.06,0.02,0.5,0.96,0.267,0.356,0.418,0.774,10.3,SF @ ARI
Pavin Smith,Arizona Diamondbacks,$2900,4.03,4.36,0.66,0.93,0.52,0.19,0.01,0.24,0.65,0.01,0,0.47,1.51,0.246,0.339,0.501,0.84,11.7,SF @ ARI
Geraldo Perdomo,Arizona Diamondbacks,$3300,2.97,4.59,0.63,1.09,0.81,0.25,0.03,0.04,0.39,0.08,0.01,0.36,0.74,0.263,0.327,0.381,0.709,9.8,SF @ ARI
Jake McCarthy,Arizona Diamondbacks,$2400,2.58,3.92,0.37,0.74,0.62,0.08,0.01,0.06,0.26,0.03,0.02,0.22,0.66,0.203,0.257,0.288,0.544,6.2,SF @ ARI
Jose Herrera,Arizona Diamondbacks,$2400,2.96,3.7,0.37,0.7,0.51,0.14,0,0.07,0.47,0,0,0.33,0.91,0.214,0.29,0.327,0.617,7.1,SF @ ARI
Heliot Ramos,San Francisco Giants,$3300,4.21,4.8,0.73,1.28,0.8,0.3,0.04,0.24,0.8,0.01,0.03,0.34,1.09,0.295,0.356,0.578,0.934,13.9,SF @ ARI
Alek Thomas,Arizona Diamondbacks,$2500,3.52,3.81,0.58,0.8,0.54,0.19,0.01,0.1,0.53,0.05,0.03,0.21,0.86,0.227,0.276,0.381,0.657,8.8,SF @ ARI
Casey Schmitt,San Francisco Giants,$2700,3.22,4.13,0.43,1.01,0.7,0.26,0.02,0.09,0.46,0,0,0.25,0.98,0.266,0.311,0.436,0.747,8.7,SF @ ARI
Patrick Bailey,San Francisco Giants,$2400,3.92,4.02,0.45,0.88,0.57,0.23,0.03,0.12,0.48,0.01,0.01,0.44,1.12,0.257,0.347,0.469,0.816,9.4,SF @ ARI
Jung Hoo Lee,San Francisco Giants,$3100,3.48,4.24,0.66,1.07,0.69,0.33,0.02,0.1,0.45,0.13,0.04,0.28,0.43,0.277,0.325,0.468,0.793,10.8,SF @ ARI
Christian Koss,San Francisco Giants,$2200,4.14,3.91,0.52,0.96,0.69,0.23,0.04,0.07,0.4,0.07,0.01,0.29,0.71,0.27,0.329,0.432,0.761,9.1,SF @ ARI
DJ LeMahieu,New York Yankees,$2400,2.54,3.98,0.4,0.71,0.59,0.12,0,0.03,0.18,0,0.01,0.42,0.92,0.205,0.297,0.275,0.572,6.1,NYY @ TOR
Giancarlo Stanton,New York Yankees,$2800,3.36,4.53,0.49,0.89,0.57,0.2,0.01,0.12,0.52,0,0,0.48,1.2,0.226,0.317,0.38,0.696,9.4,NYY @ TOR
George Springer,Toronto Blue Jays,$3300,3.33,4.11,0.57,0.83,0.58,0.16,0.01,0.14,0.49,0.17,0.02,0.56,0.88,0.244,0.364,0.442,0.807,11,NYY @ TOR
Aaron Judge,New York Yankees,$4900,3.37,4.76,0.8,1.32,0.75,0.26,0.01,0.36,0.94,0.04,0.02,0.7,1.07,0.332,0.434,0.692,1.126,16.5,NYY @ TOR
Cody Bellinger,New York Yankees,$3200,4.16,4.65,0.74,1.17,0.73,0.22,0.04,0.21,0.63,0.14,0.04,0.48,0.62,0.285,0.363,0.524,0.886,13.3,NYY @ TOR
Myles Straw,Toronto Blue Jays,$2200,2.73,3.78,0.39,0.7,0.58,0.11,0.01,0.04,0.27,0.07,0,0.11,0.66,0.196,0.223,0.283,0.507,6,NYY @ TOR
