player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Josh Hader,Houston Astros,0.03-0.03,$5500,0.4,0.03,0.03,2.31,0,0.29,0.54,0.41,0.15,0.14,0.09,0.18,0.27,1.07,,2.2,HOU @ ATL
Bryce Elder,Atlanta Braves,0.26-0.36,$7600,3.61,0.26,0.36,3.66,1,0,5.52,4.85,2.77,2.25,0.7,1.94,4.69,1.23,,27.4,HOU @ ATL
Alexis Diaz,Atlanta Braves,0.02-0.02,$5500,0.18,0.02,0.02,7.93,0,0.21,0.39,0.53,0.37,0.34,0.12,0.23,0.26,1.96,,1,HOU @ ATL
Hunter Brown,Houston Astros,0.38-0.27,$10300,3.21,0.38,0.27,3.75,1,0,5.57,4.84,2.64,2.32,0.61,1.84,6.36,1.2,,33.1,HOU @ ATL
Joe Ryan,Minnesota Twins,0.36-0.28,$9400,3.83,0.36,0.28,3.57,1,0,5.75,5.16,2.51,2.28,0.63,1.19,7.13,1.11,,36,ARI @ MIN
Ryne Nelson,Arizona Diamondbacks,0.32-0.38,$8400,3.23,0.32,0.38,4.27,1,0,5.62,5.39,2.93,2.67,0.9,1.52,4.87,1.23,,27.1,ARI @ MIN
Clayton Kershaw,Los Angeles Dodgers,0.25-0.36,$8500,2.82,0.25,0.36,4.26,1,0,5.05,5.4,2.53,2.39,0.63,1.44,4.31,1.35,,24,LAD @ SF
Tanner Scott,Los Angeles Dodgers,0.02-0.02,$5500,0.24,0.02,0.02,4.52,0,0.23,0.42,0.42,0.23,0.21,0.09,0.14,0.18,1.32,,1.3,LAD @ SF
Logan Webb,San Francisco Giants,0.38-0.31,$9800,3.42,0.38,0.31,3.24,1,0,5.9,5.42,2.4,2.13,0.49,1.57,5.88,1.19,,33.5,LAD @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.33,0.03,0.03,3.51,0,0.27,0.51,0.44,0.21,0.2,0.03,0.13,0.22,1.14,,1.8,LAD @ SF
Kenley Jansen,Los Angeles Angels,0.01-0.02,$5500,0.18,0.01,0.02,2.82,0,0.14,0.26,0.21,0.09,0.08,0.04,0.09,0.12,1.15,,1,LAA @ SEA
Andres Munoz,Seattle Mariners,0.03-0.04,$5500,0.55,0.03,0.04,1.65,0,0.36,0.67,0.45,0.13,0.12,0.03,0.29,0.38,1.11,,3,LAA @ SEA
Bryan Woo,Seattle Mariners,0.46-0.2,$10600,3.22,0.46,0.2,2.99,1,0,5.67,4.85,2.13,1.88,0.68,1.18,5.95,1.06,,34.1,LAA @ SEA
Mitch Farris,Los Angeles Angels,0.16-0.42,$7200,2.53,0.16,0.42,5.18,1,0,4.48,5.09,2.88,2.58,0.91,2.01,3.53,1.58,,18.2,LAA @ SEA
Sonny Gray,St. Louis Cardinals,0.33-0.29,$8900,3.27,0.33,0.29,4.05,1,0,5.26,4.74,2.68,2.37,0.78,1.38,5.54,1.16,,29.1,STL @ MIL
Jacob Misiorowski,Milwaukee Brewers,0.25-0.36,$8900,3.24,0.25,0.36,4.43,1,0,5.08,4.5,2.9,2.5,0.84,1.99,6,1.28,,28.8,STL @ MIL
Luis Severino,Oakland Athletics,0.29-0.31,$8000,3.06,0.29,0.31,3.88,1,0,5.37,5.44,2.53,2.32,0.66,1.66,3.95,1.32,,24.5,CIN @ OAK
Hunter Greene,Cincinnati Reds,0.36-0.34,$10700,2.79,0.36,0.34,4.16,1,0,5.61,5.01,2.76,2.59,1.04,1.66,5.64,1.19,,29.9,CIN @ OAK
Dylan Cease,San Diego Padres,0.6-0.14,$9600,4.26,0.6,0.14,2.26,1,0,5.8,4.07,1.62,1.45,0.49,1.65,7.23,0.99,,40.9,COL @ SD
Bradley Blalock,Colorado Rockies,0.12-0.53,$6000,2.6,0.12,0.53,5.4,1,0,4.44,5,2.91,2.66,1.07,1.7,2.9,1.51,,15.6,COL @ SD
