player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Joc Pederson,Texas Rangers,$2700,3.11,4.49,0.53,0.79,0.51,0.21,0.01,0.08,0.39,0.02,0.01,0.44,0.93,0.199,0.283,0.325,0.608,8.4,TEX @ ARI
Ketel Marte,Arizona Diamondbacks,$3700,3.84,4.6,0.88,1.05,0.56,0.32,0,0.24,0.79,0.07,0.01,0.51,0.62,0.263,0.35,0.539,0.889,14.2,TEX @ ARI
Lourdes Gurriel,Arizona Diamondbacks,$2900,3.28,4.27,0.49,1.04,0.74,0.2,0.01,0.13,0.6,0.05,0.04,0.14,0.64,0.257,0.284,0.421,0.705,9.5,TEX @ ARI
Adolis Garcia,Texas Rangers,$2900,3.97,4.38,0.57,1.03,0.62,0.2,0.03,0.23,0.71,0.08,0,0.2,1.04,0.252,0.287,0.503,0.789,11.5,TEX @ ARI
Rowdy Tellez,Texas Rangers,$2500,4.16,4.27,0.5,0.88,0.49,0.19,0.01,0.25,0.61,0.01,0.01,0.26,1.14,0.223,0.28,0.481,0.761,10.4,TEX @ ARI
Jonah Heim,Texas Rangers,$2500,3.56,4.05,0.45,0.92,0.64,0.2,0,0.11,0.56,0.05,0.01,0.23,0.78,0.247,0.291,0.395,0.686,8.9,TEX @ ARI
Geraldo Perdomo,Arizona Diamondbacks,$3700,2.54,4.49,0.6,0.85,0.62,0.19,0.02,0.07,0.4,0.05,0.04,0.56,0.65,0.221,0.318,0.346,0.664,9.4,TEX @ ARI
Alek Thomas,Arizona Diamondbacks,$2300,3.61,3.83,0.43,0.84,0.59,0.19,0.04,0.08,0.42,0.08,0.03,0.2,1.02,0.238,0.288,0.402,0.69,8.3,TEX @ ARI
Josh Smith,Texas Rangers,$2900,3.86,4.71,0.68,1.23,0.9,0.36,0,0.03,0.57,0.13,0.05,0.31,0.64,0.29,0.335,0.416,0.751,11.2,TEX @ ARI
Ezequiel Duran,Texas Rangers,$2300,3.3,3.93,0.45,0.88,0.58,0.25,0.03,0.04,0.41,0.03,0.01,0.14,0.84,0.24,0.27,0.367,0.637,7.6,TEX @ ARI
Gabriel Moreno,Arizona Diamondbacks,$2800,3.0,4.16,0.39,0.93,0.71,0.15,0.01,0.11,0.48,0.02,0,0.28,0.71,0.245,0.302,0.395,0.697,8.4,TEX @ ARI
Corbin Carroll,Arizona Diamondbacks,$4000,3.42,4.38,0.75,1.1,0.61,0.32,0.04,0.23,0.67,0.09,0.02,0.5,0.9,0.287,0.368,0.597,0.964,13.7,TEX @ ARI
Josh Jung,Texas Rangers,$2800,3.07,4.16,0.45,0.98,0.7,0.25,0.02,0.07,0.42,0.05,0.02,0.24,1.1,0.253,0.299,0.394,0.693,8.6,TEX @ ARI
Jordan Lawlar,Arizona Diamondbacks,$2200,2.23,3.71,0.26,0.45,0.3,0.1,0.03,0.04,0.29,0,0.02,0.25,1.37,0.137,0.202,0.23,0.431,4.9,TEX @ ARI
Wyatt Langford,Texas Rangers,$3600,3.39,4.6,0.72,0.96,0.55,0.2,0.01,0.22,0.61,0.09,0.02,0.53,1.08,0.239,0.328,0.47,0.797,12.2,TEX @ ARI
Blaze Alexander,Arizona Diamondbacks,$2700,3.26,4.05,0.38,0.82,0.57,0.14,0.01,0.14,0.37,0.08,0.03,0.45,1.08,0.235,0.329,0.41,0.739,8.8,TEX @ ARI
Tyler Locklear,Arizona Diamondbacks,$2400,3.08,3.94,0.44,0.64,0.49,0.1,0,0.08,0.3,0.08,0.06,0.39,1.43,0.187,0.286,0.289,0.575,7.4,TEX @ ARI
Michael Helman,Texas Rangers,$2400,3.5,3.82,0.4,0.81,0.56,0.17,0.01,0.12,0.4,0.06,0.02,0.32,0.65,0.236,0.306,0.407,0.712,8.4,TEX @ ARI
Eugenio Suarez,Seattle Mariners,$3500,4.26,4.36,0.73,1.13,0.56,0.23,0.01,0.42,0.94,0,0.01,0.33,1.07,0.287,0.341,0.69,1.031,14.9,SEA @ TB
Jorge Polanco,Seattle Mariners,$2900,3.59,4.25,0.54,0.88,0.55,0.17,0.01,0.18,0.67,0.04,0.01,0.38,0.66,0.232,0.298,0.435,0.733,10.4,SEA @ TB
J.P. Crawford,Seattle Mariners,$2600,3.19,4.03,0.43,0.82,0.7,0.06,0.02,0.07,0.32,0.14,0.03,0.43,0.89,0.237,0.33,0.335,0.665,8.3,SEA @ TB
Yandy Diaz,Tampa Bay Rays,$3200,3.41,4.47,0.6,1.27,0.96,0.26,0,0.1,0.64,0.01,0.01,0.26,0.56,0.308,0.357,0.451,0.808,10.9,SEA @ TB
Brandon Lowe,Tampa Bay Rays,$3300,4.03,4.36,0.7,1.2,0.76,0.21,0.01,0.29,0.76,0.03,0.03,0.34,0.92,0.303,0.362,0.596,0.958,13.3,SEA @ TB
