player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Orlando Arcia,Colorado Rockies,$2200,2.68,3.85,0.3,0.67,0.53,0.13,0.02,0.02,0.37,0,0.02,0.27,0.87,0.193,0.254,0.271,0.525,5.9,SF @ COL
Matt Chapman,San Francisco Giants,$3100,4.9,4.44,1.01,1.08,0.51,0.35,0.01,0.26,0.96,0.07,0.01,0.42,0.87,0.272,0.346,0.573,0.919,15.2,SF @ COL
Rafael Devers,San Francisco Giants,$3600,4.97,4.77,1.18,1.07,0.58,0.23,0.02,0.34,1.16,0,0,0.87,1.16,0.279,0.409,0.642,1.051,17.9,SF @ COL
Kyle Farmer,Colorado Rockies,$2200,3.64,4.07,0.54,0.81,0.56,0.2,0.01,0.08,0.43,0,0.01,0.28,1.04,0.216,0.272,0.348,0.62,8,SF @ COL
Dominic Smith,San Francisco Giants,$3100,3.39,4.55,0.64,1.13,0.91,0.17,0.03,0.06,0.57,0.08,0.02,0.37,0.86,0.279,0.342,0.396,0.739,10.5,SF @ COL
Willy Adames,San Francisco Giants,$3500,4.43,4.66,0.98,1.12,0.63,0.3,0.01,0.24,1.03,0.07,0.01,0.52,1.03,0.279,0.36,0.558,0.917,15.5,SF @ COL
Heliot Ramos,San Francisco Giants,$3200,4.81,4.88,0.89,1.38,0.99,0.23,0.03,0.21,1.12,0.07,0,0.32,0.83,0.309,0.357,0.536,0.894,15.4,SF @ COL
Tyler Freeman,Colorado Rockies,$2700,4.52,4.63,0.88,1.24,0.89,0.31,0.04,0.05,0.55,0.11,0.04,0.41,0.59,0.299,0.367,0.442,0.808,12.2,SF @ COL
Ezequiel Tovar,Colorado Rockies,$2800,4.43,4.52,0.66,1.14,0.69,0.34,0.05,0.14,0.77,0.07,0.02,0.24,1.15,0.274,0.324,0.494,0.817,12.4,SF @ COL
Brenton Doyle,Colorado Rockies,$3100,3.13,4.4,0.71,0.9,0.59,0.19,0.02,0.12,0.45,0.07,0.03,0.22,1.29,0.222,0.275,0.372,0.647,9.7,SF @ COL
Casey Schmitt,San Francisco Giants,$2500,4.12,4.21,0.62,0.97,0.64,0.19,0.03,0.14,0.68,0,0,0.27,0.84,0.25,0.306,0.434,0.74,10.3,SF @ COL
Patrick Bailey,San Francisco Giants,$2300,4.3,4.1,0.51,1.06,0.75,0.24,0.03,0.07,0.67,0,0.02,0.36,0.77,0.288,0.353,0.44,0.793,9.9,SF @ COL
Jung Hoo Lee,San Francisco Giants,$2900,4.31,4.32,0.97,1.27,0.93,0.34,0.04,0.02,0.6,0.14,0.03,0.29,0.42,0.323,0.371,0.459,0.83,12.5,SF @ COL
Drew Gilbert,San Francisco Giants,$2800,3.57,3.99,0.65,1.02,0.74,0.23,0.02,0.08,0.63,0.04,0.01,0.23,0.81,0.274,0.318,0.427,0.745,10,SF @ COL
Jordan Beck,Colorado Rockies,$2600,4.08,4.29,0.71,0.92,0.63,0.2,0.05,0.08,0.48,0.13,0.02,0.41,1.26,0.244,0.325,0.395,0.72,10.6,SF @ COL
Braxton Fulford,Colorado Rockies,$2300,3.22,3.96,0.53,0.72,0.49,0.18,0.03,0.04,0.32,0.03,0.01,0.3,1.48,0.201,0.273,0.314,0.587,7.4,SF @ COL
Ryan Ritter,Colorado Rockies,$2200,2.95,3.74,0.43,0.79,0.66,0.13,0.02,0.02,0.28,0.06,0.06,0.18,1.18,0.229,0.27,0.307,0.577,6.5,SF @ COL
Kyle Karros,Colorado Rockies,$2500,3.0,4.18,0.55,0.7,0.54,0.13,0.01,0.04,0.35,0,0.01,0.45,1.05,0.194,0.291,0.276,0.567,7.5,SF @ COL
Marcell Ozuna,Atlanta Braves,$2900,3.69,4.35,0.58,0.83,0.51,0.21,0.01,0.16,0.54,0,0.01,0.69,0.91,0.229,0.356,0.441,0.796,10.7,ATL @ CHC
Dansby Swanson,Chicago Cubs,$3000,3.03,4.02,0.37,0.91,0.57,0.16,0.01,0.16,0.56,0.05,0.05,0.3,1.03,0.252,0.306,0.433,0.74,9.1,ATL @ CHC
Carson Kelly,Chicago Cubs,$2800,3.43,4.24,0.51,0.99,0.68,0.23,0,0.11,0.47,0.01,0,0.47,0.6,0.267,0.354,0.431,0.785,9.6,ATL @ CHC
Matt Olson,Atlanta Braves,$3300,3.94,4.58,0.61,1,0.59,0.24,0.01,0.25,0.7,0,0.01,0.7,1.24,0.264,0.384,0.56,0.945,13,ATL @ CHC
Ian Happ,Chicago Cubs,$3300,3.79,4.57,0.68,0.98,0.62,0.2,0.02,0.18,0.66,0.1,0.03,0.62,1.04,0.255,0.362,0.47,0.833,12.5,ATL @ CHC
Ozzie Albies,Atlanta Braves,$2900,3.28,4.46,0.55,0.95,0.71,0.18,0.04,0.08,0.44,0.11,0.05,0.28,0.62,0.236,0.295,0.376,0.671,9.5,ATL @ CHC
Ronald Acuna Jr.,Atlanta Braves,$3700,3.49,4.69,0.71,1.09,0.8,0.15,0.01,0.22,0.54,0.07,0.07,0.64,1.14,0.283,0.402,0.519,0.92,12.9,ATL @ CHC
Jake Fraley,Atlanta Braves,$2500,3.16,3.91,0.41,0.77,0.53,0.15,0.03,0.08,0.39,0.05,0.03,0.36,0.84,0.223,0.301,0.357,0.658,7.9,ATL @ CHC
Willi Castro,Chicago Cubs,$2800,2.96,3.9,0.41,0.79,0.56,0.16,0.04,0.07,0.49,0.09,0.05,0.27,0.92,0.221,0.278,0.353,0.632,8.3,ATL @ CHC
Nico Hoerner,Chicago Cubs,$2800,2.93,4.13,0.53,0.98,0.81,0.18,0.02,0.03,0.29,0.11,0.05,0.2,0.38,0.255,0.298,0.351,0.649,8.2,ATL @ CHC
Ha-Seong Kim,Atlanta Braves,$2600,3.12,4.02,0.4,0.74,0.59,0.12,0.03,0.04,0.26,0.25,0.04,0.39,0.92,0.209,0.286,0.307,0.593,8.1,ATL @ CHC
Seiya Suzuki,Chicago Cubs,$3300,3.97,4.46,0.74,1.02,0.47,0.28,0.03,0.26,0.75,0.02,0,0.48,1.1,0.26,0.34,0.555,0.894,13.1,ATL @ CHC
Michael Harris II,Atlanta Braves,$3000,3.07,4.24,0.42,0.97,0.7,0.21,0.04,0.06,0.47,0.17,0.03,0.21,0.66,0.25,0.293,0.387,0.681,9.2,ATL @ CHC
Michael Busch,Chicago Cubs,$3300,3.67,4.68,0.69,1.13,0.67,0.28,0.04,0.21,0.63,0.03,0.01,0.29,1.12,0.259,0.31,0.509,0.818,12.1,ATL @ CHC
Pete Crow-Armstrong,Chicago Cubs,$3400,3.88,4.35,0.67,1.09,0.69,0.12,0.01,0.33,0.73,0.15,0.04,0.22,1.02,0.269,0.309,0.558,0.867,13.2,ATL @ CHC
Nacho Alvarez,Atlanta Braves,$2500,2.76,3.8,0.39,0.79,0.65,0.08,0,0.1,0.35,0,0,0.24,0.83,0.227,0.284,0.355,0.639,6.9,ATL @ CHC
Drake Baldwin,Atlanta Braves,$3000,3.77,4.13,0.68,1.09,0.74,0.18,0.01,0.19,0.59,0,0.02,0.41,0.56,0.298,0.376,0.517,0.892,11.3,ATL @ CHC
Matt Shaw,Chicago Cubs,$2800,3.21,3.79,0.53,0.78,0.54,0.23,0,0.07,0.39,0.14,0.01,0.41,0.67,0.233,0.317,0.38,0.697,9,ATL @ CHC
Willson Contreras,St. Louis Cardinals,$3100,3.55,4.28,0.52,1.13,0.73,0.28,0.02,0.19,0.49,0.05,0.01,0.28,0.97,0.292,0.344,0.543,0.887,11,OAK @ STL
Brent Rooker,Oakland Athletics,$3500,4.0,4.45,0.69,1.19,0.69,0.24,0.03,0.33,0.72,0.02,0.01,0.44,0.97,0.3,0.37,0.651,1.021,14,OAK @ STL
Lars Nootbaar,St. Louis Cardinals,$2900,4.48,4.39,0.63,1.06,0.64,0.24,0.03,0.21,0.68,0.04,0.03,0.67,0.7,0.291,0.407,0.562,0.969,13,OAK @ STL
Nolan Gorman,St. Louis Cardinals,$2800,3.46,4.06,0.42,0.85,0.57,0.12,0,0.21,0.51,0,0.02,0.47,1.31,0.243,0.344,0.468,0.812,9.7,OAK @ STL
