player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Ryan McMahon,Colorado Rockies,$2900,3.34,3.98,0.46,0.82,0.44,0.17,0.04,0.21,0.55,0.01,0.03,0.33,1.33,0.228,0.294,0.483,0.777,9.7,COL @ CIN
Austin Hays,Cincinnati Reds,$3300,3.33,4.25,0.55,1.17,0.75,0.29,0.01,0.16,0.62,0.05,0.01,0.22,0.98,0.294,0.336,0.501,0.837,11,COL @ CIN
Connor Joe,Cincinnati Reds,$2300,3.48,3.69,0.48,0.7,0.41,0.19,0.02,0.1,0.32,0.04,0.04,0.37,0.84,0.221,0.313,0.396,0.709,8,COL @ CIN
Thairo Estrada,Colorado Rockies,$2800,3.07,4.2,0.44,1.05,0.72,0.27,0.01,0.09,0.46,0.04,0,0.1,0.42,0.265,0.286,0.419,0.705,8.6,COL @ CIN
Santiago Espinal,Cincinnati Reds,$2400,3.33,3.81,0.49,0.93,0.8,0.12,0.02,0.05,0.47,0.03,0.03,0.22,0.35,0.266,0.314,0.366,0.68,8,COL @ CIN
Tyler Stephenson,Cincinnati Reds,$3000,3.57,3.92,0.57,0.86,0.47,0.19,0,0.24,0.58,0,0.01,0.42,1.16,0.249,0.336,0.527,0.862,10.7,COL @ CIN
Mickey Moniak,Colorado Rockies,$3000,3.8,4.53,0.56,1.01,0.59,0.22,0.01,0.24,0.69,0.05,0.01,0.22,0.99,0.24,0.281,0.482,0.763,11.4,COL @ CIN
TJ Friedl,Cincinnati Reds,$3200,4.66,4.58,0.82,1.23,0.71,0.35,0.04,0.22,0.7,0.14,0.04,0.51,0.47,0.312,0.396,0.609,1.005,14.9,COL @ CIN
Tyler Freeman,Colorado Rockies,$2900,3.55,4.64,0.59,1.18,0.96,0.14,0.1,0.02,0.33,0.22,0.06,0.33,0.66,0.28,0.336,0.39,0.726,10.3,COL @ CIN
Michael Toglia,Colorado Rockies,$2700,3.15,4.09,0.39,0.74,0.43,0.19,0.03,0.14,0.45,0.04,0.06,0.28,1.31,0.199,0.269,0.401,0.67,8.5,COL @ CIN
Spencer Steer,Cincinnati Reds,$3100,3.74,4.14,0.65,0.96,0.55,0.21,0.02,0.23,0.64,0.04,0.01,0.36,0.8,0.259,0.331,0.527,0.858,11.6,COL @ CIN
Brenton Doyle,Colorado Rockies,$2700,3.22,3.87,0.48,0.85,0.62,0.17,0.02,0.1,0.4,0.13,0.03,0.18,1.01,0.239,0.282,0.4,0.682,8.7,COL @ CIN
Matt McLain,Cincinnati Reds,$3100,3.32,4.47,0.58,0.89,0.55,0.21,0.02,0.16,0.43,0.07,0.03,0.45,1.08,0.227,0.314,0.431,0.745,10.3,COL @ CIN
Elly De La Cruz,Cincinnati Reds,$4100,3.34,4.36,0.71,1.15,0.67,0.23,0.03,0.27,0.68,0.17,0.03,0.34,0.96,0.291,0.347,0.587,0.934,13.7,COL @ CIN
Noelvi Marte,Cincinnati Reds,$3400,4.15,4.03,0.8,1.1,0.61,0.21,0.05,0.27,0.84,0.11,0.05,0.33,0.54,0.305,0.366,0.636,1.001,14.1,COL @ CIN
Hunter Goodman,Colorado Rockies,$3200,3.38,4.42,0.48,0.94,0.56,0.2,0.03,0.23,0.6,0,0.01,0.34,1.24,0.235,0.306,0.492,0.798,10.8,COL @ CIN
Jordan Beck,Colorado Rockies,$3000,3.07,4.31,0.43,0.92,0.61,0.24,0.04,0.09,0.38,0.12,0.03,0.24,1.21,0.234,0.293,0.406,0.699,9.2,COL @ CIN
Ryan Ritter,Colorado Rockies,$2300,2.91,3.76,0.26,0.73,0.54,0.14,0.01,0.09,0.37,0,0.02,0.24,1.04,0.215,0.277,0.353,0.63,6.7,COL @ CIN
Salvador Perez,Kansas City Royals,$3000,3.07,4.13,0.4,0.93,0.66,0.19,0,0.15,0.7,0,0,0.1,0.82,0.24,0.267,0.413,0.68,9.2,NYM @ KC
Starling Marte,New York Mets,$2600,4.19,4.81,0.69,1.17,0.93,0.21,0.02,0.03,0.42,0.2,0.05,0.42,0.88,0.282,0.353,0.368,0.721,10.9,NYM @ KC
Francisco Lindor,New York Mets,$3500,3.89,4.7,0.71,1.03,0.62,0.24,0.02,0.2,0.86,0.15,0.02,0.43,0.85,0.249,0.328,0.481,0.809,13.6,NYM @ KC
Brandon Nimmo,New York Mets,$3100,4.1,4.36,0.67,0.97,0.58,0.19,0.04,0.21,0.83,0.09,0.02,0.41,0.86,0.251,0.328,0.491,0.819,12.7,NYM @ KC
Juan Soto,New York Mets,$3900,3.44,4.59,0.72,0.88,0.51,0.13,0.04,0.26,0.67,0.08,0.06,0.77,0.84,0.236,0.371,0.521,0.892,13.4,NYM @ KC
Jeff McNeil,New York Mets,$2900,3.59,4.03,0.53,0.89,0.53,0.21,0,0.19,0.64,0.02,0,0.35,0.38,0.25,0.321,0.486,0.807,10.4,NYM @ KC
Pete Alonso,New York Mets,$3800,3.03,4.48,0.57,0.97,0.55,0.24,0.02,0.21,0.66,0,0.01,0.52,1.18,0.249,0.333,0.503,0.837,11.5,NYM @ KC
Tyrone Taylor,New York Mets,$2300,3.48,4.14,0.46,0.87,0.71,0.15,0.04,0.04,0.4,0.13,0.01,0.15,1.03,0.222,0.249,0.328,0.577,8,NYM @ KC
Jonathan India,Kansas City Royals,$2800,3.46,4.57,0.55,1.02,0.72,0.25,0.04,0.05,0.49,0.01,0,0.48,0.79,0.253,0.334,0.388,0.722,9.7,NYM @ KC
Kyle Isbel,Kansas City Royals,$2400,2.54,3.68,0.39,0.76,0.62,0.12,0.03,0.02,0.27,0.01,0.03,0.18,0.64,0.222,0.268,0.303,0.572,6.1,NYM @ KC
Bobby Witt Jr.,Kansas City Royals,$4000,3.45,4.46,0.75,1.21,0.75,0.32,0.02,0.19,0.71,0.19,0.07,0.31,0.8,0.298,0.361,0.543,0.903,13.8,NYM @ KC
Vinnie Pasquantino,Kansas City Royals,$2900,3.34,4.35,0.46,0.97,0.71,0.17,0.01,0.15,0.63,0.02,0,0.29,0.83,0.241,0.292,0.424,0.716,9.7,NYM @ KC
Maikel Garcia,Kansas City Royals,$3100,3.84,4.24,0.63,1.14,0.83,0.25,0.03,0.1,0.48,0.25,0.03,0.42,0.41,0.302,0.37,0.484,0.853,11.9,NYM @ KC
Freddy Fermin,Kansas City Royals,$2200,2.82,3.79,0.31,0.85,0.71,0.13,0.01,0.03,0.29,0,0,0.26,0.66,0.248,0.304,0.322,0.626,6.2,NYM @ KC
Mark Vientos,New York Mets,$2500,3.32,4.25,0.32,0.8,0.52,0.21,0,0.11,0.61,0,0.01,0.29,1.23,0.206,0.267,0.354,0.621,8.3,NYM @ KC
Hayden Senger,New York Mets,$2100,2.43,3.92,0.32,0.61,0.56,0.04,0,0.04,0.23,0,0,0.22,1.1,0.178,0.241,0.235,0.476,5.1,NYM @ KC
John Rave,Kansas City Royals,$2100,3.57,3.9,0.5,0.64,0.48,0.13,0.02,0.03,0.23,0.1,0.04,0.55,1.04,0.193,0.313,0.284,0.597,7.5,NYM @ KC
Jac Caglianone,Kansas City Royals,$2500,2.64,4.02,0.35,0.71,0.48,0.18,0.05,0.04,0.38,0.02,0.03,0.17,0.77,0.191,0.224,0.308,0.532,6.6,NYM @ KC
